,CAN_A01_02,CAN_A03,CAN_B05_06,CAN_B07_08,CAN_B09,CAN_C10T12,CAN_C13T15,CAN_C16,CAN_C17_18,CAN_C19,CAN_C20,CAN_C21,CAN_C22,CAN_C23,CAN_C24,CAN_C25,CAN_C26,CAN_C27,CAN_C28,CAN_C29,CAN_C30,CAN_C31T33,CAN_D,CAN_E,CAN_F,CAN_G,CAN_H49,CAN_H50,CAN_H51,CAN_H52,CAN_H53,CAN_I,CAN_J58T60,CAN_J61,CAN_J62_63,CAN_K,CAN_L,CAN_M,CAN_N,CAN_O,CAN_P,CAN_Q,CAN_R,CAN_S,CAN_T,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T,MEX_A01_02,MEX_A03,MEX_B05_06,MEX_B07_08,MEX_B09,MEX_C10T12,MEX_C13T15,MEX_C16,MEX_C17_18,MEX_C19,MEX_C20,MEX_C21,MEX_C22,MEX_C23,MEX_C24,MEX_C25,MEX_C26,MEX_C27,MEX_C28,MEX_C29,MEX_C30,MEX_C31T33,MEX_D,MEX_E,MEX_F,MEX_G,MEX_H49,MEX_H50,MEX_H51,MEX_H52,MEX_H53,MEX_I,MEX_J58T60,MEX_J61,MEX_J62_63,MEX_K,MEX_L,MEX_M,MEX_N,MEX_O,MEX_P,MEX_Q,MEX_R,MEX_S,MEX_T,USA_A01_02,USA_A03,USA_B05_06,USA_B07_08,USA_B09,USA_C10T12,USA_C13T15,USA_C16,USA_C17_18,USA_C19,USA_C20,USA_C21,USA_C22,USA_C23,USA_C24,USA_C25,USA_C26,USA_C27,USA_C28,USA_C29,USA_C30,USA_C31T33,USA_D,USA_E,USA_F,USA_G,USA_H49,USA_H50,USA_H51,USA_H52,USA_H53,USA_I,USA_J58T60,USA_J61,USA_J62_63,USA_K,USA_L,USA_M,USA_N,USA_O,USA_P,USA_Q,USA_R,USA_S,USA_T,Mundo
DEU_H53,0.0026,0.0001,0.0412,0.0107,0.0054,0.0713,0.0117,0.0104,0.0351,0.0023,0.0368,0.0064,0.0259,0.0176,0.0076,0.0367,0.0105,0.006,0.0327,0.0096,0.0039,0.056,0.0216,0.0132,0.1866,1.1119,0.0186,0.0007,0.0098,0.0682,0.0674,0.0159,0.0922,0.1172,0.0485,0.9176,0.3039,0.1495,0.1999,0.1997,0.0697,0.2109,0.0402,0.0873,0.0,0.0114,0.0011,0.0078,0.0042,0.0002,0.0121,0.0052,0.0023,0.0047,0.0013,0.0167,0.0066,0.0052,0.0142,0.0172,0.01,0.0225,0.0174,0.0212,0.0088,0.001,0.0036,0.0033,0.0034,0.0412,0.1195,0.01,0.0012,0.002,0.0043,0.0647,0.0047,0.0032,0.0124,0.0424,0.0725,0.006,0.0311,0.0033,0.0779,0.0129,0.0044,0.001,0.003,0.0,8.0309,0.3211,17.2392,19.7142,0.8794,316.2627,150.6812,7.9932,214.8018,100.2745,1102.4906,751.9903,246.5036,60.6861,73.1507,464.2323,979.1008,1084.133,2056.7486,1067.0174,26.7415,683.4717,386.5379,36.5239,136.9546,17385.0723,1640.225,10.3309,121.0988,621.9264,287.8755,941.3354,475.2931,2331.1677,144.6381,2150.1038,71.1498,1604.3959,1250.4929,1475.1206,11.2147,786.4125,427.1044,197.1003,0.0,0.0,0.0,0.0002,0.0006,0.0,0.0033,0.0005,0.0002,0.0003,0.0002,0.0012,0.0009,0.0004,0.0007,0.0011,0.0012,0.0007,0.0005,0.0018,0.0051,0.0002,0.0004,0.0,0.0001,0.0011,0.0072,0.0013,0.0,0.0,0.001,0.0018,0.0012,0.0008,0.0132,0.0001,0.0133,0.0137,0.0045,0.0033,0.0038,0.0024,0.0013,0.0004,0.0007,0.0,0.0097,0.0,0.0053,0.003,0.0001,0.0016,0.001,0.0006,0.0395,0.0289,0.0356,0.0009,0.0012,0.0007,0.0065,0.0179,0.0018,0.0957,0.1779,0.0007,0.0024,0.036,0.1049,0.0855,0.008,16.7313,3.3975,1.2433,0.0029,0.5212,0.5433,1.3694,0.9332,0.1241,0.9731,2.5637,0.0926,1.8608,1.4335,0.709,0.3689,1.757,0.1374,0.641,0.0,1337.7264999999954
DEU_I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2498,0.9987,7.1754,1.9554,5.8169,72.5171,21.4644,5.0919,24.274,34.4531,353.7674,44.371,90.6167,21.7763,38.1399,354.1762,211.855,209.9037,641.5378,348.4203,20.3284,126.5966,77.2251,28.3224,931.9187,2011.4839,983.1481,39.9418,789.4069,1023.8758,20.4796,65.617,505.8512,273.487,230.6104,1198.5143,61.7727,426.5308,468.1035,884.8383,50.6896,213.9113,382.2969,612.2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU_J58T60,0.2223,0.0167,0.4323,0.0734,0.0834,1.3081,0.056,0.0945,0.1669,0.0334,0.2495,0.2281,0.1602,0.1316,0.0844,0.2177,0.1652,0.0811,0.3205,0.1522,0.2103,0.4054,0.1495,0.1282,1.0076,7.6993,0.1622,0.0078,0.0905,0.1894,0.0882,0.5762,5.8658,2.7066,7.3769,3.0174,0.8858,2.2849,1.3171,2.1784,5.4785,2.1085,0.5116,0.6459,0.0,0.6146,0.0225,2.2228,3.6868,0.1155,2.8042,2.5633,0.8049,1.5827,0.2374,4.1487,2.7177,2.7997,5.099,2.9965,3.5231,5.8544,4.4561,7.9818,1.2466,0.5189,1.2247,6.8218,2.5611,18.2543,6.7509,6.2325,0.2815,1.8478,1.115,1.329,2.4221,10.954,10.4174,2.1548,15.2383,6.6637,18.1171,0.4308,55.0828,14.8783,4.4768,1.0812,1.927,0.0,27.0222,0.0787,1.7314,9.6913,0.5997,273.9777,43.4506,8.6599,126.2583,87.7633,269.4897,197.423,83.2483,75.5007,96.8381,151.5009,191.6601,166.8692,258.8746,508.559,43.0909,122.2854,160.4423,344.6204,183.932,1495.0445,251.3167,29.7155,38.2175,214.2759,97.2768,803.6309,8338.5214,329.3662,1126.7377,1176.8074,220.1847,8482.2218,1520.8089,2044.3814,1953.3322,1807.0514,1292.8286,727.5989,0.0,0.041,0.0004,0.0164,0.0119,0.0092,0.3094,0.0575,0.0045,0.0794,0.0279,0.1711,0.2499,0.0636,0.0353,0.1114,0.0902,0.4858,0.1051,0.2611,0.6067,0.0099,0.0901,0.022,0.0046,0.7448,0.1378,0.1362,0.0007,0.0548,0.0525,0.0151,0.0285,0.3353,0.0512,0.0059,0.0531,1.1589,0.1187,0.087,0.9243,0.348,0.1557,0.0245,0.0117,0.0,0.5556,0.0007,3.3306,0.1058,0.0824,0.4329,0.1098,0.0811,0.4937,0.0692,1.2972,0.9179,0.5314,0.1069,0.3258,0.5147,0.3139,0.1916,0.7245,0.6479,0.6323,0.5662,0.6459,0.0837,2.3183,11.2432,0.5091,0.0484,0.0563,0.9327,0.1588,12.1244,398.9499,189.8435,13.5413,4.9993,1.2124,28.44,9.9886,30.9683,31.8371,17.6429,0.8185,5.4884,0.0,5833.460300000014
DEU_J61,0.0332,0.0001,0.0446,0.0065,0.008,0.0233,0.0025,0.0041,0.0072,0.0016,0.0061,0.0044,0.0049,0.0063,0.0032,0.0097,0.0095,0.0054,0.014,0.0079,0.0084,0.0171,0.0155,0.0078,0.0824,0.2522,0.0499,0.0007,0.0198,0.0551,0.0127,0.0448,0.0539,0.5781,0.1927,0.6566,0.1522,0.1791,0.1329,0.1907,0.0563,0.2241,0.0245,0.0433,0.0,1.2395,0.0909,0.4216,0.7605,0.0185,0.7319,0.6829,0.2071,0.4495,0.072,1.1228,0.4032,0.3661,1.4738,0.8286,1.0583,1.9491,1.157,2.3907,0.4437,0.1156,0.2778,2.1019,0.9499,31.3211,3.8546,2.8183,2.7956,0.4248,0.7126,1.406,1.0336,0.8131,27.5932,24.3264,11.8991,2.4141,4.2926,0.3331,14.4775,4.4914,3.9407,0.1586,0.3413,0.0,97.7145,0.5447,44.5818,50.918,3.0579,196.42,24.0499,40.9712,123.7779,48.8066,258.2678,107.3992,181.878,164.2555,102.685,312.8227,388.4416,319.4725,574.5337,626.7617,91.6136,203.3581,211.8473,218.3203,474.1194,2551.819,267.5377,22.5968,48.4658,391.8404,1545.9329,939.9174,2223.6484,19360.1613,1208.2863,2447.7935,542.5227,2638.9803,2988.8772,1677.1234,111.4799,719.7417,462.0475,463.6478,0.0,0.0099,0.0016,0.0145,0.012,0.0164,0.2168,0.0508,0.0102,0.0289,0.0116,0.0432,0.0261,0.0245,0.0351,0.0913,0.0767,0.3652,0.0628,0.0721,0.3358,0.028,0.0795,0.0187,0.0082,0.8125,0.507,0.164,0.0032,0.0865,0.0616,0.0082,0.0694,0.0624,0.46,0.0176,0.2927,0.3431,0.2469,0.222,0.6651,0.1501,0.149,0.0215,0.0683,0.0,0.0131,0.0,0.0317,0.0032,0.0164,0.0207,0.0025,0.0065,0.0154,0.0059,0.0151,0.0107,0.0136,0.0081,0.0157,0.027,0.0203,0.0133,0.037,0.0197,0.0221,0.0201,0.0529,0.0123,0.1253,0.4489,0.0353,0.0023,0.007,0.0293,0.0118,0.0871,0.0746,0.7672,0.1751,0.3528,0.134,0.6141,0.2181,0.6354,0.1609,0.1864,0.0194,0.0618,0.0,2034.223400000002
DEU_J62_63,0.3576,0.0145,12.7165,1.2457,0.302,2.4112,0.1243,0.2377,0.3332,0.1409,0.6899,0.505,0.3445,0.3966,0.1219,0.5099,0.5012,0.2773,0.8045,0.4464,1.0759,1.3455,4.3322,1.2051,5.9873,30.037,3.6836,0.0201,1.0959,1.8895,2.1095,2.5151,4.0882,14.1553,54.5106,112.3032,5.81,30.8369,8.5954,30.2138,5.4216,7.3231,2.8851,2.8564,0.0,1.7223,0.0318,2.2339,3.8396,0.2181,2.8626,4.0117,0.8838,1.7467,0.3974,5.0926,1.9583,2.6294,5.5698,3.9285,3.9766,25.6888,5.1324,9.7724,1.8423,0.6096,1.9237,7.6368,2.4991,33.3819,14.9299,5.8097,1.9653,3.5772,2.5365,2.946,1.7593,5.3353,16.4464,74.2408,31.7237,5.9581,17.5818,1.1285,31.9781,9.0553,4.6779,1.0678,1.3257,0.0,52.7732,0.8891,33.3326,42.4075,3.1096,734.4374,134.5132,96.997,523.3224,187.3051,1600.5155,838.4016,439.503,350.7157,560.9225,1314.0601,1196.1099,1251.3829,2403.6247,2529.2577,376.999,855.9922,839.5176,1623.4117,874.1221,5863.01,1320.5983,37.0587,320.948,2558.9339,1186.2542,434.1815,3705.2495,3146.9646,32525.4877,8344.0128,551.505,10317.1901,3031.4685,4629.8344,2754.0568,3884.0741,731.5228,662.0811,0.0,0.0546,0.0005,0.0183,0.0138,0.0081,0.1793,0.0711,0.0041,0.0651,0.0359,0.1651,0.1702,0.0793,0.0267,0.0532,0.049,0.5537,0.1253,0.1175,0.4188,0.0069,0.0928,0.0324,0.0045,0.3754,0.0867,0.0719,0.0003,0.0234,0.0249,0.0065,0.0332,0.1357,0.0401,0.0041,0.0318,0.4738,0.0678,0.0519,0.3811,0.1487,0.1845,0.018,0.0095,0.0,1.7177,0.0035,12.4103,0.6281,0.2642,4.3854,0.7474,1.4409,3.1796,1.1919,3.5779,3.2881,2.8699,1.8937,2.8376,5.9896,2.2731,0.8161,6.5785,2.0247,6.179,4.2702,9.802,1.9018,13.3495,81.8402,4.6708,0.0665,0.5849,2.6022,1.4472,13.4457,32.0495,20.5941,52.6255,78.3832,5.3716,132.3283,68.8781,181.674,21.988,48.2156,3.9883,16.66,0.0,9460.522100000037
DEU_K,1.1013,0.0419,3.1466,0.4219,0.2552,0.7738,0.0741,0.301,0.3525,0.3104,0.3848,0.1399,0.2083,0.2239,0.3845,0.3472,0.1576,0.0855,0.3782,0.6009,0.2676,0.4251,0.5639,0.1884,4.2211,10.269,1.2981,0.0528,0.3319,0.6303,0.154,1.7098,0.5656,0.6767,0.7508,19.478,8.8643,1.4515,1.3342,1.7801,0.1394,1.0193,0.4189,0.5582,0.0,9.391,1.2691,5.7931,3.7509,0.5208,4.6342,3.5311,1.5972,2.6757,1.2776,7.7165,1.1594,2.3925,7.1752,11.3892,4.1702,7.6605,4.8814,8.6113,2.3228,1.1446,1.7437,16.3526,3.2115,27.0985,34.8513,37.9121,2.9745,4.2713,12.4664,0.4649,1.2761,0.6229,3.2187,4.4471,67.0387,30.0611,36.8825,5.8997,7.3572,2.4683,1.4871,0.701,0.9714,0.0,1573.3972,6.031,50.5195,166.9666,19.2344,2420.06,278.5919,474.365,1001.3977,732.4807,1981.2624,685.6829,1082.1071,756.2611,940.2059,1522.8059,1004.2966,1271.8093,2801.4293,4379.207,418.1415,1224.5573,2677.1768,1324.8683,6482.5458,11275.0913,5208.9134,270.0445,355.9325,3994.9448,630.0136,2115.1094,1014.5581,1186.3644,1575.1649,65309.7535,29163.5042,6874.078,4781.7611,6341.6855,2022.707,4970.9655,703.4363,3033.2159,0.0,2.7934,0.0906,0.4855,0.8246,0.3116,2.3311,0.4622,0.0715,0.3931,0.6518,1.0192,0.5273,0.5407,0.5194,1.3528,1.8656,13.2301,1.0926,1.0835,11.5798,2.4431,0.9002,0.7107,0.2456,17.2309,13.7958,6.8354,0.2371,0.2673,1.3666,0.3284,1.048,0.2788,1.6247,0.0646,107.6788,2.1362,2.5567,1.9377,5.9319,0.7342,0.8228,0.2254,0.4262,0.0,17.4293,3.074,44.4052,9.3857,26.681,14.0423,1.6259,1.1427,2.5914,0.9837,7.3234,3.652,3.9234,4.5045,9.052,8.9569,2.8835,3.7027,9.6625,7.6543,7.0652,9.2813,21.3103,4.5104,16.4522,240.4386,71.1753,13.1265,6.9437,14.8126,10.0084,36.8815,13.4902,11.6165,17.0306,1219.9112,433.9264,133.3623,109.8265,306.9296,17.0344,291.8282,12.7586,52.3139,0.0,26615.818099999957
DEU_L,0.0013,0.0,0.0046,0.0012,0.0002,0.003,0.0006,0.0009,0.0025,0.0003,0.0008,0.001,0.0018,0.0008,0.0004,0.003,0.0012,0.0004,0.0031,0.0013,0.001,0.0069,0.0041,0.0019,0.0195,0.2031,0.0052,0.0001,0.0008,0.0115,0.0041,0.0354,0.0117,0.0232,0.0253,0.0764,0.0701,0.0576,0.031,0.0616,0.0131,0.0608,0.016,0.0369,0.0,0.0024,0.0,0.0159,0.0098,0.0016,0.031,0.0485,0.0101,0.0304,0.0075,0.0305,0.005,0.0508,0.0752,0.0412,0.0623,0.1178,0.0665,0.1113,0.0199,0.0057,0.0373,0.0283,0.0485,0.0311,12.2185,0.1243,0.0033,0.0458,0.1506,0.1055,0.3252,0.0653,0.4248,0.9276,4.196,2.8058,0.9075,0.0777,0.6489,0.3616,0.2319,0.0299,0.7139,0.0,543.108,0.9897,21.7226,45.8413,5.4777,3222.0554,426.8397,483.1159,1295.5713,244.5281,1505.5385,650.8703,1155.9104,915.7261,733.7211,2209.9253,1078.1049,1355.25,3405.9083,5588.4784,411.4894,1625.5318,2621.7205,1139.5626,22038.9042,33010.1002,1060.7908,50.4884,90.6021,2982.909,652.7677,6637.4753,1506.9228,6070.3381,1218.932,14933.7142,16417.8716,17607.7464,6947.8818,7269.9048,1005.8469,7106.0435,867.078,1956.8931,0.0,0.0002,0.0001,0.0061,0.0011,0.0017,0.0469,0.0129,0.001,0.0075,0.0005,0.0067,0.0052,0.0081,0.0076,0.0071,0.0108,0.018,0.0079,0.0078,0.0267,0.0016,0.0359,0.0007,0.0007,0.0334,0.2014,0.0273,0.0017,0.0049,0.0362,0.002,0.0207,0.0386,0.071,0.0104,0.1003,0.1921,0.0674,0.0473,0.0852,0.021,0.0359,0.0142,0.0404,0.0,0.1092,0.0,0.0171,0.001,0.003,0.0262,0.0058,0.0058,0.0254,0.0003,0.0104,0.0251,0.0194,0.0067,0.008,0.0421,0.0322,0.0044,0.0153,0.014,0.0399,0.0252,0.0442,0.0188,0.152,1.9316,0.056,0.0039,0.0056,0.2028,0.0264,0.5653,0.1363,0.187,0.1335,0.8511,1.1445,0.9265,0.2709,0.5061,0.4412,1.2754,0.2003,0.4471,0.0,317.1010000000006
DEU_M,20.3281,0.431,27.8442,2.8798,3.7126,5.2861,0.2261,0.8842,1.5785,1.4985,1.7716,1.2588,1.3473,1.2689,1.7916,1.2134,1.4899,0.487,2.0828,0.7576,3.3152,1.6532,7.2972,0.9978,52.2949,67.5983,2.3088,0.0286,0.7095,2.3326,0.8205,5.2314,7.979,10.0797,7.1227,69.6166,15.2279,89.6668,27.9053,86.9691,9.8402,11.4655,3.0104,5.5168,0.0,58.8993,1.6939,30.0311,34.7322,2.0624,33.9809,16.1233,6.0946,17.5089,4.3857,81.9828,26.2895,23.2867,39.5492,48.5029,30.5893,91.2073,50.221,99.5729,51.4161,8.2275,9.132,21.5717,5.6522,513.1804,299.8808,9.6476,4.2625,2.8661,4.4265,3.5646,3.7164,2.766,18.1177,40.4335,85.2877,44.0422,480.5562,4.0986,5.8021,9.8921,1.8633,0.8442,2.4044,0.0,787.0882,2.3452,138.9354,388.9853,41.8752,8564.5525,653.1009,499.7946,1664.4339,1628.0511,6501.4482,3419.6839,2938.6969,2395.3109,1906.8972,2880.4904,3335.3966,5153.9339,10390.9131,11698.4068,1357.6897,3384.2103,4420.9898,5234.6713,5508.5381,16634.4699,3367.6783,98.4842,316.8938,3154.2227,558.1414,724.4812,2887.7129,1634.7656,4646.4092,23864.0145,13840.2757,63255.4813,16476.8294,5367.6384,1470.1537,3145.1291,826.7125,1263.0544,0.0,1.8009,0.0096,3.1774,2.4916,3.0591,48.5637,4.9747,0.3193,3.2061,1.2737,5.2404,8.217,1.465,1.4592,4.6339,3.1177,2.7542,3.3195,7.3516,15.4229,0.2851,2.8944,5.0155,0.9184,5.4292,72.4102,3.8324,0.0186,3.0516,7.0441,1.2023,16.1603,26.9372,1.1158,2.8975,35.4289,13.4366,26.9983,16.4,92.2778,17.4233,46.7868,7.4783,1.4605,0.0,11.8571,0.0516,135.9082,21.7635,83.6093,93.0111,8.8119,11.1857,27.1878,11.7464,58.756,86.731,22.034,15.2254,23.4017,57.7649,109.6969,10.2897,70.2888,46.578,52.1436,39.4771,54.4871,24.7123,267.2104,1149.931,53.2985,8.8263,5.5103,23.4042,17.7478,363.2708,180.1226,202.85,203.1922,578.2073,356.6608,665.1079,319.5718,454.6762,74.6559,423.8431,60.4595,81.2058,0.0,40323.63359999995
DEU_N,0.8021,0.0287,3.7677,0.3248,0.9844,1.1488,0.0634,0.1483,0.3626,0.0933,0.4642,0.2651,0.3659,0.2683,0.2714,0.4968,0.2635,0.1082,0.3961,1.4417,0.4544,0.8345,0.5115,0.4581,6.9904,14.9497,2.7597,0.0958,1.2526,1.5186,0.5319,2.6409,1.7282,2.338,3.7052,13.3597,6.0258,6.3397,5.3733,7.5086,2.0839,3.7215,1.1457,1.7474,0.0,2.8604,0.1111,12.6651,8.9852,0.2844,13.3475,9.2819,16.06,4.4162,2.7856,10.527,18.0426,28.0161,16.8207,9.069,8.5828,14.6099,12.507,18.607,7.8841,1.3168,3.7488,4.8296,2.9393,53.2165,171.9964,11.9509,3.7725,4.155,5.1346,2.2378,3.5159,2.3943,11.8142,18.0722,47.3204,29.4908,28.4686,19.6786,25.6282,3.7152,0.7992,1.1446,2.044,0.0,5667.4172,5.8437,92.1569,286.7295,35.9084,6313.7239,687.9247,911.8901,2465.9319,666.9138,4879.1027,2658.6993,2844.0053,2155.3868,1758.7671,4580.3583,2589.2851,3651.9598,8212.8503,11562.6802,2765.3707,3962.2689,4011.3729,3465.9066,10788.1347,24341.8848,4933.9234,1387.7008,3828.0785,8261.595,1059.572,3194.6433,4223.9594,2848.2575,2865.3825,11689.6794,3054.3106,9604.9342,38698.3564,8025.6392,2353.3971,8648.2079,2869.2915,3210.6346,0.0,0.0461,0.0104,0.0805,0.2208,0.53,0.9537,0.1821,0.0129,0.1401,0.0472,0.3185,0.2506,0.2564,0.2503,0.1487,0.2222,0.3393,0.2043,0.1315,1.034,0.062,0.1195,0.0414,0.0298,0.9127,2.5943,0.4404,0.0452,0.3161,0.2566,0.0852,0.4687,0.3327,0.2307,0.1287,1.4747,0.1793,0.5216,0.4063,0.5551,0.1806,0.2573,0.2272,0.0961,0.0,1.8093,0.0002,3.1749,0.4273,2.6386,2.2489,0.1904,0.1611,1.2035,0.6166,2.6245,1.1187,0.678,0.5363,1.2505,2.1872,1.1164,0.3945,1.4082,1.4235,1.3157,1.2811,5.1722,1.1841,8.1279,29.0368,8.6857,0.4254,4.196,2.6551,1.4513,6.1794,8.1828,13.6426,14.7809,18.4332,5.5669,27.9929,16.377,5.2842,2.7501,22.4713,1.7703,1.8917,0.0,14471.896399999981
DEU_O,0.0006,0.0,0.0391,0.0038,0.0008,0.0057,0.0003,0.0006,0.0007,0.0004,0.0016,0.0011,0.0007,0.001,0.0003,0.0013,0.0013,0.0007,0.0021,0.0011,0.003,0.0036,0.0133,0.0036,0.0166,0.0853,0.0112,0.0,0.0033,0.0057,0.0065,0.007,0.0081,0.0419,0.1609,0.3466,0.0171,0.0934,0.0253,0.0912,0.0102,0.0196,0.0084,0.0081,0.0,0.016,0.0003,0.0839,0.0192,0.001,0.0381,0.0266,0.0066,0.0186,0.0071,0.1668,0.0411,0.0432,0.0537,0.1558,0.0415,0.4256,0.1549,0.2367,0.1226,0.0318,0.0132,0.0363,0.0094,0.2391,0.1029,0.0223,0.0086,0.0093,0.0068,0.008,0.0027,0.0061,0.0436,0.4163,0.0964,0.0127,0.1909,0.0031,0.033,0.0606,0.0113,0.003,0.0016,0.0,476.8538,2.2503,63.0222,108.2406,1.2237,1697.5985,179.9434,229.6408,578.6335,273.0789,1420.5435,525.0195,596.9832,651.3216,580.1991,646.377,546.733,709.5245,870.7474,1655.8059,129.1443,489.0991,11785.5444,1127.606,5098.5211,2132.2747,719.9248,41.4236,65.0402,627.6746,117.0631,722.105,357.6353,240.7929,674.8044,821.5011,2633.0219,9200.6882,2625.7994,7170.2718,520.8734,1271.9923,264.2676,833.1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0381,0.0019,0.0006,0.0141,0.002,0.0051,0.01,0.0045,0.0067,0.0067,0.0085,0.0062,0.0098,0.02,0.0062,0.002,0.0201,0.0053,0.0193,0.0137,0.0581,0.0076,0.0368,0.2438,0.0142,0.0001,0.0017,0.0074,0.0043,0.0403,0.0596,0.0654,0.1629,0.2532,0.0151,0.7,0.207,0.6055,0.0457,0.1487,0.012,0.0529,0.0,38.71900000000023
DEU_P,0.0005,0.0,0.0284,0.0027,0.0006,0.0041,0.0002,0.0004,0.0005,0.0003,0.0012,0.0008,0.0005,0.0007,0.0002,0.0009,0.0009,0.0005,0.0015,0.0008,0.0022,0.0026,0.0097,0.0026,0.0121,0.062,0.0082,0.0,0.0024,0.0041,0.0047,0.0051,0.0059,0.0305,0.1169,0.2518,0.0124,0.0679,0.0184,0.0662,0.0074,0.0143,0.0061,0.0059,0.0,0.202,0.0044,1.221,0.1828,0.0077,0.5112,0.2802,0.0749,0.2352,0.0941,2.4323,0.6036,0.5982,0.6429,2.2408,0.5113,5.5386,2.239,3.3092,1.8248,0.475,0.159,0.322,0.074,2.5127,1.0201,0.1834,0.0464,0.0088,0.0096,0.0103,0.0038,0.0097,0.1083,3.0463,0.3015,0.0338,2.4965,0.0066,0.0305,0.7835,0.0626,0.0176,0.0021,0.0,34.2009,0.9309,0.7145,0.8016,0.4536,156.4213,31.3726,43.9867,4.0941,48.7725,186.5875,141.3699,32.4682,4.0009,4.0405,133.5791,111.2392,273.4773,391.4922,1322.5025,94.1915,104.4244,58.7593,42.171,29.6985,71.6855,176.5552,18.9591,89.0916,46.7151,156.0163,3.9334,135.7121,412.336,924.2562,1555.8518,579.167,1526.2672,158.9904,4079.2788,14194.2844,533.9684,115.8173,271.0734,0.0,0.0,0.0001,0.0001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0015,0.01,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0007,0.0004,0.0014,0.0005,0.0012,0.0001,0.0001,0.0002,0.0,0.0,0.004,0.0,0.0277,0.0014,0.0005,0.0434,0.0034,0.0164,0.028,0.0184,0.0142,0.0072,0.029,0.0135,0.0281,0.047,0.0048,0.0031,0.0297,0.0115,0.0334,0.0363,0.4564,0.0328,0.0318,0.1804,0.0138,0.0001,0.0012,0.0129,0.0031,0.0293,0.0466,0.1087,0.2077,0.4018,0.011,5.0446,0.1504,1.3064,0.0341,0.3519,0.0089,0.0949,0.0,229.43480000000204
