,CAN_A01_02,CAN_A03,CAN_B05_06,CAN_B07_08,CAN_B09,CAN_C10T12,CAN_C13T15,CAN_C16,CAN_C17_18,CAN_C19,CAN_C20,CAN_C21,CAN_C22,CAN_C23,CAN_C24,CAN_C25,CAN_C26,CAN_C27,CAN_C28,CAN_C29,CAN_C30,CAN_C31T33,CAN_D,CAN_E,CAN_F,CAN_G,CAN_H49,CAN_H50,CAN_H51,CAN_H52,CAN_H53,CAN_I,CAN_J58T60,CAN_J61,CAN_J62_63,CAN_K,CAN_L,CAN_M,CAN_N,CAN_O,CAN_P,CAN_Q,CAN_R,CAN_S,CAN_T,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T,MEX_A01_02,MEX_A03,MEX_B05_06,MEX_B07_08,MEX_B09,MEX_C10T12,MEX_C13T15,MEX_C16,MEX_C17_18,MEX_C19,MEX_C20,MEX_C21,MEX_C22,MEX_C23,MEX_C24,MEX_C25,MEX_C26,MEX_C27,MEX_C28,MEX_C29,MEX_C30,MEX_C31T33,MEX_D,MEX_E,MEX_F,MEX_G,MEX_H49,MEX_H50,MEX_H51,MEX_H52,MEX_H53,MEX_I,MEX_J58T60,MEX_J61,MEX_J62_63,MEX_K,MEX_L,MEX_M,MEX_N,MEX_O,MEX_P,MEX_Q,MEX_R,MEX_S,MEX_T,USA_A01_02,USA_A03,USA_B05_06,USA_B07_08,USA_B09,USA_C10T12,USA_C13T15,USA_C16,USA_C17_18,USA_C19,USA_C20,USA_C21,USA_C22,USA_C23,USA_C24,USA_C25,USA_C26,USA_C27,USA_C28,USA_C29,USA_C30,USA_C31T33,USA_D,USA_E,USA_F,USA_G,USA_H49,USA_H50,USA_H51,USA_H52,USA_H53,USA_I,USA_J58T60,USA_J61,USA_J62_63,USA_K,USA_L,USA_M,USA_N,USA_O,USA_P,USA_Q,USA_R,USA_S,USA_T,Mundo
CAN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN_A01_02,47.2635,0.1066,0.0953,0.0693,0.0028,112.6599,0.0316,0.2575,0.1414,0.0059,2.607,0.0082,1.0958,0.0017,0.0025,0.0026,0.0007,0.0037,0.0054,0.0049,0.0012,0.0635,0.0673,0.0067,6.4432,0.3219,0.0333,0.0049,0.0001,0.0001,0.0014,5.855,0.0525,0.0056,0.0,0.0081,0.0179,0.1778,0.0092,0.1295,0.0625,0.2123,0.0913,0.1796,0.0,242233.6165,5663.0112,380.6879,219.2861,33.0549,536335.3504,136827.2084,39361.6555,27386.1008,20.4714,28844.2947,62050.9293,14126.1577,522.0196,251.7892,441.2244,0.1613,46.8904,331.7996,32.7957,13.9702,7479.3582,122.588,347.7463,32056.4165,991.1276,2675.2864,97.2052,907.5181,9992.097,112.473,26224.0277,91.3429,1453.2927,5.2964,10.9607,275.9895,10504.831,1072.0993,12.9873,2811.8783,2085.0323,3048.2861,464.3882,0.0,29.3699,0.0056,0.0306,0.0124,0.0008,306.145,0.7945,0.3521,0.0441,0.1905,0.4163,0.0274,3.7732,0.0253,0.0208,0.0512,0.0283,0.0421,0.1619,0.1447,0.0191,0.0356,0.0082,0.1243,0.0925,6.0159,0.3191,0.2324,0.0087,0.2276,0.0165,6.7764,0.0112,0.0336,0.0517,0.1242,6.9212,0.2018,4.394,6.2913,0.4916,5.0276,0.2571,0.3965,0.0,6.3388,0.0148,0.0,0.0001,0.0,44.6814,0.7698,0.3557,0.0058,0.0,0.1209,0.0758,0.1262,0.073,0.0011,0.0,0.0255,0.0,0.0,0.0001,0.0,0.0476,0.0,0.0,0.055,1.417,0.0,0.0,0.0,0.0,0.0,0.5892,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.002,0.035,0.0068,0.0,0.0005,0.0,216.2251,0.0,0.1158,0.136,0.1282,567.3766,5.8278,9.5675,3.6826,0.0069,22.9701,0.5485,1.5034,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.0,0.0,5.8663,7.816,0.0943,0.1824,0.0,0.0,0.0,0.9068,0.0,0.0,0.0016,0.0016,0.0096,1.9231,2.3995,9.1564,0.9287,0.0002,0.9026,0.0902,0.0,5434.321500000016
CHN_A03,0.1076,0.0048,0.0,0.0,0.0,1.5402,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,4299.2467,41780.7991,0.0,5.2815,3.2582,43254.8378,651.6745,317.5635,720.3854,0.525,2787.7775,99.5479,36.3496,21.292,37.2374,0.0,0.0,0.0,46.5686,5.3911,1.27,289.1239,11.2128,611.8844,0.0,122.1056,0.0,1376.8211,0.0,0.0,178.2407,25662.7927,9.8,108.9882,0.0,1.2408,32.599,2715.2062,133.5829,1.5577,618.8186,111.8012,186.3228,49.3207,0.0,0.0,0.0357,0.0,0.0,0.0,0.6276,0.0,0.0,0.0017,0.0,0.0024,0.0004,0.0,0.0,0.0,0.0,0.0,0.0016,0.0019,0.0019,0.0,0.0059,0.0,0.0,0.0017,0.0107,0.0,0.0015,0.0,0.0,0.0,0.1255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0522,0.0043,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0418,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,1.9656,8.1725,0.0,0.0,0.0,333.2254,0.0,0.0,0.0,0.0,1.6198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4249,0.0,0.1643,0.0,0.0,0.0,232.3938,0.0,0.0,0.0,0.0,0.0,4.6932,0.0,21.5418,4.7132,0.0,7.2914,7.1701,0.0,173.0446000000008
CHN_B05_06,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0002,0.0,0.0,1.5005,9.1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1031,0.0,0.4001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,162.5264,11.8317,56671.7349,2200.1043,350.5071,1994.4008,2046.1198,475.8896,3568.9048,164796.2366,46195.2241,390.3171,1738.1788,32627.4522,38942.411,2207.3467,12.2211,512.5021,2093.2425,395.06,227.1034,590.5916,158985.7829,923.09,810.5649,150.6547,2552.7227,210.1593,82.2896,41.858,98.9536,409.6578,47.0608,0.0,1343.9422,659.3,60.6223,481.682,45.7243,635.1798,434.7891,569.2019,40.2993,171.1247,0.0,0.0127,0.0,0.1313,0.0341,0.0014,0.2688,0.0111,0.0049,0.0843,0.6919,0.184,0.0067,0.0074,0.1098,0.8402,0.0043,0.0008,0.0149,0.0359,0.0219,0.0131,0.0332,7.8298,0.0261,0.0071,0.088,0.0053,0.0029,0.0,0.0041,0.002,0.0211,0.0038,0.0016,0.0,0.0,0.0005,0.0199,0.0119,0.0508,0.0009,0.0366,0.0043,0.0007,0.0,0.0,0.0,0.0315,0.0001,0.0,0.0,0.0,0.0,0.0,0.009,0.1109,0.0004,0.0,0.0014,0.7843,0.0,0.0,0.0061,0.0,0.0,0.0,0.0,0.7155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1313,0.0,0.6095,0.0136,0.0026,0.1356,0.0094,0.0011,0.1544,0.674,0.0507,0.0019,0.0132,0.1462,0.7971,0.0013,0.0001,0.0008,0.0014,0.0027,0.0007,0.0006,1.8242,0.0003,0.0,0.002,0.0,0.0,0.0,0.0004,0.0,0.0416,0.0,0.0,0.0,0.0,0.0,0.0141,0.0001,1.1472,0.0296,0.0085,0.001,0.0013,0.0,1105.9408999999966
CHN_B07_08,0.6326,0.0139,0.2775,0.4852,0.0678,0.0285,0.0013,0.0035,0.2371,0.6388,0.6053,0.0026,0.0123,2.7912,63.8159,0.0305,0.0034,0.0027,0.0231,0.0181,0.0034,10.2732,1.0541,0.0013,2.8703,0.0056,0.0002,0.006,0.0003,0.0857,0.0005,0.0001,0.0213,0.0021,0.0,0.0027,0.0006,0.0327,0.0023,0.6089,0.0594,0.4045,0.0025,0.0016,0.0,7.6822,1.8847,19965.4064,22236.409,53.8915,474.7413,11.7424,34.3733,320.2704,48.9372,16932.9287,507.6617,777.7339,63456.0564,157827.9129,2775.65,145.1625,1454.4142,607.4275,131.5456,22.3748,336.2731,526.54,234.4689,19047.4123,210.3824,18.9444,1.043,1.2708,3.6638,0.8626,3.2769,1.0173,0.0,0.0327,129.0164,236.7501,238.2719,37.5246,0.0258,0.233,1.3204,1.1756,17.961,0.0,0.3737,0.0094,0.0041,2.2567,0.044,0.6103,0.0027,0.0082,0.395,0.3445,1.128,0.0339,0.2515,11.6125,4.8232,0.2333,0.0717,0.9937,1.0388,1.1303,0.0658,0.8386,0.5303,0.0896,13.2276,0.7463,0.0498,0.0054,0.0,0.0208,0.0104,0.105,0.0193,0.0082,0.0,0.0,0.0027,0.0987,0.0602,1.844,0.0026,0.1893,0.0221,0.0108,0.0,0.0233,0.0066,0.0004,0.0337,0.0011,0.0713,0.0003,0.0,0.0015,0.0023,0.1308,0.0062,0.0071,0.9168,0.4324,0.0036,0.0012,0.0009,0.0065,0.0121,0.0004,0.0018,0.0574,0.0007,0.6148,0.0002,0.0004,0.0,0.0,0.0006,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0004,0.0,0.0,0.0,0.5176,0.0,0.2384,2.0744,0.0333,0.1223,0.0,0.0,0.1664,0.0063,3.0393,0.0,0.0,5.1202,12.6505,0.3732,0.003,0.0627,0.0899,0.0265,0.0605,0.1433,0.5234,0.223,6.9893,0.0093,0.0667,0.0,0.0,0.0013,0.0,0.0358,0.0449,0.0714,0.2924,0.0,0.0072,0.4054,0.308,0.7912,0.1206,0.0425,0.506,0.4716,0.0,3359.530000000025
CHN_B09,0.0,0.0,0.716,0.0896,0.0644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19153.3847,1004.2754,129.3271,436.8189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,183.183,0.0,2386.3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438,0.0006,1.2321,0.5849,0.253,0.0752,0.0022,0.0064,0.1223,4.7418,0.4574,0.0101,0.0377,0.8206,1.8026,0.2038,0.0033,0.0178,0.1303,0.0181,0.0051,0.0221,2.3569,0.0594,2.9492,0.0597,0.0875,0.0037,0.0097,0.2177,0.0022,0.005,0.0011,0.0,0.0012,0.0015,0.1316,0.1346,0.1102,0.156,0.0072,0.0431,0.0098,0.016,0.0,0.0,0.0,0.0021,0.0001,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9708,0.3722,0.3487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0492999999999
CHN_C10T12,42.9439,2.4954,0.1428,0.1799,0.0486,163.104,0.1774,0.0276,0.7895,0.0284,0.7448,0.2915,0.0253,0.0349,0.0175,0.0344,0.0211,0.0128,0.046,0.0264,0.0337,0.2005,0.2892,0.0355,0.2295,1.7708,0.1509,0.0535,0.0263,0.1751,0.0203,119.2769,0.2483,0.0681,0.0688,0.2704,0.1622,0.8861,0.2429,2.0185,3.0112,10.1086,1.1335,0.5378,0.0,206083.5536,15505.8226,2742.2988,3589.7093,17.5073,353054.3582,24383.7209,1200.9347,2745.3731,2942.7589,57904.8829,8176.1836,1675.7225,6242.3601,11581.3111,4302.7038,8332.3811,5518.1697,8145.4491,1547.0477,708.555,2022.005,4064.4811,2758.1353,10559.931,15192.8046,5146.4097,2625.4079,6697.7425,4852.1557,979.6264,124945.4673,3102.7983,3585.1372,2100.9035,3135.7601,4623.0879,17412.0508,2057.7154,12447.179,12392.8142,10291.6876,2087.0366,4924.9997,0.0,45.7179,0.0,0.0612,0.137,0.004,230.299,0.3771,0.0217,0.2938,0.0138,19.1335,4.8796,0.2343,0.1099,0.1838,0.0083,0.1205,0.0666,0.1257,0.1166,0.0078,0.4038,0.0181,0.0229,0.1697,0.0944,0.041,2.4577,0.4874,0.0199,0.0153,132.1935,0.2672,0.0245,0.0323,0.0865,0.0,0.2366,0.2036,33.9517,5.7423,82.7454,0.7468,2.1555,0.0,14.2417,0.0052,0.0001,0.0098,0.0,44.5899,0.9585,0.0003,0.3293,0.0041,0.5096,0.4497,0.0024,0.0084,0.001,0.0021,0.002,0.0,0.0022,0.0006,0.0002,0.0142,0.0001,0.0001,0.0067,0.5526,0.0217,0.0,0.0142,0.0018,0.0,7.923,0.0004,0.0036,0.0006,0.0046,0.0002,0.2119,0.0691,1.3918,0.1062,0.3636,0.0295,0.0109,0.0,286.1969,0.0,0.0,0.0,0.0,1053.8272,7.4658,0.2134,13.9259,1.5887,21.1794,14.7781,0.9862,1.4662,0.0664,0.0,0.0,0.0,0.0,0.0,0.0,0.0403,0.0,0.0,0.0,50.7578,0.078,2.3086,1.2869,0.0011,0.0,334.0238,0.4365,0.0,0.4882,0.0,0.0,32.7316,0.0006,206.8958,128.4328,143.4561,23.4634,12.8024,0.0,10851.186100000028
CHN_C13T15,37.1927,9.2321,1.321,1.2252,0.4558,13.9019,256.9835,2.4994,27.2233,0.3895,14.8977,0.4592,52.9907,4.7938,0.3385,2.4282,0.8855,0.6312,4.64,75.2156,1.1458,138.9116,2.3607,1.5188,268.8382,57.3768,4.2605,1.2704,0.2369,5.7261,0.4248,46.4863,13.4286,2.507,1.3656,5.9728,3.424,43.8816,5.9205,97.085,77.2465,175.3846,26.6354,37.0904,0.0,935.6884,11.5301,2309.2093,2016.1103,277.927,2510.107,523349.7545,1496.4652,8246.5003,373.7673,9872.5456,7256.108,20968.3681,11709.757,3993.1501,4360.6269,1861.3411,4364.2441,7705.7514,12714.6267,1326.9371,24301.9726,983.123,2994.3709,19010.2182,5558.4668,3454.8053,113.323,742.0401,1662.9121,547.7009,4639.8662,5141.7737,749.7123,66.651,5312.1799,2879.9083,10268.3978,2485.033,26194.6862,1238.6109,10785.7364,1050.9455,1438.5142,0.0,12.9743,3.9077,0.2325,0.6608,0.1488,8.7962,764.052,0.683,3.3545,0.2171,5.8439,5.4135,112.9552,1.6897,2.4073,20.2139,10.2598,11.8433,28.9322,154.3084,13.291,147.7388,0.4371,1.3423,49.3757,24.1536,1.7559,0.8397,0.3725,1.0241,5.5084,45.3636,3.3235,0.0,2.7927,3.1918,0.4258,8.1003,25.2177,22.3972,4.0941,59.8142,13.1917,20.267,0.0,12.7771,1.438,1.5088,0.4394,0.2644,7.7239,616.8357,0.5083,72.5289,2.308,7.8055,0.0934,17.2116,2.0114,1.5976,5.0168,9.4198,2.0811,2.6577,355.0163,2.6113,71.8352,0.1774,0.5184,6.097,26.0289,17.6255,1.6254,0.9909,0.8066,0.4332,30.142,1.4861,0.5051,0.005,0.1935,6.4326,0.3265,4.2098,16.8055,6.3765,16.3657,0.6943,8.042,0.0,78.4575,5.2274,0.6397,0.0,0.0,36.7825,2218.1111,80.6402,967.5818,4.3117,0.7662,0.0,344.3549,61.5331,0.0,25.9928,0.1254,0.054,160.9126,1518.684,156.8177,755.3111,0.7891,28.0535,344.5241,1612.6743,2.7228,42.3077,0.0,4.1434,22.0211,332.9041,31.8423,308.7876,4.0894,0.0,27.3954,50.2355,148.9602,1124.9538,267.1995,849.6806,88.3356,540.532,0.0,60462.369999999966
CHN_C16,2.4744,0.0409,0.0465,0.1531,0.0142,2.6938,0.4964,77.2199,57.102,0.0796,0.3902,0.1528,1.577,1.201,0.5051,0.874,0.0451,0.0653,0.6442,0.3453,0.6012,27.3738,0.4751,0.0009,262.5818,2.9508,0.2045,0.0014,0.0029,0.0946,0.1255,0.0918,0.05,0.0005,0.0,0.0,0.0,0.0,0.1175,0.1892,0.0198,0.0,0.0854,0.0056,0.0,91.8193,20.2205,8069.4035,648.8654,7.4325,439.0217,1038.9464,68850.8644,4705.0229,56.9926,1259.2574,39.3053,968.8905,4295.7975,1400.6745,5328.9382,723.0921,1458.9283,4771.8405,523.5027,372.594,31348.236,18.5424,307.9456,68666.8629,316.3602,119.8256,17.0513,1.7328,17.8223,108.6134,75.4068,9.0878,0.4219,0.3957,18.5454,376.0016,150.5219,16.6471,43.3895,0.6732,4.0861,70.7304,128.5209,0.0,1.0507,0.0108,0.2448,0.593,0.0101,3.2194,0.5357,101.5411,5.1891,0.0911,3.8457,0.4206,0.9683,1.6721,1.4216,5.0004,1.9119,1.6391,6.049,5.8894,6.5634,37.6168,1.7239,1.1205,79.5845,3.8978,0.1388,0.0326,0.0194,0.8211,0.079,1.0215,0.1352,0.4513,0.0393,0.137,1.3888,2.2,4.0702,2.2755,2.2765,0.8598,0.7703,12.692,0.0,1.2162,0.1162,0.1033,1.321,2.5161,8.286,1.9816,12.439,1.1212,0.0213,2.4595,2.9085,1.0487,2.044,1.1494,3.3682,3.2331,1.4165,0.8982,7.0486,0.1633,21.8083,0.7409,1.5242,33.2887,6.1274,0.0009,0.0006,0.083,0.0063,0.031,0.1579,0.0001,0.0002,0.0001,0.0065,0.0982,0.0086,0.8537,0.1265,0.0144,0.01,0.0006,0.0063,0.0,12.3794,1.5677,2.1188,1.1584,5.9814,13.6682,1.5455,796.1424,189.5012,0.0,8.3462,0.3534,49.9604,13.5964,16.6464,27.9261,5.5283,7.3532,39.9791,114.3985,10.2777,245.1123,0.0,0.6386,1475.1676,158.377,62.1464,0.0,0.0,8.0379,2.9747,47.848,9.3217,26.5804,47.9582,3.3769,165.3017,23.9862,46.2379,40.9601,78.8024,47.818,5.3552,15.5571,0.0,6398.608100000011
CHN_C17_18,3.6341,0.4311,0.6042,0.1696,0.0703,38.0449,0.6772,1.7768,104.5006,0.6901,2.9378,1.1584,3.4031,1.9145,0.3541,1.3639,0.7113,0.9721,0.7258,0.4609,0.351,3.0304,0.3161,0.3554,10.2377,16.9907,0.6831,0.1433,0.1289,1.3134,0.6303,3.9569,12.2059,1.8519,1.4866,4.0906,0.8248,9.8993,3.9425,4.5097,4.1872,6.1038,1.8266,4.5443,0.0,140.1952,31.9787,182.4667,565.8773,15.7965,11918.733,4182.8596,1335.8479,103510.653,85.3819,5514.7498,2709.1197,2428.4593,12635.1784,810.9841,2473.8301,7325.916,7972.6139,5368.0912,972.8931,263.6133,6310.0646,951.8616,522.6801,2830.4843,35012.489,960.358,33.2102,124.4185,332.0468,2186.5908,813.036,7427.9424,1384.8997,18165.6699,15121.1682,3985.1216,53619.3377,3598.5701,11376.1198,5574.0025,592.232,176.9482,1324.4142,0.0,0.3034,0.0231,0.0418,0.662,0.0054,29.3433,3.0398,0.6899,107.8055,0.103,13.9585,7.2667,4.1156,2.5039,0.3701,3.4302,4.576,5.2098,3.916,2.9812,0.4925,5.0929,0.2654,0.3673,4.0348,30.5421,0.3499,0.0593,0.0667,0.4633,0.806,0.5518,11.7509,1.2094,0.5039,3.052,0.1947,10.0938,4.8287,2.5206,1.1706,4.0765,0.6074,1.0377,0.0,1.5157,0.0041,0.0124,0.0722,1.7097,17.438,4.7087,0.3984,57.6429,0.178,2.3322,2.1709,2.295,2.8922,0.3883,2.582,6.966,2.2324,0.9669,5.2895,0.1674,6.1433,0.0253,0.266,0.2654,20.7049,0.6315,0.0102,0.0021,0.3202,0.167,4.3708,0.1069,0.0955,0.1814,2.3643,1.8283,1.2343,7.6226,4.1712,3.8199,1.7406,0.426,0.2121,0.0,6.5505,0.0,2.7913,2.6011,1.8459,357.2837,7.5674,9.3214,824.9445,1.1983,96.1372,32.2713,75.1934,22.198,36.266,41.6948,8.541,17.6944,36.9959,40.6625,11.4082,47.0476,0.8802,4.724,37.7073,186.7715,21.8006,0.9626,0.7467,40.1913,22.3292,78.2857,70.334,10.3339,21.736,44.1898,15.9006,93.1677,81.9302,142.5303,103.5896,133.0437,6.5035,23.1681,0.0,8440.569599999995
CHN_C19,7.1905,0.3849,4.0805,2.5451,2.2496,0.765,0.0335,0.605,0.4532,6.9883,2.7207,0.0447,0.1413,0.5107,0.9639,0.2548,0.0342,0.0358,0.1383,0.0978,0.1279,1.1943,1.0942,1.1515,15.5527,9.0003,19.0474,1.7655,8.841,0.9289,1.2303,0.946,0.3325,0.6736,0.2734,2.4281,2.5703,1.5314,4.2512,4.8333,3.0776,3.8239,0.4256,1.8366,0.0,13325.5938,2909.1004,13106.5188,12319.833,1143.7009,982.5862,772.8516,572.4971,608.23,21914.6565,84522.7947,309.0724,2475.6436,21713.7411,60031.9478,2763.6565,1589.1646,1717.5261,3828.6156,1380.9816,689.7261,756.5464,23225.5434,1517.0883,26145.9503,7468.5084,69872.0997,19593.0163,14252.5376,15193.683,1442.4598,743.1018,243.9214,480.3033,190.8198,2038.2811,980.6313,26004.7904,8720.2064,7635.2379,1792.7688,543.0246,264.6631,498.7697,0.0,4.8801,0.0229,0.0683,0.502,0.0676,0.9727,0.2411,0.2164,0.3728,17.7583,16.5361,0.5788,0.3199,2.5398,3.404,0.4086,0.2412,0.7259,0.7266,1.1127,0.1614,0.5037,5.431,1.2124,8.7705,11.0281,8.4798,5.1458,18.8527,11.7154,1.7815,0.4743,0.8142,0.314,0.402,0.2981,0.1222,2.5266,2.2091,4.5336,0.6366,0.8635,0.5913,1.2117,0.0,3.459,1.1221,1.8701,3.1349,3.2149,3.6675,0.4172,0.3965,0.5978,47.2063,8.4212,0.2279,0.3929,1.2928,2.4152,0.8654,0.3009,0.5161,0.2719,0.9645,0.0834,0.6741,13.0543,0.4532,7.6479,7.8065,46.1386,0.219,7.647,0.9783,0.9537,0.6646,0.169,0.1017,0.028,0.4885,0.73,1.3921,1.8776,4.0001,0.304,1.1427,0.0899,1.1786,0.0,11.6172,0.3217,10.6843,3.9175,5.1162,3.5046,0.1747,1.1161,4.4172,21.7452,15.6887,0.5148,1.4036,6.7847,3.9484,1.1944,0.1815,1.8247,2.3132,0.484,0.4194,1.041,28.3608,2.1148,32.6493,10.8033,74.0328,7.4049,44.5938,5.8848,9.8507,4.3977,0.5414,0.4886,1.1217,12.1043,5.42,3.6618,7.488,87.3108,31.9707,7.0633,1.0416,2.9429,0.0,15158.137900000009
