,CAN_A01_02,CAN_A03,CAN_B05_06,CAN_B07_08,CAN_B09,CAN_C10T12,CAN_C13T15,CAN_C16,CAN_C17_18,CAN_C19,CAN_C20,CAN_C21,CAN_C22,CAN_C23,CAN_C24,CAN_C25,CAN_C26,CAN_C27,CAN_C28,CAN_C29,CAN_C30,CAN_C31T33,CAN_D,CAN_E,CAN_F,CAN_G,CAN_H49,CAN_H50,CAN_H51,CAN_H52,CAN_H53,CAN_I,CAN_J58T60,CAN_J61,CAN_J62_63,CAN_K,CAN_L,CAN_M,CAN_N,CAN_O,CAN_P,CAN_Q,CAN_R,CAN_S,CAN_T,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T,MEX_A01_02,MEX_A03,MEX_B05_06,MEX_B07_08,MEX_B09,MEX_C10T12,MEX_C13T15,MEX_C16,MEX_C17_18,MEX_C19,MEX_C20,MEX_C21,MEX_C22,MEX_C23,MEX_C24,MEX_C25,MEX_C26,MEX_C27,MEX_C28,MEX_C29,MEX_C30,MEX_C31T33,MEX_D,MEX_E,MEX_F,MEX_G,MEX_H49,MEX_H50,MEX_H51,MEX_H52,MEX_H53,MEX_I,MEX_J58T60,MEX_J61,MEX_J62_63,MEX_K,MEX_L,MEX_M,MEX_N,MEX_O,MEX_P,MEX_Q,MEX_R,MEX_S,MEX_T,USA_A01_02,USA_A03,USA_B05_06,USA_B07_08,USA_B09,USA_C10T12,USA_C13T15,USA_C16,USA_C17_18,USA_C19,USA_C20,USA_C21,USA_C22,USA_C23,USA_C24,USA_C25,USA_C26,USA_C27,USA_C28,USA_C29,USA_C30,USA_C31T33,USA_D,USA_E,USA_F,USA_G,USA_H49,USA_H50,USA_H51,USA_H52,USA_H53,USA_I,USA_J58T60,USA_J61,USA_J62_63,USA_K,USA_L,USA_M,USA_N,USA_O,USA_P,USA_Q,USA_R,USA_S,USA_T,Mundo
CAN_K,866.5055,50.0713,689.1641,261.7906,88.6177,655.4647,124.4627,219.8746,569.5813,150.681,443.9549,136.7768,192.3367,203.1325,550.4185,201.3699,242.0854,120.0003,233.4346,751.7064,167.3042,266.1771,315.8538,87.8816,1039.3782,3700.5395,469.0979,17.7391,99.1223,64.5314,42.8085,815.8411,552.4244,215.2923,353.5556,6271.5191,5848.0594,432.7802,550.2871,1064.3945,50.8435,533.5956,218.8509,298.7847,0.0,0.1483,0.0253,0.117,0.1235,0.0664,0.6266,0.7348,0.1413,0.2032,0.1255,0.3792,0.0156,0.1373,0.3246,0.2501,0.2177,0.1945,0.3244,0.4108,0.1956,0.0091,0.092,0.8147,0.1079,1.7733,8.4359,0.5681,0.1313,0.1116,0.3008,0.0765,0.0683,0.0751,0.1197,0.3055,1.1341,1.3207,1.3495,0.5538,0.144,0.0915,0.0613,0.0354,0.4127,0.0,0.4718,0.0021,0.0894,0.104,0.0176,0.775,0.1857,0.1862,0.3254,0.1375,0.8874,0.1863,0.3833,0.4054,0.3532,0.6979,0.4588,0.9891,1.0719,0.9219,0.0897,0.352,1.0241,0.4001,2.6709,4.7138,1.0123,0.0344,0.09,0.7258,0.2123,0.4942,0.5283,0.4872,0.6231,46.2753,3.9703,2.2172,1.2339,2.4603,1.2202,1.9355,0.3473,1.1478,0.0,0.1482,0.2136,0.7478,0.3892,0.0892,0.9259,0.3613,0.0393,0.3907,0.1691,1.6706,0.0957,0.3066,0.5476,0.2497,0.2685,0.0883,0.1535,0.2862,0.7574,0.0218,0.1541,0.2942,0.2348,3.3393,3.6607,21.4809,0.1259,0.721,0.554,0.0365,0.7789,0.273,1.7912,0.0166,20.8012,1.3227,0.7486,1.1335,0.332,0.2587,0.0803,0.3446,0.1332,0.0,4.9803,0.7409,3.531,1.9296,1.9359,5.2246,3.7413,0.591,1.4149,0.9505,5.497,1.0611,1.7595,1.3957,1.8994,2.8383,9.169,1.3689,3.9205,3.7491,0.5609,3.1785,3.5023,1.2075,4.1192,42.1068,11.2762,3.3705,8.4097,1.0614,1.2409,11.9436,5.2425,1.5473,2.2448,460.3502,75.5115,22.2357,16.1863,40.2947,3.5827,37.7965,3.5148,10.5745,0.0,1314.418599999999
CAN_L,75.6967,3.8806,44.7658,26.5361,45.9018,87.5063,31.0946,19.535,67.2446,28.6034,51.88,16.7599,46.9669,28.9722,28.52,57.0689,52.2516,25.244,38.5036,61.6727,33.6427,87.1616,23.3028,19.1864,230.6208,3663.5291,236.3526,5.4782,86.2217,246.2616,52.2219,650.4246,167.9426,114.5558,307.3018,2339.6218,408.0775,657.0886,589.0494,1179.194,192.2599,795.4879,209.5674,462.2924,0.0,0.0077,0.0006,0.0062,0.0048,0.0006,0.0228,0.0281,0.0077,0.0104,0.0058,0.0143,0.0021,0.0126,0.0182,0.0111,0.0159,0.0274,0.0197,0.0213,0.0056,0.0006,0.0097,0.017,0.0088,0.0325,0.3531,0.0137,0.0021,0.0066,0.0108,0.0021,0.0106,0.0026,0.0078,0.0348,0.1855,0.0382,0.1151,0.0331,0.0465,0.0062,0.0052,0.0012,0.0401,0.0,0.0408,0.0,0.0159,0.0182,0.0008,0.0703,0.0077,0.0133,0.0499,0.0188,0.0513,0.0151,0.0221,0.0359,0.0254,0.0372,0.0276,0.0494,0.0623,0.0508,0.004,0.0347,0.0534,0.0264,0.549,0.6086,0.036,0.011,0.0098,0.0436,0.0031,0.1275,0.0357,0.0139,0.0116,0.9997,0.1624,0.1762,0.1832,0.0609,0.0186,0.1469,0.014,0.0332,0.0,0.002,0.0017,0.0041,0.0032,0.0014,0.0135,0.0064,0.0003,0.0058,0.0006,0.0112,0.0022,0.0063,0.0057,0.0029,0.0043,0.0053,0.0034,0.0045,0.0057,0.0008,0.0062,0.0009,0.0039,0.0191,0.0986,0.0131,0.001,0.0033,0.0044,0.0009,0.0411,0.006,0.0395,0.001,0.2314,0.0217,0.0152,0.0214,0.016,0.0098,0.0104,0.0067,0.0071,0.0,0.355,0.0001,0.5137,0.0268,0.0197,0.262,0.144,0.0552,0.195,0.1808,0.3362,0.0377,0.1119,0.056,0.0794,0.2166,0.2842,0.0488,0.16,0.1501,0.0712,0.1449,0.123,0.0352,0.6866,3.7499,0.3178,0.0413,0.1994,0.0758,0.0846,1.1148,0.3978,0.1737,0.1407,8.8444,2.2264,1.6086,0.5892,0.9528,0.4453,1.6594,0.3481,0.7127,0.0,134.42080000000095
CAN_M,293.9719,8.2581,469.0516,89.7453,57.203,224.4033,33.5053,31.0168,106.6857,44.5171,141.4793,94.3973,87.6274,41.0052,142.8065,54.4259,241.0163,35.2454,87.7155,1647.9818,102.7905,93.1273,87.2051,37.5161,3296.1184,1623.7985,160.8357,3.6506,63.9652,27.3613,54.0254,172.1157,148.0822,74.7574,345.4193,2133.7679,675.0459,763.5327,718.3049,1850.5625,277.1347,417.4808,135.1724,213.5001,0.0,0.0095,0.0002,0.0144,0.0098,0.0217,0.0204,0.0499,0.0067,0.0276,0.0681,0.0482,0.0074,0.019,0.0521,0.0752,0.0466,0.0713,0.0521,0.1006,0.0308,0.0002,0.0364,0.0497,0.0165,0.22,0.1377,0.005,0.0017,0.0049,0.001,0.0008,0.0031,0.0206,0.1568,0.0482,0.0102,0.2336,2.6956,0.2497,0.0055,0.1529,0.2393,0.0033,0.0052,0.0,0.3251,0.0003,0.3597,0.2688,0.0301,2.0325,0.2833,0.3443,0.3247,0.4103,2.3429,0.9266,0.705,0.8632,0.4499,0.8094,0.9866,1.5312,1.7639,1.4393,0.1799,1.3347,1.0543,0.9687,2.5118,4.5727,0.4811,0.0062,0.0212,0.2631,0.027,0.3251,0.484,0.1164,0.2006,4.3392,6.721,5.3278,1.0136,1.5854,0.4246,1.2695,0.1045,0.3417,0.0,0.0129,0.0,0.0035,0.0022,0.0008,0.0049,0.0038,0.0,0.0004,0.0006,0.011,0.0812,0.0029,0.0022,0.007,0.0009,0.0057,0.0007,0.0005,0.0053,0.0003,0.0005,0.0037,0.0,0.0766,0.0475,0.0068,0.0003,0.0,0.0002,0.0,0.0014,0.0008,0.0011,0.003,0.0244,0.003,0.0109,0.0066,0.0071,0.0152,0.0149,0.0017,0.0002,0.0,3.3714,0.0287,6.2094,4.2868,3.1946,22.7364,6.2151,3.9619,10.7684,3.3181,20.3645,9.1941,6.7463,3.6477,5.25,10.912,15.6576,2.0053,12.9595,12.4486,5.5984,8.3325,8.2804,4.2148,83.236,88.5606,11.8104,0.4539,1.7124,1.1975,1.9553,31.3274,14.2036,18.0122,17.3355,41.8499,90.2203,84.6927,26.0609,100.6772,8.555,34.7187,7.7303,7.6239,0.0,499.947599999999
CAN_N,173.1341,16.9355,340.0796,174.8626,144.3033,201.2797,39.1945,58.431,143.0358,60.3185,122.0903,74.0417,137.5382,48.1226,101.7459,82.9495,277.4092,51.0283,106.4764,418.713,95.9403,124.6458,20.0953,74.7714,806.6646,2425.1973,318.552,9.7202,317.4208,53.9061,138.7309,190.0966,207.676,157.4485,268.6206,2638.2186,1510.4959,578.6513,926.7207,2659.2684,661.5348,728.4876,120.124,321.2316,0.0,0.0956,0.0012,0.1137,0.082,0.0083,0.1628,0.411,0.071,0.1853,0.407,0.2771,0.0209,0.1183,0.3764,0.5469,0.3088,0.4242,0.2779,0.5402,0.1413,0.5336,0.1154,0.4989,0.146,1.1034,0.8902,0.08,0.0282,0.0453,0.0163,0.014,0.0421,0.1951,0.6183,0.1361,0.09,0.965,4.4797,1.5401,0.0687,0.6415,1.5871,0.0288,0.103,0.0,0.5349,0.0004,0.294,0.2118,0.0168,1.5776,0.2159,0.3016,0.4681,0.2714,1.3031,0.2237,0.4298,0.68,0.3619,0.6518,0.7073,0.9745,1.2481,1.0525,0.0779,0.9182,0.9624,0.6722,1.4905,3.9155,0.9635,0.2346,0.2972,1.2615,0.078,0.314,0.5078,0.1508,0.1673,3.5794,9.0816,2.8909,10.8045,1.1665,0.2621,2.6346,0.1798,0.449,0.0,0.0078,0.0004,0.0034,0.0053,0.0052,0.0468,0.0136,0.0003,0.0132,0.0016,0.0297,0.001,0.0075,0.0137,0.0068,0.006,0.0527,0.0124,0.0104,0.0491,0.0031,0.0068,0.0022,0.0012,0.0238,0.0291,0.0443,0.0058,0.0116,0.0073,0.0006,0.0376,0.0103,0.0087,0.0011,0.0566,0.0199,0.0122,0.0193,0.0961,0.0157,0.0169,0.0056,0.0025,0.0,0.9447,0.0034,3.7789,0.1777,0.156,2.2239,1.1747,0.2623,1.6315,0.1908,2.6212,0.2204,0.7669,0.3475,0.6286,1.248,2.5556,0.348,1.3662,4.7959,0.4553,0.8466,0.2549,0.2544,3.693,8.6222,2.2925,0.2948,1.7254,0.2349,0.4246,1.9647,2.9254,1.1779,1.0073,4.6953,4.348,5.5092,3.2412,3.1698,0.6726,3.7056,0.5673,0.5564,0.0,1087.8619999999985
CAN_O,109.8131,15.4375,63.1808,30.0048,25.2262,161.3079,44.7084,47.0678,112.6888,27.9448,79.1262,39.2204,43.7169,28.6149,84.823,58.4428,83.4384,28.2759,76.9699,152.831,50.3263,59.4848,23.7965,8.1637,399.2452,304.9745,125.6924,8.665,54.5315,23.0777,10.8171,91.996,89.2395,33.9657,78.3215,675.0181,99.1516,112.5109,59.9619,1485.4491,53.0136,377.0973,20.9417,43.5873,0.0,0.1982,0.003,0.103,0.0592,0.0064,0.8803,0.4391,0.0552,0.3976,0.0685,0.4831,0.0383,0.1774,0.2682,0.2612,0.1083,0.9984,0.2291,0.5376,0.2044,0.0079,0.0693,0.1746,0.0376,0.5599,0.3398,0.0632,0.0272,0.0266,0.056,0.0152,0.0628,0.0528,0.0552,0.1411,0.0599,0.042,0.3162,0.0674,0.0698,0.0365,0.0643,0.0021,0.0253,0.0,0.0949,0.0008,0.0297,0.0414,0.005,0.9031,0.1489,0.1774,1.1249,0.3596,0.6351,0.3968,0.1982,0.1368,0.5959,0.2883,0.4561,0.3185,0.6376,0.3261,0.1583,0.3648,0.1612,0.103,0.6367,2.676,0.2166,0.0243,0.0664,0.241,0.0274,0.1055,0.4119,0.0654,0.1873,0.2519,0.1365,0.7664,0.1732,0.6243,0.2846,0.4167,0.0379,0.0948,0.0,0.1147,0.0055,0.0268,0.0178,0.0087,0.4848,0.1205,0.0088,0.1325,0.0277,0.2184,0.0603,0.0716,0.0515,0.0942,0.1198,1.1397,0.2065,0.1786,0.4338,0.0436,0.0941,0.0397,0.0083,0.3156,0.1817,0.262,0.003,0.0224,0.0139,0.0041,0.0365,0.0299,0.0222,0.0011,0.1521,0.0315,0.0479,0.0473,0.0217,0.0158,0.0253,0.0155,0.0151,0.0,7.5184,0.0588,2.9995,1.209,0.5299,17.6729,5.9905,12.2444,22.9654,12.0056,17.5974,1.644,9.427,3.6698,10.6539,11.7793,21.4659,5.3933,15.4467,16.6582,6.7701,10.6739,3.5724,0.5419,39.452,14.5567,4.1764,0.4951,1.8697,0.7673,0.8853,4.921,9.2246,5.8356,1.1374,3.4072,4.4882,6.6989,3.854,17.8806,3.8291,9.4173,0.8933,2.4839,0.0,184.45000000000076
CAN_P,2.2044,0.0633,5.173,1.8038,0.6514,2.8187,0.2851,0.7605,3.8271,0.9143,2.2792,1.3279,0.8094,0.4792,2.6949,0.7751,1.0421,0.3439,1.175,7.5784,1.5981,3.4903,4.55,0.9212,42.7893,159.1008,4.9534,0.058,1.9272,2.2962,2.9651,27.773,21.9641,4.3226,62.1871,198.9865,9.9251,24.4019,22.3723,1015.8276,205.8681,71.1581,2.7539,10.6116,0.0,0.0016,0.0001,0.002,0.0006,0.0002,0.0084,0.0052,0.0011,0.0397,0.0009,0.0089,0.0014,0.0038,0.0146,0.0124,0.0036,0.0101,0.0081,0.0108,0.0034,0.0004,0.0023,0.0034,0.0006,0.0104,0.0134,0.0015,0.0006,0.0002,0.0005,0.0005,0.0004,0.0009,0.0012,0.0074,0.002,0.0046,0.0355,0.0045,0.0016,0.0023,0.0014,0.0001,0.0008,0.0,0.0016,0.0,0.0019,0.0065,0.0007,0.047,0.006,0.0031,0.138,0.0181,0.2177,0.3367,0.0439,0.0211,0.0194,0.0105,0.017,0.0284,0.0278,0.028,0.0025,0.0678,0.0082,0.0402,0.0183,0.0559,0.0075,0.0001,0.0004,0.0038,0.0049,0.003,0.0111,0.012,0.011,0.0139,0.0197,0.1183,0.0067,0.3689,0.1529,0.0538,0.01,0.0035,0.0,0.0015,0.0,0.0002,0.0001,0.0,0.0054,0.0007,0.0,0.0128,0.0001,0.0064,0.0418,0.0016,0.0022,0.0008,0.0006,0.0023,0.0008,0.0005,0.0014,0.0001,0.001,0.0003,0.0,0.001,0.0098,0.0007,0.0001,0.0001,0.0001,0.0,0.001,0.0004,0.0001,0.0,0.0075,0.0008,0.0029,0.0021,0.0013,0.0051,0.0067,0.0004,0.0002,0.0,0.0395,0.0003,0.0747,0.0244,0.0164,0.6499,0.0661,0.0762,2.0593,0.5256,0.2692,0.0258,0.1651,0.0873,0.1005,0.1171,0.1458,0.0516,0.1412,0.1374,0.035,0.1538,0.1682,0.0249,0.5967,0.4438,0.1126,0.003,0.0193,0.0359,0.0202,0.1568,0.32,0.0937,0.0902,0.1601,0.4663,1.0617,0.1951,0.9603,0.1719,0.2519,0.0331,0.0567,0.0,11.201499999999918
CAN_Q,22.9651,0.8326,5.3224,4.1693,2.9161,17.6737,1.7261,9.3678,15.7597,15.0688,7.4843,5.2399,2.9398,3.7253,14.9514,5.1139,2.6626,1.8322,3.1394,20.1528,1.9301,3.0046,5.1502,6.2036,24.6977,20.2677,41.9049,0.191,1.7618,4.7036,5.4717,6.2231,2.6048,2.542,12.9587,111.0841,5.1121,5.1769,2.7536,4194.7745,51.0549,385.8899,1.2494,3.2424,0.0,0.0247,0.0003,0.0057,0.0114,0.0003,0.1362,0.0516,0.0079,0.0803,0.0093,0.0488,0.0055,0.0171,0.038,0.0722,0.0161,0.0436,0.0178,0.0248,0.009,0.0011,0.0088,0.0139,0.0025,0.0395,0.0335,0.0036,0.0017,0.0012,0.0025,0.001,0.0082,0.0017,0.0018,0.0087,0.0055,0.0031,0.0191,0.0048,0.007,0.0027,0.004,0.0001,0.0021,0.0,0.0131,0.0002,0.0185,0.0102,0.0038,0.1623,0.0167,0.0322,0.2604,0.3268,0.1198,0.0299,0.0218,0.0313,0.4721,0.0562,0.035,0.0358,0.0493,0.0425,0.0123,0.0553,0.1029,0.0111,0.0818,0.1542,0.248,0.0013,0.0027,0.0396,0.005,0.0146,0.0309,0.0083,0.0387,0.0332,0.0054,0.0544,0.0154,0.1489,0.1803,0.0482,0.0064,0.0318,0.0,0.0155,0.0003,0.0026,0.0013,0.0013,0.0674,0.0077,0.0011,0.0243,0.0014,0.0774,0.0068,0.0052,0.0093,0.0337,0.008,0.0485,0.0106,0.0068,0.0315,0.0022,0.0062,0.014,0.0004,0.0238,0.0116,0.0033,0.0001,0.0007,0.0006,0.0002,0.0029,0.0008,0.0007,0.0001,0.0017,0.0012,0.0034,0.0031,0.0025,0.0011,0.0021,0.0005,0.0009,0.0,0.8127,0.0058,1.2351,0.1147,0.0475,2.5009,0.3626,2.2838,4.443,11.9445,1.9467,0.3266,0.9481,0.5277,1.8027,1.3378,1.3421,0.5295,1.2988,3.4705,0.4902,1.399,2.7322,0.0784,4.7369,2.5524,2.0892,0.0437,0.514,0.3299,0.2494,0.573,0.6926,0.1711,0.1832,0.5471,0.5331,0.9059,0.6314,2.801,0.9918,1.5906,0.2659,0.2167,0.0,20.299699999999838
CAN_R,1.4379,0.1842,0.9525,0.1812,0.293,16.1516,1.6287,1.1789,4.881,0.0464,2.0699,2.4828,1.2664,1.0384,0.2579,1.3413,1.9392,0.9372,1.893,0.9409,2.3103,3.6865,0.9064,1.7919,2.5561,40.1146,0.2549,0.0257,1.3349,0.9543,0.4559,34.6646,77.8827,0.579,6.4512,32.4517,31.4,13.2224,12.7191,30.1008,21.1043,6.9204,58.8569,31.8758,0.0,0.0226,0.0005,0.0093,0.0033,0.0002,0.0072,0.008,0.0015,0.0063,0.0055,0.009,0.0015,0.0029,0.0101,0.0198,0.0161,0.0067,0.0064,0.0129,0.005,0.0002,0.0042,0.0112,0.0064,0.051,0.0834,0.0304,0.0082,0.0027,0.0154,0.0011,0.0019,0.0017,0.0147,0.0022,0.0073,0.006,0.0698,0.0214,0.0899,0.0098,0.0035,0.1908,0.009,0.0,0.0,0.0,0.0006,0.0012,0.0,0.0779,0.0008,0.0071,0.025,0.0,0.001,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0009,0.0005,0.0,0.0038,0.0,0.0012,0.0285,0.0,0.0,0.0002,0.0,0.0,0.1038,3.2259,0.0039,0.0004,0.0094,0.0014,0.3229,0.1049,0.078,0.0596,0.0119,2.9517,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0007,0.0001,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0005,0.0,0.0007,0.0,0.0,0.0159,0.0952,0.0001,0.0,0.0027,0.0,0.0001,0.0008,0.0787,0.0084,0.0002,0.0042,0.0,0.0,0.0067,0.0,0.0001,0.0,0.0002,0.034,0.0126,0.0125,0.0219,0.012,0.0141,0.0012,0.0208,0.0072,0.0101,0.0154,0.0058,0.0016,0.0141,0.0065,0.0015,0.0126,0.0043,0.0091,0.0053,0.2829,0.1175,0.0004,0.0136,0.0014,0.0089,0.3999,0.9734,1.0468,0.0372,0.2258,0.5829,0.9238,0.2246,0.3657,0.0451,0.149,0.6716,0.0695,0.0,120.47130000000072
CAN_S,141.7988,26.4787,164.1789,28.1987,46.736,80.0606,16.2867,62.5106,53.8776,19.8506,79.3088,7.0048,23.2882,30.888,77.3155,11.7781,6.6167,9.9898,9.6697,43.7805,33.9633,11.6585,7.8661,12.3082,54.6592,135.7721,38.2464,3.7854,3.5362,14.0961,9.1804,71.322,24.7632,4.1804,92.2622,321.288,20.8189,147.0823,117.7324,147.8433,87.1254,412.6062,75.1315,126.9964,0.0,0.0,0.0,0.0001,0.0,0.0,0.0002,0.0001,0.0,0.0,0.0,0.0002,0.0002,0.0001,0.0001,0.0005,0.0001,0.0004,0.0003,0.0004,0.0001,0.0001,0.0,0.0001,0.0,0.0006,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0001,0.0001,0.001,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0002,0.0,0.0,0.0002,0.0,0.001,0.0,0.0,0.0001,0.0002,0.0105,0.0197,0.0018,0.0008,0.0004,0.0004,0.0009,0.0011,0.0011,0.0011,0.0001,0.0029,0.0002,0.002,0.0002,0.0012,0.0003,0.0,0.0,0.0005,0.0003,0.0003,0.0004,0.0007,0.0027,0.001,0.0001,0.0052,0.0002,0.0177,0.0071,0.0054,0.0004,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0005,0.0038,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0001,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0003,0.0,0.0001,0.0001,0.0001,0.0002,0.0006,0.0001,0.0,0.0,0.0046,0.0,0.0012,0.0002,0.0,0.0498,0.0008,0.0009,0.0022,0.0012,0.0014,0.0859,0.0013,0.0006,0.0007,0.0023,0.0067,0.0002,0.0032,0.0007,0.0004,0.0014,0.0027,0.0007,0.0035,0.03,0.0016,0.0007,0.0087,0.0002,0.0004,0.177,0.0087,0.0034,0.0047,0.0158,0.002,0.0589,0.0123,0.0744,0.0262,0.2514,0.0295,0.0082,0.0,0.7161999999999938
CAN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN_A01_02,2.8477,0.0025,0.0022,0.0032,0.0001,6.2076,0.0595,0.0388,0.413,0.0002,0.0006,0.0019,0.1082,0.0001,0.0003,0.0002,0.0001,0.0004,0.0003,0.0007,0.0001,0.0034,0.0057,0.0003,0.1697,0.0372,0.0057,0.0005,0.0,0.0,0.0001,0.2953,0.0019,0.0002,0.0,0.0005,0.0011,0.0057,0.0004,0.1589,0.0041,0.0078,0.0004,0.0026,0.0,7145.5474,128.4111,92.6406,400.9604,2.1228,39151.6486,10811.2582,771.8515,2605.7846,9.2395,2137.4303,1102.2463,1637.1271,829.651,24.1997,127.6787,20.8426,28.8932,86.6437,17.1827,0.0462,1040.8633,431.3813,137.4095,632.371,482.3882,1.8517,0.086,0.3844,4.3244,0.054,2009.0776,1.3044,23.4477,0.9427,4.7835,9.5058,397.2696,186.5441,0.5046,39.4202,90.9432,4.0119,23.4712,0.0,0.9024,0.0004,0.009,0.0018,0.0001,26.0009,0.3692,0.0548,0.0198,0.0035,0.1283,0.0345,0.2873,0.0024,0.0022,0.0041,0.0027,0.0031,0.0101,0.0048,0.0012,0.0039,0.0035,0.0847,0.0114,0.4575,0.0413,0.0087,0.0006,0.0221,0.0023,0.7108,0.0009,0.0053,0.0051,0.0278,0.5054,0.0284,0.0211,0.3797,0.072,0.2593,0.0778,0.0284,0.0,0.2563,0.0013,0.0,0.0,0.0,1.091,0.0783,0.0119,0.0,0.0,0.0152,0.0,0.0018,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0096,0.0507,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.001,0.0001,0.0,0.0,0.0,25.4742,0.0,0.0417,0.0104,0.0019,42.1351,1.4211,10.3469,2.9706,0.0035,2.2588,0.1452,1.0026,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625,0.0,0.0,0.472,1.8903,0.0019,0.0127,0.0,0.0,0.0,0.0918,0.0,0.0,0.0001,0.0002,0.0002,0.0654,0.1955,0.8676,0.0869,0.0,0.0558,0.0124,0.0,856.8086999999946
