,CAN_A01_02,CAN_A03,CAN_B05_06,CAN_B07_08,CAN_B09,CAN_C10T12,CAN_C13T15,CAN_C16,CAN_C17_18,CAN_C19,CAN_C20,CAN_C21,CAN_C22,CAN_C23,CAN_C24,CAN_C25,CAN_C26,CAN_C27,CAN_C28,CAN_C29,CAN_C30,CAN_C31T33,CAN_D,CAN_E,CAN_F,CAN_G,CAN_H49,CAN_H50,CAN_H51,CAN_H52,CAN_H53,CAN_I,CAN_J58T60,CAN_J61,CAN_J62_63,CAN_K,CAN_L,CAN_M,CAN_N,CAN_O,CAN_P,CAN_Q,CAN_R,CAN_S,CAN_T,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T,MEX_A01_02,MEX_A03,MEX_B05_06,MEX_B07_08,MEX_B09,MEX_C10T12,MEX_C13T15,MEX_C16,MEX_C17_18,MEX_C19,MEX_C20,MEX_C21,MEX_C22,MEX_C23,MEX_C24,MEX_C25,MEX_C26,MEX_C27,MEX_C28,MEX_C29,MEX_C30,MEX_C31T33,MEX_D,MEX_E,MEX_F,MEX_G,MEX_H49,MEX_H50,MEX_H51,MEX_H52,MEX_H53,MEX_I,MEX_J58T60,MEX_J61,MEX_J62_63,MEX_K,MEX_L,MEX_M,MEX_N,MEX_O,MEX_P,MEX_Q,MEX_R,MEX_S,MEX_T,USA_A01_02,USA_A03,USA_B05_06,USA_B07_08,USA_B09,USA_C10T12,USA_C13T15,USA_C16,USA_C17_18,USA_C19,USA_C20,USA_C21,USA_C22,USA_C23,USA_C24,USA_C25,USA_C26,USA_C27,USA_C28,USA_C29,USA_C30,USA_C31T33,USA_D,USA_E,USA_F,USA_G,USA_H49,USA_H50,USA_H51,USA_H52,USA_H53,USA_I,USA_J58T60,USA_J61,USA_J62_63,USA_K,USA_L,USA_M,USA_N,USA_O,USA_P,USA_Q,USA_R,USA_S,USA_T,Mundo
CHN_C19,0.7242,0.2,0.3442,0.2093,0.204,0.0689,0.017,0.0883,0.2293,0.9895,2.3147,0.0007,0.0172,0.0888,0.1553,0.0408,0.0105,0.0066,0.035,0.07,0.014,0.159,0.1424,0.1369,1.6049,2.0744,3.2154,0.3029,1.5992,0.0764,0.1778,0.0866,0.0277,0.0805,0.0021,0.2022,0.1748,0.1072,0.3577,0.4257,0.2047,0.1754,0.0334,0.1036,0.0,1533.579,334.4416,1651.5365,1121.5969,108.757,268.7046,301.7363,112.0451,255.2977,2982.6938,4927.444,23.3376,318.7961,2400.5088,6690.3625,385.7815,284.3094,416.696,1005.2111,332.3787,97.2879,259.1206,4976.0208,996.0062,11147.5602,2343.2963,5617.1813,4376.6315,1325.4207,392.7115,102.9807,158.3553,44.7525,57.9488,9.3154,187.0779,201.8291,681.8246,238.6866,715.0421,171.4984,68.1232,9.5682,80.867,0.0,2.0832,0.0106,0.0317,0.1353,0.0265,1.4665,0.1935,0.2308,0.2254,5.3101,5.0887,0.13,0.1848,0.6537,3.0395,0.4914,0.3084,0.3559,0.5836,0.885,0.0714,0.3029,1.6013,0.5208,4.0473,4.2473,5.2124,0.911,2.0175,2.8574,0.4688,0.332,0.3813,0.1866,0.148,0.198,0.1165,0.9813,0.6283,1.7158,1.174,1.315,0.2945,0.5726,0.0,0.4101,0.1155,0.1142,0.2901,0.0551,0.623,0.1039,0.026,0.1159,0.0886,0.3415,0.0001,0.0432,0.5259,0.4089,0.0861,0.0194,0.0545,0.0303,0.1015,0.0132,0.1063,0.4817,0.0445,0.7227,0.0765,6.5687,0.0219,0.5871,0.0603,0.028,0.367,0.0191,0.2716,0.002,0.0136,0.099,0.109,0.0866,0.4803,0.027,0.0794,0.0225,0.0529,0.0,3.9838,0.0864,2.1204,0.7718,0.2976,1.1349,0.1738,0.4013,1.8887,2.4698,7.8021,0.2366,0.4306,1.6904,1.4172,0.9472,0.5964,0.5562,0.9631,0.2271,0.1237,0.3617,17.1292,1.0408,13.2114,2.6802,7.6144,0.9971,10.3936,0.5859,3.2816,1.6621,0.3371,0.2703,0.4481,3.5795,0.7383,1.0795,3.9288,28.5488,9.9225,0.8361,0.5348,0.733,0.0,1550.5108999999975
CHN_C20,5.9769,0.0134,0.8773,0.5074,0.0547,1.0915,0.8117,1.8537,6.4159,1.1588,18.7252,2.2374,18.2939,0.8929,0.584,1.87,0.352,0.9062,0.6298,1.8648,0.2068,2.5343,0.6176,0.0673,3.2173,0.5407,0.2618,0.0073,0.0319,0.1576,0.0972,0.0739,0.2017,0.0754,0.2326,0.7157,0.3621,0.3037,1.7853,0.2806,0.7915,1.0609,0.202,1.2527,0.0,11401.1566,66.6466,1324.6361,1395.2764,151.361,1942.3176,8979.3917,1567.3403,3650.0866,732.0057,30439.5569,1354.1992,14938.858,4007.5093,1731.0919,1191.859,3121.6749,3478.1269,1704.2173,934.9491,283.3965,1363.1078,237.3065,500.5755,6320.5091,820.4696,149.0715,110.5679,9.4877,314.9417,0.6951,183.4889,244.2184,41.7033,27.0879,204.3666,62.2682,947.4312,196.5313,467.3706,437.155,1766.5552,22.1249,514.6036,0.0,15.5483,0.0062,0.2856,0.5333,0.0404,9.816,17.0488,10.5403,18.3654,5.0831,104.1546,5.0576,58.6173,8.1686,9.793,9.3794,8.6049,7.4738,11.1238,23.3424,1.2739,6.3744,0.9785,1.5061,20.4156,5.457,0.3951,0.0612,0.0073,0.0866,0.1483,1.1861,0.9566,0.0633,0.1175,0.1359,0.0058,4.3962,2.8924,2.1847,1.2969,18.376,0.4752,2.0858,0.0,6.3904,0.4391,7.5041,0.6042,1.1888,7.7692,3.8094,0.1806,4.2333,2.5261,17.3674,0.0101,17.0638,4.591,1.2563,1.8524,4.8202,2.3575,1.9614,3.1145,0.1201,2.8884,6.5646,0.619,6.3586,3.3213,1.1453,0.0008,0.3822,0.6198,0.0279,3.2759,0.6408,0.0044,0.1834,0.0744,3.3608,2.1469,2.4646,0.1498,0.3141,0.7842,0.6193,2.1273,0.0,74.6375,0.0,13.5089,4.4203,2.5127,22.7169,60.5502,9.5572,65.7907,7.7285,379.6781,19.5309,164.3472,18.3131,5.629,30.3872,35.3671,14.0153,16.1211,24.5304,5.0357,31.085,4.0029,1.4035,39.4204,6.9906,1.2801,0.0225,0.004,2.039,0.5355,1.4232,7.4666,2.3622,1.6188,1.869,15.6361,20.7384,12.6377,63.5985,20.9245,27.7569,1.3741,14.413,0.0,5548.982000000009
CHN_C21,0.0715,0.0262,0.0123,0.0054,0.0018,0.2618,0.0004,0.0033,0.0034,0.0007,0.0315,3.638,0.005,0.0,0.0009,0.0012,0.0023,0.0008,0.0015,0.003,0.0012,0.002,0.0096,0.001,0.0051,0.0083,0.0038,0.0013,0.0,0.0041,0.0005,0.0012,0.0154,0.0016,0.0,0.0033,0.0206,0.3057,0.0034,5.4896,0.0793,2.8702,0.0236,0.0081,0.0,414.3964,36.125,6.2735,10.4542,1.2755,82.1462,7.7688,2.2337,0.7409,0.3136,71.792,5737.496,1.4497,0.628,1.262,0.1191,0.3692,0.1408,9.3535,0.4752,0.0255,1.2579,7.4733,24.0302,57.5228,118.0368,18.7404,0.5401,1.7943,0.3332,1.1061,10.9267,0.4998,11.788,0.0534,7.6169,2.992,213.6552,9.6389,2.4393,133.9461,10762.9509,0.9925,41.9812,0.0,0.126,0.0,0.0,0.0,0.0003,0.1208,0.0,0.0,0.0006,0.0,1.5492,8.216,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0147,0.0008,0.0,0.0121,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.1064,0.0029,0.0,0.0,3.1911,0.0,0.0,0.0,0.1658,0.0002,0.0,0.0001,0.0,0.2669,0.0002,0.0001,0.0003,0.0008,0.7522,5.3976,0.0005,0.0001,0.0,0.0004,0.0628,0.0001,0.0023,0.0088,0.0001,0.0008,0.0,0.0,0.0,0.0521,0.0005,0.0,0.0,0.0181,0.0003,0.0005,0.0,0.0,0.0,0.002,0.1126,0.0668,0.0449,0.4278,0.0026,1.3861,0.0217,0.0101,0.0,2.5999,0.0,0.0,0.0,0.0,1.9066,0.0,0.0281,0.0,0.0,0.0,62.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1975,0.6747,0.0,0.0,0.0,0.0,0.0,0.0096,0.0,0.0,0.0008,0.0,0.0,7.3784,0.0,12.528,0.0577,207.8103,0.2158,0.0328,0.0,208.9063000000015
CHN_C22,1.2432,1.7327,0.1945,1.5873,0.6947,27.3752,2.9406,3.4268,6.2313,0.7185,13.185,2.5716,25.0733,2.6287,0.0969,6.612,4.6729,2.4405,5.7734,29.4563,0.2832,18.2678,1.9275,0.2533,50.3905,24.8061,6.2582,0.2238,0.2531,0.7363,0.1771,1.4519,0.4494,0.1385,0.6005,2.2963,1.1217,0.2672,0.9862,0.2595,1.4531,1.0246,3.1698,1.921,0.0,2793.9268,71.5082,1158.8529,925.7615,99.3645,2321.4337,2148.9454,202.8787,1247.2182,98.9101,4252.5063,351.8518,11934.1274,1506.8754,502.5731,664.6706,5586.0201,7026.9479,4496.5433,2554.8312,496.9478,1355.5633,205.4044,393.6979,1845.1194,2367.8427,1131.7007,76.8955,14.7086,120.0429,21.8217,116.68,15.5058,142.9411,35.8182,10.8306,60.9029,797.1881,48.78,59.0848,68.9332,450.6088,2.1374,47.9857,0.0,1.1569,0.0035,0.1369,0.0975,0.0335,10.636,1.4876,0.6873,4.4692,0.559,7.9408,2.6527,23.4906,2.6754,0.8332,7.1241,8.5116,9.1862,23.0273,52.1501,1.7277,10.7013,0.9309,1.4204,60.3744,13.5978,1.4903,0.0093,0.021,0.8877,0.13,0.4687,0.0403,0.3437,0.0561,0.0806,0.1517,1.5072,0.8423,2.2935,0.3187,1.6918,0.2186,0.3053,0.0,2.3245,0.0015,0.1084,0.3635,0.0005,16.7782,2.8851,0.0592,3.4922,0.2055,1.6516,0.0019,5.6258,0.93,0.1931,2.3889,16.5719,7.9005,1.9236,38.5972,0.3831,6.2906,0.0345,0.1553,19.4594,6.4207,4.4054,0.0486,2.6391,0.3235,0.0173,2.8205,0.2363,0.0046,0.163,0.0206,0.3306,1.9238,2.2008,0.0921,0.1723,0.82,0.1653,1.0694,0.0,10.0432,0.0,3.7663,3.288,1.4038,105.7512,8.5325,7.0853,22.1542,0.547,58.9887,17.2005,111.6069,10.8349,9.2729,28.9994,52.7373,19.9357,55.4021,176.7986,27.6512,68.4971,0.1244,1.5703,215.0986,106.5094,6.7787,0.0055,0.0585,1.5819,37.1813,28.1987,18.4274,21.1278,6.085,4.8438,6.0476,24.3187,14.1817,64.038,9.0892,67.025,1.3798,9.2126,0.0,2528.655200000005
CHN_C23,0.3257,0.0234,0.2839,0.3299,0.6923,0.7261,0.0221,0.5403,0.177,0.208,0.2744,0.3414,0.6838,10.604,1.7589,0.9276,0.0599,1.7142,0.4967,3.9872,0.7732,0.8288,0.0064,0.0118,29.2229,0.1998,0.0885,0.0008,0.0004,0.0167,0.0015,0.3619,0.0257,0.0126,0.0181,0.0364,0.0628,0.1242,0.4578,0.0614,0.056,0.1004,0.0271,0.0484,0.0,472.4344,145.891,812.4484,443.7492,156.9955,940.1111,262.4389,115.236,226.8827,192.3682,708.0073,348.8672,340.5976,8843.9106,3001.1273,919.6544,3004.609,1249.0191,889.1672,539.6008,67.4701,568.0617,226.1573,308.2154,45379.1244,622.1434,186.6756,34.2218,6.1381,182.1247,46.1521,128.4408,57.7497,4.4863,14.4406,88.4409,2171.886,1167.2244,116.8759,462.7239,446.7193,127.1299,9.434,11.2311,0.0,1.0297,0.0,0.0478,0.178,0.0113,1.4342,0.2845,0.9514,0.1335,0.0538,1.4959,0.256,0.7898,12.3603,1.8488,1.5273,2.484,1.8588,1.2387,3.765,0.1294,1.0148,1.0787,0.1313,45.5558,0.4199,0.2388,0.0018,0.0,0.0464,0.009,0.2469,0.0,0.2983,0.0,0.0,0.0899,0.1811,0.0992,0.496,0.1343,0.3286,0.1744,0.8055,0.0,0.0134,0.0015,0.0092,0.0495,0.1,0.7383,0.0177,0.0044,0.0281,0.0025,0.0454,0.0004,0.0261,1.4629,0.0413,0.1633,0.4687,0.1982,0.0518,0.517,0.0441,0.1645,0.0011,0.0381,7.3248,0.2438,0.1647,0.0,0.0259,0.0127,0.0149,0.0914,0.0273,0.0002,0.0,0.0006,0.0395,0.0053,0.0312,0.0734,0.0257,0.0378,0.0073,0.0424,0.0,0.5391,0.0318,6.9866,1.1383,1.2758,42.1209,7.1883,8.247,2.4921,0.0062,12.6995,4.874,13.5132,153.2248,14.547,11.1164,14.5416,18.6993,15.9712,58.1376,2.0082,11.6886,0.2044,1.8067,720.2777,10.6063,0.2659,0.0,0.0,0.3926,0.388,15.258,1.5496,14.3498,4.8283,1.1146,0.1512,17.1795,5.8607,41.3129,4.667,38.4292,0.6299,7.4149,0.0,1516.8896999999965
CHN_C24,0.4597,0.0627,0.4913,0.5271,1.2507,0.1841,0.0504,0.4066,0.824,0.0013,1.1414,0.0093,0.2774,0.6009,33.7203,37.0929,3.2134,11.1118,12.2917,20.8263,8.278,5.8556,0.0317,0.0105,10.8802,2.2066,0.1237,0.0256,0.0003,0.0744,0.0024,0.0682,0.0899,0.0087,0.0,0.0163,0.0029,0.3029,0.3432,0.008,0.2446,0.874,0.0572,0.1659,0.0,95.2037,27.9041,3025.358,459.3113,172.2426,188.8554,124.2252,195.6305,474.9227,251.1537,771.3463,61.2134,588.8497,2316.6071,49883.3732,18991.9627,2862.6723,19011.6896,22996.0689,5626.2154,1765.8751,2334.8556,166.6506,151.3179,29991.9991,87.4582,337.7917,32.8365,10.8972,150.4942,18.6949,12.3208,6.775,13.8157,0.2853,2.1602,196.745,391.4756,25.3117,0.0181,73.2988,5.9942,1.307,34.6564,0.0,0.0893,0.0,0.1123,0.0205,0.008,0.4574,0.0624,0.0497,0.3418,0.0363,4.5226,0.1084,1.1049,0.3598,48.3368,25.0829,5.6764,11.8005,12.4083,11.8031,2.0143,5.1426,0.4902,0.107,5.0115,0.7626,0.1824,0.0009,0.0037,0.0646,0.008,0.0016,0.0266,0.052,0.005,0.0,0.0059,0.3341,0.1187,0.1846,0.0185,0.0018,0.0123,0.022,0.0,0.0114,0.0006,0.0352,0.0197,0.2759,0.0155,0.0224,0.0034,0.0418,0.0006,0.0695,0.0001,0.2828,0.2279,7.9708,5.4747,1.9524,3.4514,1.6166,1.984,0.2458,0.7943,0.005,0.0842,6.8339,0.1073,0.0138,0.0,0.0082,0.0022,0.0002,0.0089,0.2113,0.0005,0.0123,0.0,0.1316,0.0042,0.0186,0.0224,0.0,0.0001,0.0004,0.0027,0.0,0.5212,0.0,13.3502,1.066,0.3787,19.6291,0.3879,1.155,2.4701,0.0,4.0241,0.0,4.7832,2.37,161.1032,182.402,33.451,51.6002,96.8389,103.0527,26.0729,28.3848,6.1433,0.729,23.9109,4.4462,1.6916,0.0,0.0018,0.1269,0.0323,0.2811,4.08,2.7678,0.5925,0.0083,1.101,2.0328,1.1955,2.7504,0.355,0.8499,0.3823,0.719,0.0,3499.0258000000063
CHN_C25,4.2724,0.2197,1.2728,0.5827,0.2961,5.0828,0.3366,1.3574,0.5942,0.2168,1.9502,0.2379,2.3521,1.0763,12.032,49.8238,11.5032,3.9645,28.2012,114.003,14.7818,14.0681,0.8851,0.7831,133.9481,5.0621,1.4446,0.0801,0.1686,0.2467,0.0539,0.4918,0.7944,1.1619,1.8706,4.1743,6.3252,7.1467,4.847,4.1331,2.371,3.0802,0.0606,2.0966,0.0,537.1664,37.7312,1236.5918,621.1906,90.8656,980.7495,410.1461,736.6835,607.8694,129.4623,824.4464,104.7236,535.5377,2508.365,1301.203,6155.4042,2153.9924,2569.1353,4126.6077,909.4006,512.6342,1565.5545,256.5431,348.1154,13810.7504,500.7215,175.6588,29.4112,13.3673,93.2696,3.9432,92.1193,25.6001,97.1889,567.0186,120.6699,197.9012,2255.0199,181.4361,613.9115,203.9172,102.477,2.732,73.7609,0.0,1.3869,0.0231,0.7868,0.2719,0.0454,6.4287,0.9665,1.4958,0.5209,1.1128,5.2688,0.8964,2.4541,0.9758,4.0954,62.831,9.769,13.0728,49.2517,48.4064,6.7244,15.8883,2.7084,5.4603,53.4768,6.0214,1.3236,0.0843,0.0182,1.425,0.0826,0.4877,0.1707,0.3334,0.1336,0.1069,0.676,0.3353,0.8441,2.5954,0.4763,0.837,0.1368,0.4072,0.0,1.0737,0.009,0.4758,0.1951,0.3058,2.5485,0.5496,0.0986,0.1055,0.429,0.3855,0.0,1.224,0.4117,0.3814,9.2816,4.5996,4.4092,3.2798,14.1724,0.4584,2.0072,0.2321,0.6504,19.0495,4.4462,1.5125,0.0007,0.0661,0.2358,0.6018,0.4941,0.228,0.2827,0.0145,1.1426,0.5467,2.4351,1.6982,0.4201,0.1849,0.0863,0.1262,0.8011,0.0,10.3357,0.3072,8.81,2.454,1.9324,98.3361,12.2696,20.9887,40.2582,0.6431,48.1573,2.4006,44.0615,20.6938,44.2595,200.9543,143.2246,73.8163,128.7014,384.3095,51.9054,54.407,2.0317,4.8025,523.5628,27.3365,9.4267,8.8347,0.7086,1.3041,6.4202,15.5215,26.8437,30.8797,12.1745,2.6625,2.535,21.6439,10.6594,60.8374,5.8419,9.3911,4.7228,9.3527,0.0,3029.3766000000182
CHN_C26,0.7049,0.224,6.2404,0.1686,3.3172,0.5245,0.0845,0.2312,5.5202,0.0799,0.3905,0.0871,0.0325,0.1124,0.0574,0.3555,141.2546,13.6578,6.1674,1.4313,4.5084,2.5653,0.3831,0.4588,27.8527,1.4511,1.3335,0.0811,0.0852,0.0533,0.2283,0.4579,8.5828,33.0163,0.7583,2.1556,0.5082,5.23,1.9982,20.8196,0.4586,61.0131,0.1058,2.4437,0.0,29.6382,7.5942,720.9285,209.5818,32.0313,147.9655,261.9014,58.3699,389.3,183.1894,524.1928,94.2672,227.666,408.7469,475.5276,202.5855,49610.0747,2520.4477,2677.1705,466.681,286.3018,279.3202,1033.0921,223.6118,2446.958,2801.4939,200.3926,74.1833,72.6339,148.1924,35.9268,37.9655,127.5669,2456.7864,4274.8088,1115.9281,171.2996,8120.4781,925.4968,572.9768,819.5427,197.9123,15.3024,321.3415,0.0,0.153,0.0102,0.1641,0.2394,0.0216,2.7244,0.463,0.3614,1.9008,1.4572,8.1718,2.2853,3.0648,1.7604,3.9169,6.9582,286.1865,92.5237,79.2971,17.7356,7.4141,22.0426,8.8078,5.9685,7.2985,23.9186,2.463,0.2252,0.2258,4.4012,1.746,2.9925,6.1859,45.9081,26.8881,9.0928,1.0099,17.1343,3.173,25.2241,10.2762,121.7604,7.6421,8.221,0.0,0.0011,0.0006,0.0049,0.0001,0.0,0.0016,0.0084,0.0,0.0024,0.0013,0.0062,0.0,0.0116,0.0067,0.0003,0.0847,891.4444,0.2631,0.1938,0.8559,0.0133,0.2474,0.0079,0.0006,0.0263,0.9869,0.0291,0.0,0.0017,0.0212,0.0112,0.0088,0.0431,0.2596,0.0051,0.0035,0.039,0.0656,0.1364,0.0789,0.0281,0.1998,0.0043,0.0016,0.0,0.3066,0.0,1.1001,0.1432,0.6831,40.2915,26.4572,14.4153,67.2625,0.9026,71.4758,1.1134,37.9914,24.0468,34.5996,73.0344,3391.8193,118.1223,139.9731,305.582,221.4221,73.2377,1.5352,3.1048,120.8427,117.7143,3.7551,0.0129,0.0656,4.5387,0.0219,19.3436,134.4271,260.8892,136.8202,28.8026,2.5913,208.4523,55.2507,232.7354,46.0663,75.9184,2.6924,39.2965,0.0,9842.073300000031
CHN_C27,4.9224,0.3507,0.5235,1.1281,1.9845,2.1795,0.3613,0.1685,3.6834,0.4781,0.7701,0.2393,0.1719,0.6624,3.5464,0.6591,57.523,31.1128,16.8371,20.2017,0.3711,1.8153,1.8987,0.7844,45.9664,2.3329,1.2645,0.3331,0.1255,0.2818,0.0377,1.2715,1.4487,12.8755,2.7706,3.5142,5.2159,6.6014,11.3455,1.3468,3.6797,11.2916,1.8427,2.4429,0.0,76.336,23.633,1497.04,249.8534,14.2967,149.0274,306.2838,60.2741,216.8491,270.4715,426.9511,52.2941,195.7595,444.6565,912.671,289.8672,7008.9295,6506.2559,4607.0466,1168.5372,589.6352,214.1196,2414.6467,211.8907,10563.4483,2492.0553,130.6041,82.4607,20.3018,149.874,31.9473,150.2496,28.7379,4478.0621,923.4193,195.4041,725.3449,2327.5158,227.4406,181.2301,246.5659,88.4639,7.347,45.9326,0.0,0.7012,0.0,0.4838,0.1204,0.0192,0.7959,0.4305,0.1185,0.5721,0.3023,2.5402,0.1537,1.3322,0.9763,3.8963,4.4199,13.9605,178.7116,69.1149,74.8226,3.4589,10.4971,26.4068,1.3764,118.7164,9.5055,3.6215,0.0133,0.0179,2.4927,0.5319,1.9684,0.1382,2.9359,0.5118,0.4459,0.7336,1.6683,2.2429,1.3674,0.9492,2.0602,0.562,1.0381,0.0,0.0496,0.0956,0.164,0.2724,0.0002,0.022,0.3832,0.001,0.1304,0.1112,0.0461,0.0,1.1972,0.1075,0.2691,3.3135,77.3147,61.4952,11.4489,75.3585,2.4196,2.4549,0.2165,0.0547,26.1875,9.3961,0.1145,0.0,0.3404,0.0773,0.0065,0.0339,0.351,6.6705,0.0859,0.0128,2.3401,0.0581,0.925,1.3972,0.1005,0.7456,0.0463,0.0209,0.0,17.5453,0.0661,2.1912,0.2649,0.8517,19.7649,6.2562,33.0244,15.7655,0.1813,20.8574,1.3861,28.2522,4.6866,51.468,59.8395,239.6413,289.5977,313.2671,121.0111,52.1559,34.8142,0.373,8.9789,916.6901,57.415,6.048,0.4665,0.0272,3.5074,0.1687,24.3851,0.2998,103.6893,59.5777,7.8947,3.7417,73.9747,37.8162,126.1366,44.5437,18.0528,3.6779,32.2611,0.0,5358.085300000017
CHN_C28,3.4897,0.8184,7.7962,4.6406,3.5468,2.5892,0.2289,0.0726,0.0811,0.4245,0.0385,0.2002,0.2194,0.8453,0.5262,1.647,0.3211,0.9454,20.3768,8.4648,0.538,0.3607,2.1816,0.2844,14.3909,1.4085,0.0173,0.1914,0.0097,0.1709,0.0108,0.5734,2.3798,0.2464,0.5198,0.976,1.7797,1.9268,3.2795,1.0634,0.9733,3.1739,1.9812,0.6499,0.0,1433.1963,297.1761,3200.7348,1784.8021,250.8993,518.576,1268.5173,249.4997,654.4958,636.6083,1487.5661,135.9266,531.2969,2893.8264,3852.1773,995.2371,1271.981,2679.6549,20127.7278,4633.4503,2818.1789,582.199,2434.3714,727.2433,9580.0772,2147.2704,1178.8201,669.4336,417.6451,223.1846,203.2474,63.5606,17.7224,470.2385,537.6122,555.6908,421.9288,2514.9955,274.6167,712.0951,450.5294,1577.8139,9.7401,38.1136,0.0,2.5112,0.0038,1.0927,0.4025,0.065,2.8461,0.9069,0.2524,2.208,0.3708,3.2731,0.1825,3.6415,1.4411,4.2999,8.1804,2.1392,3.4306,79.8404,19.4151,3.6541,7.4956,2.4204,1.8102,7.8346,1.9642,0.69,0.1979,0.0067,0.3444,0.0416,0.5318,0.0892,0.1629,0.0119,0.0685,1.9943,0.1756,0.0541,7.0457,0.1085,0.5677,0.0236,0.2673,0.0,0.0544,0.0414,0.0518,0.58,0.0262,0.3045,0.2864,0.0472,0.1385,0.2766,0.0955,0.0,0.3658,0.2007,0.3092,1.3011,2.7195,1.7789,5.4778,4.2637,0.5109,1.606,0.1574,0.1396,2.903,1.2685,0.4048,0.0007,0.1158,0.1657,0.0226,0.0313,0.0607,0.002,0.0023,0.0007,0.1386,0.0197,0.3996,0.1903,0.0336,0.0316,0.1036,0.1533,0.0,31.823,0.0,44.4131,13.5722,9.2694,15.9927,0.7769,4.2463,21.4998,0.0499,17.4369,0.0774,13.3001,2.3441,14.7246,26.4622,11.7123,15.0765,247.8217,156.1373,30.2834,21.1613,14.5779,9.1799,272.6289,18.2146,2.9165,0.0398,0.0237,2.0898,0.4635,4.9279,11.7214,9.5562,13.3217,3.0488,1.4936,9.511,15.5991,30.4864,17.5382,4.9098,0.8109,11.513,0.0,2107.674199999998
CHN_C29,0.1072,0.0186,0.1017,0.1061,0.0074,0.0598,0.0034,0.0027,0.1001,0.0109,0.0242,0.0068,0.1922,0.0028,0.0227,0.1736,0.0219,0.0012,0.3245,40.9834,0.8671,0.3655,0.0205,0.0017,0.0681,2.6428,0.7439,0.0129,0.0585,0.0049,0.0079,0.0888,0.0515,0.0036,0.0755,0.1866,0.0952,0.2744,0.3571,0.5295,0.091,0.2803,0.1515,0.2056,0.0,296.995,63.4005,840.9894,897.7556,17.2562,414.3221,238.786,127.2926,420.9754,144.3274,422.2574,18.3824,256.2344,365.0615,1283.9234,311.9912,259.5607,269.9131,1536.4586,24803.3949,113.502,140.6448,565.9458,2353.6109,678.6671,4759.5124,4880.8269,59.7539,49.9799,573.5392,124.7918,31.8027,67.6476,910.0311,400.9201,412.0167,538.8501,2363.0675,735.7212,1513.1848,386.5221,52.9743,18.6385,441.3211,0.0,0.1235,0.0,0.0035,0.0092,0.0005,0.0474,0.0065,0.0162,0.0062,0.0102,0.0605,0.0105,0.0833,0.0822,0.0764,0.1182,0.1141,0.0926,0.5864,36.6087,0.0304,0.7763,0.0267,0.0389,0.0045,1.5851,0.5042,0.0016,0.0003,0.184,0.0007,0.0004,0.0012,0.0004,0.0,0.0,0.0,0.0301,0.002,0.0512,0.0,0.0,0.0006,0.0,0.0,0.0156,0.0,0.0002,0.0487,0.0,0.0576,0.028,0.0012,0.0138,0.0004,0.012,0.0001,0.0148,0.0318,0.0389,0.0298,0.0351,0.0249,0.0167,6.0262,0.0026,0.0219,0.002,0.0037,0.0077,0.1693,0.4316,0.0039,0.0298,0.0172,0.0013,0.0246,0.0101,0.0009,0.0021,0.0142,0.008,0.0234,0.0475,0.0154,0.0131,0.0082,0.0115,0.0275,0.0,2.0034,0.06,1.4394,0.8439,0.1814,4.4976,0.5253,1.5528,2.3222,0.0128,1.8396,0.2314,0.8988,1.3599,1.1864,1.7521,5.9853,0.8242,23.3787,269.5974,8.0617,2.128,0.0468,1.4177,2.7773,46.556,7.0529,0.0053,0.0046,1.3524,2.339,1.1327,6.6398,0.6476,0.1642,0.1032,0.0,3.393,6.594,11.7656,3.3793,3.0667,0.5753,1.643,0.0,680.0783999999961
