,CAN_A01_02,CAN_A03,CAN_B05_06,CAN_B07_08,CAN_B09,CAN_C10T12,CAN_C13T15,CAN_C16,CAN_C17_18,CAN_C19,CAN_C20,CAN_C21,CAN_C22,CAN_C23,CAN_C24,CAN_C25,CAN_C26,CAN_C27,CAN_C28,CAN_C29,CAN_C30,CAN_C31T33,CAN_D,CAN_E,CAN_F,CAN_G,CAN_H49,CAN_H50,CAN_H51,CAN_H52,CAN_H53,CAN_I,CAN_J58T60,CAN_J61,CAN_J62_63,CAN_K,CAN_L,CAN_M,CAN_N,CAN_O,CAN_P,CAN_Q,CAN_R,CAN_S,CAN_T,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T,MEX_A01_02,MEX_A03,MEX_B05_06,MEX_B07_08,MEX_B09,MEX_C10T12,MEX_C13T15,MEX_C16,MEX_C17_18,MEX_C19,MEX_C20,MEX_C21,MEX_C22,MEX_C23,MEX_C24,MEX_C25,MEX_C26,MEX_C27,MEX_C28,MEX_C29,MEX_C30,MEX_C31T33,MEX_D,MEX_E,MEX_F,MEX_G,MEX_H49,MEX_H50,MEX_H51,MEX_H52,MEX_H53,MEX_I,MEX_J58T60,MEX_J61,MEX_J62_63,MEX_K,MEX_L,MEX_M,MEX_N,MEX_O,MEX_P,MEX_Q,MEX_R,MEX_S,MEX_T,USA_A01_02,USA_A03,USA_B05_06,USA_B07_08,USA_B09,USA_C10T12,USA_C13T15,USA_C16,USA_C17_18,USA_C19,USA_C20,USA_C21,USA_C22,USA_C23,USA_C24,USA_C25,USA_C26,USA_C27,USA_C28,USA_C29,USA_C30,USA_C31T33,USA_D,USA_E,USA_F,USA_G,USA_H49,USA_H50,USA_H51,USA_H52,USA_H53,USA_I,USA_J58T60,USA_J61,USA_J62_63,USA_K,USA_L,USA_M,USA_N,USA_O,USA_P,USA_Q,USA_R,USA_S,USA_T,Mundo
DEU_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX_A01_02,22.3483,0.1187,0.0482,0.0244,0.0011,57.1945,0.612,0.022,0.1936,0.0026,1.7533,0.0115,0.7775,0.001,0.0017,0.0024,0.0014,0.0081,0.0043,0.0085,0.0013,0.0964,0.041,0.004,2.3287,0.4886,0.0268,0.0024,0.0001,0.0003,0.0009,2.911,0.0288,0.0031,0.0001,0.0066,0.0116,0.1177,0.0059,0.1126,0.0409,0.139,0.0155,0.0404,0.0,0.0679,0.0034,0.0009,0.0005,0.0,0.1184,0.0255,0.0045,0.0031,0.0001,0.0038,0.0046,0.0064,0.0003,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0038,0.0003,0.0005,0.0204,0.0038,0.0002,0.0001,0.0007,0.0021,0.0,0.0204,0.0001,0.0003,0.0,0.0,0.0,0.0026,0.0004,0.0002,0.0012,0.0004,0.0001,0.0002,0.0,0.4876,0.0002,0.0037,0.0026,0.0,13.1037,0.105,0.2579,0.0723,0.0068,0.0544,0.0158,0.0702,0.0011,0.0007,0.0045,0.0014,0.0018,0.0034,0.0053,0.0005,0.0062,0.0009,0.0033,0.0072,0.2241,0.0079,0.0084,0.0003,0.004,0.0003,0.3831,0.0005,0.0012,0.0007,0.0041,0.23,0.0093,0.0057,0.3197,0.0231,0.2407,0.036,0.0109,0.0,3326.8489,12.0108,0.028,0.1804,0.0087,14081.0088,867.446,1597.5873,4.8548,0.0296,113.6931,0.569,104.266,76.5856,0.3989,0.0274,0.1212,0.0597,0.0273,0.1533,0.0714,14.3399,0.0158,0.0166,150.9251,619.0859,0.2214,0.0192,0.0905,0.0041,0.0008,7.9778,0.0153,0.0254,0.0116,0.0476,0.4694,0.2148,0.4417,1.2214,14.4724,2.5888,0.251,0.6952,0.0,438.9311,0.0,0.0873,0.184,0.0438,1100.3862,21.4464,5.7859,1.7304,0.0049,29.7971,5.2031,0.4317,0.0096,0.0013,0.0017,0.0012,0.001,0.0092,0.0181,0.0018,1.6018,0.0012,0.0004,14.5182,21.1126,0.1599,0.1484,0.0059,0.0003,0.0003,3.4397,0.0108,0.0005,0.0042,0.0025,0.0048,2.6392,4.6792,17.5064,3.0586,0.6256,1.9257,0.2839,0.0,192.8844000000014
MEX_A03,0.001,0.0001,0.0008,0.0005,0.0004,0.0014,0.0002,0.0001,0.0004,0.0005,0.0004,0.0001,0.0003,0.0002,0.0013,0.0007,0.0004,0.0003,0.0022,0.0164,0.0006,0.0005,0.0003,0.0,0.0031,0.0015,0.0019,0.0001,0.0001,0.0004,0.0002,0.0003,0.0003,0.0001,0.0001,0.0002,0.0003,0.0004,0.0006,0.0005,0.0008,0.0006,0.0003,0.0002,0.0,0.0001,0.0003,0.0001,0.0001,0.0,0.0006,0.0001,0.0,0.0,0.0,0.0002,0.0,0.0001,0.0001,0.0005,0.0001,0.0001,0.0001,0.0002,0.0001,0.0,0.0,0.0001,0.0,0.0003,0.0002,0.0001,0.0001,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0006,0.0,0.0001,0.0001,0.0002,0.0003,0.0,0.0002,0.0002,0.0003,0.0002,0.0001,0.0002,0.0009,0.0032,0.0001,0.0003,0.0001,0.0,0.0003,0.0018,0.0006,0.0,0.0,0.002,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0003,0.0001,0.0,0.0,0.0,0.083,0.0202,0.0192,0.023,0.0163,296.3903,1.2291,0.0459,0.1796,0.0448,0.16,0.6193,0.0603,0.0532,0.0795,0.0676,0.427,0.0797,0.1068,0.3951,0.0211,0.9267,0.0214,0.0067,0.4172,9.4301,0.0976,0.0014,0.0121,0.0081,0.002,0.1175,0.0075,0.031,0.0013,0.0082,0.0447,0.0213,0.0295,0.1101,0.0103,0.8465,0.1886,0.0155,0.0,0.227,1.1937,0.0092,0.0024,0.0015,48.572,0.0033,0.0022,0.0066,0.0127,0.1621,0.0007,0.0049,0.0029,0.008,0.0112,0.009,0.0067,0.0492,0.1351,0.0114,0.0069,0.0083,0.0021,0.0591,3.3835,0.009,0.0154,0.0014,0.002,0.0025,24.7044,0.0055,0.0031,0.003,0.0015,0.0009,0.3079,0.0062,3.002,0.6381,0.0062,1.2837,1.0794,0.0,0.24849999999999964
MEX_B05_06,0.995,0.0166,7.4695,1.2807,0.4486,2.6982,0.3574,1.132,5.0595,133.2793,9.2944,0.1548,0.4988,2.016,4.5044,0.9812,0.0967,0.1977,0.2945,1.0555,0.1993,0.4598,12.3109,0.1454,0.1329,6.5271,1.151,0.1981,0.0509,0.2845,0.1283,0.6291,0.2599,0.0638,0.0102,2.5276,5.5528,0.6531,0.2286,1.6537,2.4359,1.7234,0.1131,0.4539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,2143.9695,0.0328,112.0424,0.0009,0.0025,0.0,0.0001,14219.3727,14000.2471,3516.4617,0.0022,0.5565,176.6892,0.0051,0.0,1.8711,0.003,0.0099,0.0017,119.7222,1654.9449,0.0,0.0075,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,650.7205,0.229,0.0081,0.0384,0.0001,0.0741,0.1031,4919.9475,145.2129,0.2737,0.0974,0.0134,4.5625,0.0315,0.0,0.0,0.0081,0.0106,0.0,0.0082,2116.5515,0.2684,0.0,1.1413,0.9436,0.0,0.0,0.0185,0.0,1.4582,0.0932,0.1109,0.014,0.0,0.0,0.7668,0.1501,313.0994,0.0696,0.4852,0.3193,0.1828,0.0,2119.4202000000014
MEX_B07_08,0.0122,0.0194,0.0377,1.4629,0.0203,0.0735,0.0034,0.0041,0.4028,0.0765,0.3063,0.0012,0.0014,1.7822,55.5555,0.0236,0.0586,0.0161,0.0587,0.0142,0.0047,4.0097,0.8536,0.001,1.8058,0.0271,0.0008,0.0038,0.0003,0.0739,0.0004,0.0127,0.0152,0.0015,0.0,0.0028,0.0005,0.0298,0.0018,0.2594,0.0427,0.3783,0.005,0.0013,0.0,0.0009,0.0001,0.0427,3.3669,0.0,0.0003,0.0,0.0015,0.0001,0.0418,0.9403,0.0436,0.1234,0.2561,21.9345,1.8437,0.0582,0.7062,1.0469,0.1633,0.0503,0.0086,0.093,0.0771,0.8178,0.0191,0.0017,0.0004,0.0004,0.0003,0.0002,0.0,0.0,0.0,0.0,0.0,0.0001,0.2844,0.0021,0.0,0.0001,0.0,0.0,0.0022,0.0,0.113,0.0006,0.0004,0.2158,0.0011,0.0734,0.0003,0.0012,0.0263,0.0112,0.0756,0.0052,0.0044,0.7365,0.027,0.0075,0.0041,0.0059,0.0086,0.0122,0.0006,0.0147,0.0125,0.0233,0.5908,0.0078,0.0117,0.0,0.0,0.0004,0.0018,0.0045,0.0009,0.0023,0.0,0.0,0.0001,0.001,0.0003,0.0874,0.0018,0.0019,0.0014,0.0008,0.0,6.0747,15.4326,0.3141,93.356,640.9573,100.8926,6.1148,0.352,4.0137,9.6049,48.2918,0.0004,1.5365,1185.1626,633.9741,1.1852,3.5511,5.9116,11.9836,3.2666,0.0374,35.1762,326.1627,0.0083,2591.9628,6.1005,0.159,0.0055,0.0009,2.1946,0.0026,63.7862,0.0015,0.015,0.0122,0.0106,0.8557,0.1207,0.2028,3.0997,0.0267,0.0208,0.0618,0.0054,0.0,1.2902,0.0,0.4386,4.2287,0.0272,0.2368,0.0,0.0,0.442,0.009,6.401,0.0,0.0,8.889,19.7552,0.9895,0.6356,0.2291,0.1556,0.0889,0.1726,0.6828,0.1979,0.0648,20.1057,0.0193,0.0884,0.0001,0.0,0.0004,0.0,0.1574,0.7721,0.3462,0.1597,0.0,0.0024,0.6313,0.316,1.6164,0.2289,0.0555,0.7044,0.7486,0.0,198.5561000000004
MEX_B09,0.0,0.0,0.0126,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.0006,0.0001,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0002,0.0182,0.0156,0.0032,0.0015,0.0,0.0001,0.0026,0.0845,0.0078,0.0001,0.0007,0.014,0.0021,0.0009,0.0,0.0,0.0007,0.0001,0.0,0.0001,0.0158,0.0013,0.0405,0.0004,0.0018,0.0,0.0,0.0024,0.0,0.0002,0.0,0.0,0.0,0.0001,0.005,0.0004,0.0012,0.0031,0.0002,0.0007,0.0003,0.0002,0.0,0.0001,0.0,701.3108,25.8903,8.1987,0.0003,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,63.2531,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0001,0.0009,0.0,0.0001,0.0003,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.1563,0.0329,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6841999999999953
MEX_C10T12,2.4701,0.1169,0.0897,0.0286,0.026,11.4551,0.1138,0.045,0.1178,0.023,0.2004,0.0805,0.1588,0.031,0.0906,0.1274,0.0998,0.0519,0.1146,0.7555,0.1078,0.1989,0.0456,0.0183,0.2094,2.0477,0.1297,0.0044,0.0669,0.0673,0.0256,10.0868,0.1765,0.0992,0.0816,0.388,0.2407,0.407,0.3134,0.2823,0.321,1.0969,0.3043,0.1286,0.0,0.6581,0.056,0.0086,0.0132,0.0006,1.1795,0.1771,0.002,0.0054,0.0253,0.1243,0.0553,0.0133,0.0145,0.0505,0.0261,0.0088,0.0347,0.0525,0.0214,0.0053,0.0073,0.0243,0.0231,0.0607,0.293,0.0212,0.0059,0.038,0.0054,0.0048,1.6202,0.0113,0.0306,0.0042,0.0051,0.0019,0.1024,0.0284,0.0673,0.0587,0.0267,0.0163,0.0535,0.0,0.124,0.0,0.0032,0.004,0.0002,3.5178,0.0174,0.0053,0.0152,0.0153,0.097,0.014,0.0233,0.0179,0.0267,0.0205,0.0176,0.0209,0.0458,0.1717,0.0069,0.0175,0.0112,0.0059,0.122,0.1569,0.0359,0.0025,0.0016,0.1205,0.0006,1.1747,0.0099,0.0019,0.0017,0.0189,0.0075,0.0619,0.0148,0.0685,0.0455,0.5215,0.0091,0.0155,0.0,1553.2971,28.8285,3.9874,10.7193,2.1502,6845.3808,292.7806,1.1878,34.2771,3.0779,63.109,2.3053,14.3049,12.3412,13.6035,14.7819,30.9457,10.3654,8.5009,21.4292,1.7098,9.6743,4.0396,1.2737,24.0932,181.7169,49.8601,0.6527,4.3549,6.5432,0.1129,727.8031,12.2856,3.4843,7.3836,10.7141,5.5521,23.825,29.8246,15.4537,27.8028,56.3293,41.9855,13.994,0.0,45.06,0.0016,0.2992,0.0651,0.0355,222.7016,2.447,0.1234,2.9875,0.5883,3.4517,1.6224,0.6669,0.4661,1.2804,1.303,0.777,0.6956,1.7361,5.804,0.678,0.5273,0.3148,0.0649,1.8124,10.8835,0.4999,0.457,1.791,0.1045,0.1186,99.4968,0.6169,0.1432,0.1085,0.0727,0.074,1.6063,0.254,51.7213,37.5938,26.8609,8.5229,3.8897,0.0,195.4402000000023
MEX_C13T15,1.2403,1.4428,0.0882,0.2408,0.0199,0.3724,28.1214,0.0996,1.1864,0.0108,0.4315,0.0164,2.8217,0.0303,0.0379,0.0659,0.0974,0.2408,0.096,4.5239,0.0962,5.7768,0.0482,0.0166,6.005,2.7698,0.2822,0.1156,0.0073,0.1756,0.079,1.4638,0.0919,0.0317,0.039,0.0871,0.0734,0.3789,0.1283,1.7047,0.457,5.2962,0.1214,0.5991,0.0,0.0286,0.003,0.0327,0.0168,0.0007,0.0238,6.294,0.0325,0.1955,0.003,0.182,0.0338,0.2431,0.0932,0.0253,0.0246,0.0252,0.015,0.1051,0.0532,0.0055,0.3989,0.0091,0.0113,0.0829,0.1299,0.0165,0.0034,0.0022,0.02,0.0047,0.0135,0.0085,0.0076,0.0025,0.0086,0.0052,0.0813,0.035,0.1968,0.0232,0.0298,0.0015,0.1109,0.0,0.0229,0.0109,0.0013,0.0016,0.0002,0.0244,2.7538,0.0069,0.0197,0.006,0.057,0.105,0.219,0.0098,0.0112,0.0511,0.0477,0.037,0.0889,0.6203,0.0426,0.4502,0.0078,0.0061,0.2034,0.182,0.0143,0.0016,0.0004,0.0268,0.0227,0.0608,0.0071,0.0012,0.003,0.0215,0.0058,0.0419,0.0164,0.0521,0.009,0.1206,0.0167,0.0136,0.0,52.2303,9.6698,0.6547,2.3288,0.7614,161.7703,5123.5554,3.1197,239.6981,4.7332,36.3801,0.1157,111.7164,58.0261,43.6052,63.7057,199.1731,55.1677,33.2338,1504.3144,24.2887,426.9076,6.1109,4.2949,38.4937,437.1262,148.7131,21.5043,13.7549,16.4828,1.9803,112.3998,39.0078,2.2874,2.989,5.4667,15.0223,25.7994,71.6609,149.2096,17.4203,53.8646,32.1553,25.9217,0.0,5.2266,0.3515,0.1622,0.0667,0.0215,2.4209,589.7575,10.2553,51.3882,0.0819,0.4963,0.1011,25.1954,3.0804,0.1926,2.09,1.0991,0.3102,9.2961,106.186,8.4159,79.8101,0.0464,4.6234,47.4332,70.6095,0.6153,2.5436,0.0118,0.1546,1.8219,35.5123,5.4726,46.8128,0.2462,0.0674,0.545,3.8551,13.216,82.364,23.2939,74.2666,6.8428,49.5215,0.0,82.74130000000125
MEX_C16,0.0224,0.0071,0.0341,0.0041,0.0071,0.02,0.0146,0.3362,0.2621,0.0026,0.0121,0.0034,0.0207,0.01,0.0181,0.0294,0.0099,0.0078,0.0169,0.0605,0.008,0.1865,0.0055,0.0026,0.4882,0.0448,0.0093,0.0011,0.0008,0.0103,0.0032,0.0045,0.0075,0.0076,0.0099,0.014,0.009,0.0292,0.0277,0.0288,0.0164,0.0442,0.0149,0.0199,0.0,0.0004,0.0,0.0003,0.0002,0.0,0.0003,0.0022,0.0011,0.0003,0.0001,0.0005,0.0001,0.0006,0.0004,0.0007,0.0004,0.0004,0.0005,0.0006,0.0003,0.0001,0.0007,0.0001,0.0001,0.0021,0.0006,0.0003,0.0001,0.0,0.0,0.0,0.0002,0.0,0.0,0.0001,0.0001,0.0001,0.0004,0.0001,0.0005,0.0003,0.0001,0.0,0.0001,0.0,0.0015,0.0,0.0002,0.0002,0.0,0.005,0.0014,0.0501,0.0031,0.0007,0.0043,0.0004,0.0027,0.0017,0.0015,0.0073,0.003,0.0028,0.009,0.0139,0.0039,0.0392,0.002,0.0018,0.088,0.0076,0.0016,0.0,0.0,0.0037,0.0002,0.0012,0.0008,0.0007,0.0002,0.0023,0.0059,0.0056,0.0021,0.0037,0.0034,0.0025,0.0008,0.0115,0.0,24.0202,0.1364,5.457,44.6462,36.8443,23.1244,22.2928,360.46,18.7442,0.984,13.3594,0.0474,10.4787,64.2374,17.6841,38.0054,309.9956,37.0466,17.5578,61.806,48.4488,723.4254,0.085,0.2928,748.0655,1232.3075,1.5164,0.0824,2.9768,2.6645,0.819,0.9509,0.706,0.712,0.2312,0.9201,4.2878,1.0714,1.3852,0.7462,0.5111,5.1088,0.3105,1.5093,0.0,0.5152,0.0283,0.0533,0.0107,0.0328,0.354,0.3271,34.4684,7.2302,0.0137,0.4512,0.028,2.4712,0.6866,0.3162,0.9483,0.6667,0.462,1.5442,3.1632,0.2315,13.1779,0.0098,0.0231,67.7704,3.2675,1.3122,0.004,0.0024,0.0606,0.1325,1.2866,2.3214,0.8708,1.0525,0.1027,2.0262,0.3907,0.5932,1.5244,2.2952,2.1094,0.1644,0.6304,0.0,1.9152999999999851
MEX_C17_18,0.1308,0.05,0.0899,0.037,0.0172,2.3147,0.1796,0.2704,12.0164,0.0943,0.4809,0.1528,0.3673,0.3108,0.0674,0.1946,0.3422,0.2086,0.1009,0.7524,0.0586,0.8252,0.0413,0.0303,0.7967,1.7111,0.0815,0.0093,0.0154,0.0851,0.0586,0.3765,1.8429,0.6161,0.1404,0.6103,0.0983,0.2593,0.1791,0.0934,0.1804,0.3726,0.3196,0.1872,0.0,0.0043,0.0006,0.0036,0.0029,0.0001,0.0283,0.0217,0.004,0.1178,0.0012,0.0159,0.0061,0.0092,0.0343,0.0095,0.0056,0.0602,0.0181,0.0121,0.0064,0.0012,0.0114,0.0034,0.0025,0.011,0.0543,0.0062,0.0017,0.0008,0.001,0.005,0.0017,0.0159,0.0047,0.0213,0.0155,0.0034,0.0478,0.008,0.0285,0.0277,0.0027,0.0005,0.0051,0.0,0.0059,0.0002,0.0016,0.0061,0.0001,0.2253,0.041,0.0104,0.8712,0.0134,0.1098,0.0193,0.0376,0.0245,0.0219,0.0366,0.0668,0.0527,0.0809,0.1789,0.0054,0.0551,0.0135,0.011,0.044,0.3516,0.0267,0.0005,0.0011,0.0582,0.0229,0.0258,0.2596,0.0396,0.0095,0.0594,0.0089,0.1025,0.0486,0.0621,0.0479,0.0319,0.0041,0.0127,0.0,45.0986,0.4968,0.7636,0.6483,0.5534,732.6098,200.461,6.7668,2291.8896,6.5124,164.2285,0.5139,144.2793,271.234,31.2814,117.7027,427.3008,159.5053,66.3806,244.5355,19.4641,215.1368,5.1914,3.1758,52.6992,367.4638,194.1896,20.3691,10.7563,159.8178,43.6696,178.1127,143.2081,12.798,9.1911,116.0124,448.4395,443.3369,532.3991,280.2892,111.6813,81.8202,50.9344,62.7897,0.0,1.0392,0.0018,0.346,0.213,0.0546,47.0905,7.1475,1.4167,145.6586,0.2258,12.4953,4.6763,9.1314,4.6239,2.7108,4.4773,9.2373,3.553,6.1119,9.6143,1.7085,7.8576,0.2602,0.4994,10.3598,35.7396,1.7446,0.0336,0.1472,3.5769,3.3181,10.6892,53.4541,2.6311,6.6538,18.4339,0.5016,29.4941,14.4469,50.5308,29.8981,23.566,4.079,7.0644,0.0,86.09470000000067
MEX_C19,2.743,0.7346,1.2765,0.7765,0.7515,0.3109,0.0766,0.3528,1.097,3.6492,8.731,0.0333,0.3029,0.3445,0.5965,0.1874,0.051,0.0425,0.1486,0.5139,0.0632,0.633,0.5322,0.5033,5.9721,7.6512,11.8276,1.1109,5.8635,0.2909,0.6582,0.3262,0.1301,0.2977,0.0129,0.7553,0.6493,0.4026,1.3399,1.5716,0.7775,0.6637,0.1278,0.3992,0.0,0.072,0.0005,0.0089,0.0098,0.0009,0.013,0.0554,0.0094,0.0255,0.0049,0.1913,0.0081,0.0939,0.0277,0.0173,0.0083,0.0217,0.0238,0.012,0.0074,0.0019,0.0084,0.0026,0.0033,0.0432,0.0076,0.0034,0.0022,0.0005,0.0022,0.0001,0.0015,0.0016,0.0004,0.0005,0.0023,0.0008,0.0071,0.0023,0.0061,0.0034,0.0104,0.0001,0.0031,0.0,0.131,0.0005,0.0025,0.0086,0.0014,0.1012,0.0403,0.0309,0.0559,0.2753,0.4449,0.0159,0.1141,0.0519,0.1732,0.0441,0.0333,0.0337,0.056,0.132,0.0064,0.0303,0.0833,0.0287,0.2403,0.2601,0.2711,0.0453,0.1,0.186,0.0236,0.0188,0.0225,0.0096,0.0078,0.0108,0.0059,0.0575,0.0367,0.0914,0.0662,0.0979,0.0156,0.0326,0.0,342.7424,93.7374,117.3993,226.2976,47.4012,523.3602,96.8687,20.9465,136.2001,79.0557,333.7573,0.3854,99.052,427.6401,321.9097,75.1134,39.7963,53.0901,31.7524,96.4499,10.8461,95.553,400.8173,36.8965,586.2785,77.3487,5239.3729,17.3747,459.2576,49.8149,21.8071,299.4191,17.8838,211.6125,2.2857,12.8281,90.7916,96.5268,79.0725,377.1193,23.3228,65.8805,20.2028,49.2657,0.0,13.9796,0.2779,7.0629,2.5549,0.998,4.8752,1.5207,1.4719,8.9641,8.2192,30.8237,1.0822,3.9574,5.8081,4.7589,3.6776,2.6518,2.1127,3.6921,2.8482,0.6057,1.7851,55.1209,3.3812,43.5806,9.2612,24.6311,3.2055,33.3825,1.9792,10.6076,5.4835,1.5078,0.9495,1.5014,11.5916,2.6164,3.909,12.9355,92.9718,32.3833,3.2942,1.7552,2.6172,0.0,45.66040000000064
