,CAN_A01_02,CAN_A03,CAN_B05_06,CAN_B07_08,CAN_B09,CAN_C10T12,CAN_C13T15,CAN_C16,CAN_C17_18,CAN_C19,CAN_C20,CAN_C21,CAN_C22,CAN_C23,CAN_C24,CAN_C25,CAN_C26,CAN_C27,CAN_C28,CAN_C29,CAN_C30,CAN_C31T33,CAN_D,CAN_E,CAN_F,CAN_G,CAN_H49,CAN_H50,CAN_H51,CAN_H52,CAN_H53,CAN_I,CAN_J58T60,CAN_J61,CAN_J62_63,CAN_K,CAN_L,CAN_M,CAN_N,CAN_O,CAN_P,CAN_Q,CAN_R,CAN_S,CAN_T,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T,MEX_A01_02,MEX_A03,MEX_B05_06,MEX_B07_08,MEX_B09,MEX_C10T12,MEX_C13T15,MEX_C16,MEX_C17_18,MEX_C19,MEX_C20,MEX_C21,MEX_C22,MEX_C23,MEX_C24,MEX_C25,MEX_C26,MEX_C27,MEX_C28,MEX_C29,MEX_C30,MEX_C31T33,MEX_D,MEX_E,MEX_F,MEX_G,MEX_H49,MEX_H50,MEX_H51,MEX_H52,MEX_H53,MEX_I,MEX_J58T60,MEX_J61,MEX_J62_63,MEX_K,MEX_L,MEX_M,MEX_N,MEX_O,MEX_P,MEX_Q,MEX_R,MEX_S,MEX_T,USA_A01_02,USA_A03,USA_B05_06,USA_B07_08,USA_B09,USA_C10T12,USA_C13T15,USA_C16,USA_C17_18,USA_C19,USA_C20,USA_C21,USA_C22,USA_C23,USA_C24,USA_C25,USA_C26,USA_C27,USA_C28,USA_C29,USA_C30,USA_C31T33,USA_D,USA_E,USA_F,USA_G,USA_H49,USA_H50,USA_H51,USA_H52,USA_H53,USA_I,USA_J58T60,USA_J61,USA_J62_63,USA_K,USA_L,USA_M,USA_N,USA_O,USA_P,USA_Q,USA_R,USA_S,USA_T,Mundo
CHN_C24,3.5022,0.1096,27.1496,4.8155,9.911,0.4143,0.2149,0.7316,1.1295,0.005,3.7946,0.0157,3.2769,1.7932,468.0616,108.7961,1.1579,18.0749,58.566,54.5986,5.9996,44.2447,0.079,0.0375,33.6262,1.2375,0.1378,0.0728,0.0002,0.9468,0.0069,0.0653,0.223,0.021,0.0,0.03,0.0072,0.6318,0.8316,0.0237,0.6787,2.2755,0.1338,0.4885,0.0,460.5633,168.6034,22583.2426,3379.5632,2520.196,479.4401,731.2644,368.0244,12784.0236,285.8544,12472.6922,189.8539,5661.5079,30248.9522,514813.7389,248609.4394,48660.8768,182393.3923,171699.2134,76279.8757,24625.2094,22007.3204,699.8059,1681.8231,425798.388,821.179,780.6795,195.9886,118.9024,81.4574,4.5073,17.6656,19.7589,7.3923,3.9971,29.1214,254.414,808.5834,25.3471,0.2466,89.2972,1.1051,0.4393,27.6127,0.0,0.5265,0.0,0.9692,0.3059,0.0433,3.8207,0.1797,0.5305,3.0512,0.4095,33.7107,2.549,7.1028,1.9384,433.5319,187.5299,32.9598,82.8639,139.3133,162.4382,13.6679,49.9713,5.1107,0.8489,58.354,8.1736,2.2739,0.0232,0.0318,1.6756,0.2123,0.0108,0.1887,0.5269,0.105,0.0,0.0112,2.2953,0.638,1.2992,0.0495,0.0221,0.039,0.2609,0.0,1.6835,0.0097,0.3249,0.2345,0.7106,0.2542,0.1606,0.0324,2.0752,0.1695,1.0804,0.0364,2.9928,4.1713,197.7192,159.1503,40.8436,135.2653,62.2594,271.4963,20.6814,24.0349,1.5879,0.4602,73.0972,2.9483,0.0378,0.0,0.1471,0.6698,0.0084,0.3134,0.1691,0.0097,0.3007,0.0,0.3892,0.1921,0.6646,0.4501,0.0093,0.0929,0.011,0.3373,0.0,0.7275,0.0,56.9302,3.0175,1.8006,19.1277,0.7983,2.7269,4.0133,0.0,4.1427,0.0,7.5866,7.7232,446.7425,446.9433,18.2564,56.6802,186.4899,201.7889,44.0631,44.4525,1.8743,2.9366,80.235,11.2001,5.2841,0.0,0.0052,1.9784,0.0574,0.817,13.0744,4.163,4.2946,0.007,11.5682,11.7681,5.3741,8.9,0.9519,1.6455,0.7926,2.7505,0.0,49754.97450000002
CHN_C25,25.7483,3.8126,45.6925,17.3454,4.652,86.5119,1.3637,30.2603,8.1246,4.3583,10.7793,2.2407,29.7061,24.1482,37.2343,335.0132,32.4402,44.4972,106.576,144.4612,21.5704,75.8099,4.2557,12.17,1762.8851,33.1285,8.2548,0.8567,0.6776,16.2867,2.738,13.5464,9.545,11.8146,23.2562,21.6439,62.0392,67.6019,99.1964,58.9153,30.3046,73.9387,5.9908,25.2731,0.0,1706.0372,199.9936,14752.9258,10855.6058,1013.814,3967.6326,2533.3699,2424.5494,1567.8432,530.1053,4610.1898,1347.0043,7354.7438,21634.0508,4852.6385,125672.3903,24785.0347,35721.2901,81553.8472,25506.5202,14198.0876,10839.7151,3106.5736,3432.8997,163296.6011,10705.8704,581.242,434.3939,53.5536,1632.3388,111.1504,322.6502,26.419,235.6131,207.7458,55.1036,478.3182,32163.5617,1553.0772,1012.6823,1276.2124,71.1012,32.759,592.4196,0.0,8.5467,0.4294,2.8589,1.0746,0.2027,22.6194,10.1751,6.444,2.308,4.9945,18.6586,11.2972,37.6599,8.6039,24.3185,663.755,47.0809,83.2751,417.5187,438.7672,143.4385,154.7017,18.0624,28.7042,554.6437,61.9961,7.6976,0.5931,0.0414,10.3898,1.6502,3.2064,0.7278,2.0688,0.4832,0.6794,6.6518,4.9822,26.1479,19.0624,1.914,3.82,0.6834,3.2635,0.0,30.7851,0.0009,32.3278,22.3175,33.4881,95.2039,4.4264,1.2339,1.4359,14.7649,12.1976,0.3521,25.68,10.155,176.1929,281.5157,127.097,134.0202,127.7193,1009.7868,20.0129,44.2566,4.997,17.4469,533.1133,53.9926,4.2578,0.0,0.316,13.9654,0.1627,7.7385,8.213,4.2676,0.0003,0.0176,6.8518,1.6325,18.0089,9.2372,9.2858,7.1324,1.0525,8.179,0.0,79.1009,0.3457,77.3178,19.2249,19.8414,499.1346,28.4545,83.6932,196.42,10.4877,236.4626,3.903,196.9549,107.0244,257.528,1381.355,144.4042,274.204,616.1068,2083.0041,244.4986,266.3078,6.3025,67.8621,3313.5613,251.1887,60.3106,28.8502,3.551,38.8882,25.8154,119.0737,50.9142,179.2822,98.9029,21.7838,91.4035,223.9321,126.1777,421.8469,43.5356,112.1551,11.5108,74.2631,0.0,49418.59930000003
CHN_C26,12.2168,9.4452,120.82,5.7228,110.6396,12.8224,0.6577,3.6226,14.5794,2.99,4.9031,2.7138,6.3995,2.6818,5.3189,14.6234,1012.832,178.7738,244.5467,502.207,54.9001,46.8728,9.3589,19.0194,641.3618,64.1356,34.4942,5.8213,0.6104,25.8761,9.1572,7.5989,257.8147,1414.8574,299.187,41.902,16.4751,275.6435,68.1786,233.2199,236.4587,740.7111,27.911,22.8935,0.0,434.6261,102.1279,4337.7235,290.1973,492.7594,620.5176,313.0443,46.3896,530.392,969.207,1108.7053,410.5603,1335.4194,1177.1598,1307.9111,5603.5111,590841.0833,52078.6656,47781.7954,15598.1565,9880.5045,4452.9166,17847.0399,2414.6736,12643.351,35890.3797,2296.1484,451.2135,1000.0183,1826.9663,144.7506,806.6206,892.7561,9370.2209,19360.2505,561.9134,131.7457,56806.9702,903.2771,3474.2416,5258.131,10124.2904,191.2661,1766.1563,0.0,1.514,0.2465,0.2679,0.7314,0.1572,26.0869,5.3629,1.3064,91.4201,6.7658,43.0987,135.9446,23.0358,11.006,42.3774,120.6869,4598.1217,1572.638,1189.6837,538.4922,89.0313,1488.8994,406.3066,69.2785,81.9142,708.833,18.2715,7.1236,0.9956,28.4336,48.219,18.4311,130.222,570.585,235.0223,96.7866,5.3977,598.3872,228.3958,778.8814,130.9099,251.5791,132.5373,112.5718,0.0,1.3422,0.6033,3.6923,19.8701,7.3025,18.73,8.0338,2.8154,22.7131,7.6924,20.5522,9.4539,19.3334,12.0272,35.8175,50.4197,17853.2877,309.7243,105.3159,1316.2059,16.682,246.7109,13.3431,15.6654,110.4403,159.7926,1.3101,0.0001,3.1761,193.266,1.5495,26.1601,45.4189,672.6758,58.787,8.7972,52.2956,55.7441,65.4384,81.3976,39.4302,36.1149,3.708,5.7309,0.0,7.9045,0.0,4.0685,1.1899,7.8267,424.7571,135.8626,148.4364,594.8907,27.6625,896.5242,4.4324,453.6597,297.4905,492.4897,1046.2891,5064.7795,939.6824,1375.4548,3698.3179,1276.3398,656.7084,12.748,94.406,968.452,3194.473,43.4559,0.1766,1.2415,50.3982,0.125,30.4446,991.1924,3040.5488,1982.4874,347.1614,167.4831,3216.4801,640.6416,5633.1762,366.7198,1722.7354,20.5722,590.4462,0.0,160602.84909999976
CHN_C27,45.5373,4.2384,25.5076,25.9142,22.803,20.4075,0.5246,24.2522,13.933,9.576,6.958,2.4106,7.0269,8.7344,78.4021,44.8332,77.9336,254.073,55.0599,219.1772,48.5366,14.0127,24.159,17.6233,1571.0092,97.6336,31.7471,6.1619,0.5169,21.8188,5.6335,8.4669,24.751,61.1756,60.7414,31.651,94.0754,92.1821,170.2877,20.5086,65.5682,151.4382,9.7088,40.2609,0.0,367.8816,77.9762,2405.5558,2446.3261,178.2433,686.1031,521.8769,124.6587,295.2584,202.398,1096.8559,138.3712,1650.0366,1823.1954,1242.7655,7785.8192,72470.8251,145431.801,62100.1796,20371.5545,23739.9947,4072.8189,55948.5039,867.1856,114041.4214,33095.3626,2300.9029,77.3092,1690.4107,1506.7486,272.4839,448.2841,360.5112,5291.8942,2932.3132,66.9308,22.791,23502.6988,651.5987,1808.9221,108.7743,361.4316,22.9478,547.665,0.0,11.3381,0.0,1.3938,0.4938,0.1085,10.2939,2.7937,1.0076,6.095,1.9272,16.1115,3.5181,16.8789,12.1402,30.3228,63.7265,192.6932,1655.9243,775.7406,513.7692,42.7048,265.2306,365.9326,10.3033,1495.9296,77.0102,29.4456,0.333,0.1396,17.7845,5.3324,57.7182,0.9924,25.1441,3.178,1.5149,3.1871,8.2084,39.0486,31.4443,3.5085,14.666,4.3092,60.3249,0.0,27.5481,1.4384,16.1506,48.9604,10.1255,9.4097,3.1996,10.5256,1.6481,5.4238,6.1445,1.4827,35.9162,12.2824,55.6458,69.4965,1149.285,1138.7818,202.7525,1599.6492,26.0569,91.9914,189.1748,4.4667,520.5593,140.936,49.5682,0.0002,4.4121,1.2167,2.6409,7.007,15.4942,71.1241,0.2298,0.4459,66.1268,5.2224,10.3251,8.5688,5.615,3.9205,0.909,3.2705,0.0,424.6363,0.0041,17.8654,5.1796,40.523,143.1847,9.8284,301.8467,90.708,2.1105,130.0976,2.3955,213.5044,47.3858,323.9434,384.602,275.966,1658.8876,2169.2658,1066.929,174.648,214.9946,1.7457,121.9478,6908.0684,450.8226,48.7481,2.3517,0.0598,23.0001,0.2679,124.5899,2.3319,938.5231,223.8131,26.1045,195.632,692.2325,350.7075,1081.2902,219.3194,262.5935,43.1206,694.8994,0.0,84767.49439999985
CHN_C28,44.3365,6.6952,309.1804,89.2705,41.7738,37.0362,1.3382,21.8437,19.0675,11.8953,10.6841,2.5352,13.5825,14.1763,37.3712,62.9038,5.5286,5.5021,395.7265,47.4345,13.19,23.0197,17.8835,8.8123,630.1726,27.2416,5.5108,1.5967,0.2744,17.3323,5.0098,14.9382,47.7238,7.3557,14.9063,13.5724,40.5831,43.765,72.2023,48.1801,19.6262,55.6775,25.9427,21.9546,0.0,15825.6841,5390.0214,35361.9529,20316.6435,3247.2408,2056.72,3061.7254,1383.3885,3050.0292,3651.0904,10419.9503,883.7848,3331.9466,18533.6814,25079.2523,33118.3486,39871.7843,31810.3742,227653.3869,29362.6671,12907.4092,4353.0942,1426.1147,1583.8456,47632.6024,1158.5857,2198.2588,3796.6797,2006.2843,4708.1518,302.8582,382.8688,18.4811,413.2721,66.9865,1001.0958,124.4687,1097.2544,178.3987,155.1625,490.1891,135.1212,14.0047,64.4089,0.0,79.3313,0.0671,7.1582,2.3096,0.3817,41.7286,7.9598,0.2501,9.7886,3.3246,13.9022,3.7995,13.0399,10.5341,18.2921,98.3003,30.5108,81.7282,1756.1725,433.7219,65.1355,115.5516,28.6724,23.4655,163.165,52.5849,4.1907,9.7114,0.0937,4.1529,1.8584,6.8,0.4197,3.1259,3.5974,2.3948,33.8868,10.6781,12.5883,14.8202,2.3669,18.2882,0.5987,4.0424,0.0,14.7309,0.8136,40.5627,29.6641,30.4877,80.3202,21.9547,2.1491,16.1981,12.5798,9.9667,2.9223,18.7697,16.2695,45.1094,38.4388,341.6554,118.6901,557.3121,798.475,29.6765,74.6631,3.8187,4.8754,210.7147,135.0819,180.1075,9.2555,2.4012,62.3132,0.3462,1.8724,1.6364,1.1629,2.098,0.0113,2.1229,0.7605,11.6016,9.8866,0.8449,2.3713,0.824,9.4843,0.0,188.8269,0.0,500.9731,160.6124,158.8601,197.9136,1.3742,24.2553,101.8511,0.2579,160.3019,0.1607,100.1141,15.3414,64.3131,179.6853,24.7104,53.3594,1464.2521,1163.3854,140.947,308.53,68.5066,160.5679,2552.6051,248.5744,14.2453,0.5182,0.1065,194.4428,2.642,48.7105,43.146,126.1049,115.1038,34.4677,16.6394,136.5812,181.4486,241.8828,222.0268,69.0435,5.372,81.5636,0.0,43837.08730000003
CHN_C29,8.8766,0.689,12.9063,3.1843,0.4532,1.6813,0.1023,0.9176,1.2527,0.6816,0.5908,0.18,8.0527,0.7336,1.858,7.1472,0.4231,0.0172,3.0727,683.1201,14.0996,8.7625,1.4065,0.1105,5.0419,39.6808,50.0593,0.5806,0.6401,35.6386,10.6462,1.9261,1.7067,0.1392,4.1532,5.3722,3.7937,9.4715,11.3332,28.9218,4.0083,11.2781,3.2715,6.9234,0.0,2301.8617,643.768,505.3532,2533.777,249.6422,186.5932,241.3171,29.6316,197.498,12.3111,481.9849,38.3563,228.858,2942.7147,369.2377,2777.2228,839.9084,1645.4686,22379.9065,281043.5476,1316.5281,414.646,90.0819,1966.0099,1337.6369,30732.9696,83869.1421,169.4378,97.974,6246.2109,2359.0758,442.1056,45.2595,114.9731,77.4436,175.8403,10.688,21306.2918,2843.1478,2281.9006,131.1214,35.372,17.3429,1007.2608,0.0,2.7236,0.0,0.0231,0.0243,0.0037,0.1737,0.032,0.1571,0.1029,0.0195,0.3013,0.3081,0.8057,0.3212,0.1241,2.3843,0.2429,2.8633,52.377,677.6533,0.0168,1.4451,0.8734,1.9857,0.2364,31.7511,12.0021,0.0656,0.0053,7.7913,0.0223,0.0042,0.0347,0.0058,0.0,0.0,0.0,0.9136,0.1341,1.1697,0.0,0.0,0.1067,0.0,0.0,2.2347,0.0405,0.7214,4.1962,1.0021,6.9074,1.1522,0.3426,0.2235,0.1298,1.7659,1.1456,0.9945,1.2989,2.0556,2.3686,1.8592,3.8028,10.4934,1609.4819,5.9071,5.0422,0.8724,1.2518,16.703,33.9897,65.7211,0.0265,0.982,1.2126,0.6299,1.65,1.7856,2.6563,0.1599,0.0149,6.8316,3.2839,5.7992,2.586,1.0192,0.7978,0.3347,2.6822,0.0,14.3456,0.1347,11.8972,6.3935,3.6965,39.8682,0.8386,9.1751,19.5433,0.3598,17.3733,0.3566,7.8291,12.1805,11.3399,18.4978,4.2482,3.6498,177.0279,2258.3952,46.9921,12.3907,0.4511,14.7152,35.2465,495.868,58.1858,0.1395,0.0218,35.5936,10.7612,8.4243,14.1068,3.2624,3.2665,1.0217,0.0,56.3639,108.4886,111.4908,33.9158,35.5534,3.3319,18.4889,0.0,10316.59850000002
CHN_C30,1.1275,3.1579,1.963,0.8266,0.0091,1.6515,0.0703,0.0448,1.165,0.7326,0.6517,0.2024,0.6063,0.9342,1.483,0.0246,0.3442,0.2918,1.9472,0.3282,243.1828,1.3732,0.5826,0.653,0.0226,14.0877,6.2875,0.2652,10.8808,20.8658,3.5032,5.4365,0.9598,0.0545,2.2296,2.6621,2.3174,0.6567,6.6916,11.3564,2.2927,6.7057,10.2299,3.4105,0.0,1278.2431,1709.7534,241.2686,132.9063,6.3597,54.9317,57.8481,57.5318,10.5763,38.086,160.8385,36.4795,27.5737,62.2833,48.5979,67.6315,285.2245,408.007,4857.1117,8886.4958,31807.5313,2526.5009,20.7245,244.1344,1399.3175,13449.6036,8415.9491,12317.8706,2844.5809,519.5821,2667.93,3.6989,0.9881,75.9264,3.9315,16.5122,11.8974,532.0492,163.4865,381.7966,18.0595,124.3771,3.6799,470.7777,0.0,0.5788,0.4755,0.0,0.0396,0.0005,0.0385,0.0131,0.1227,0.0047,0.0652,0.0,0.0,1.0556,0.0,0.2031,0.1102,0.1013,1.9342,0.2485,0.5386,697.2628,73.7853,0.2355,0.0366,0.4051,0.7311,0.616,1.6056,9.3709,0.4697,0.0,0.0319,0.018,0.0,0.0,0.0,0.0,0.9068,6.8594,177.1327,0.0,0.4145,0.4077,0.0,0.0,0.1751,3.2178,0.0,0.3366,0.0,1.1203,0.0058,0.0027,0.0002,0.011,0.1885,0.0001,0.4885,0.0001,24.4168,6.6332,1.9762,7.7746,0.6291,42.4428,302.8234,20.6199,0.0,0.0,3.1011,3.5441,21.9536,0.711,14.1288,0.0,3.2611,0.7038,0.2143,0.0,0.0,0.0,0.0254,3.7953,0.0908,23.5726,0.0002,0.0004,0.0157,0.37,0.0,0.0,0.0541,0.0672,0.0,0.0,0.0,0.0,0.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8446,0.0,0.0,3.2538,3.4643,525.4149,0.0,0.0,1.1221,0.0274,0.1804,14.8195,10.4882,5.9915,7.3952,14.669,0.0,0.0,0.0939,0.0,0.0,0.0,8.4317,1.8546,561.5391,0.0,1.9184,0.1602,0.8269,0.0,10328.264500000021
CHN_C31T33,3.2264,3.858,2.4046,1.3541,0.1655,12.6269,7.709,4.2296,14.8674,1.0351,10.9686,0.7366,27.5815,10.161,4.2273,20.7534,5.3213,0.7739,11.0032,14.3768,9.4089,191.8962,1.0636,2.618,412.5914,12.3657,1.0515,0.1393,1.4193,2.7963,1.5585,5.0237,32.0734,1.8518,6.5486,6.5057,12.8634,22.702,16.4913,213.5042,27.1136,856.1787,51.3179,65.1855,0.0,2485.0676,555.2129,2746.3942,857.9612,242.7089,1653.8771,1819.9058,843.3025,1286.5707,942.501,1490.127,931.3967,544.4008,2410.9488,1939.5482,2376.3895,3766.0793,1865.2087,3543.6958,8736.1841,1938.4564,15046.0854,5628.1804,987.9765,15823.7147,6726.717,1333.894,205.9551,739.4544,355.8219,625.0464,551.8616,506.4905,793.2888,2375.2424,6234.1074,1322.7352,20281.0238,1196.642,11309.9074,5864.0629,559.9192,338.1922,1418.8697,0.0,1.9914,0.0038,1.5383,2.0515,0.0575,4.5515,5.2129,14.1696,3.7265,0.7467,8.0753,1.015,6.5639,3.831,12.5202,20.9489,78.1661,6.5101,27.5195,52.7787,9.5531,338.2007,11.8315,0.5219,16.492,5.4638,7.7944,4.3967,5.6953,0.8907,0.1241,4.9134,0.8705,3.0975,0.1721,2.8371,4.5696,23.8193,3.7596,19.074,11.4872,1151.0855,10.4771,19.1416,0.0,0.0668,0.0177,2.6634,4.5088,2.1267,8.496,20.1867,2.1251,7.8919,0.697,4.8803,1.3594,11.6455,6.1444,3.7732,12.4431,218.1963,15.9935,34.0901,93.1935,0.8681,159.5813,2.0227,2.5467,51.2033,26.4179,2.8078,0.017,0.7857,1.77,0.6021,35.8928,15.4878,0.1317,1.573,19.0298,32.031,70.4648,39.6239,26.3814,31.2988,237.9922,17.8281,8.3038,0.0,7.8387,0.0,3.3189,2.2792,1.271,8.1537,21.8536,17.8582,6.5433,2.26,33.788,0.333,34.6519,11.8795,10.0567,10.1743,70.1391,57.784,187.3992,160.8601,32.0599,720.2462,0.2058,34.0383,1955.5773,452.5088,8.1358,0.0839,0.0794,41.2651,7.6257,82.8115,3.3827,33.602,51.0604,36.4472,522.5837,266.8906,182.8071,928.9283,94.1844,2623.4694,34.6268,136.7631,0.0,34725.4854
CHN_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16176.9432,1482.2241,33403.6321,31247.9489,780.2597,8117.7371,8505.8373,3697.9472,7764.6908,9357.3346,49254.7589,4208.9957,7814.0209,39206.7953,79614.2891,27533.446,13273.0083,9075.2675,16673.7463,6025.075,2261.6988,4068.7715,247980.8626,13142.0812,43503.7879,14838.5574,34385.5412,56.9162,141.9608,818.9857,577.8061,4810.6948,773.3136,4903.041,1760.1306,2078.1034,1959.4187,6103.0947,392.2236,5455.7644,3579.2239,2377.217,205.7391,1444.4715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.9348000000007
CHN_E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3407.7621,473.9112,929.6474,873.1948,27.8521,1711.6257,875.8958,150.074,14158.5971,433.0039,2372.2195,349.8378,3080.3519,2704.8602,73743.2459,7569.2479,1025.7374,740.2436,1131.5012,423.657,293.6243,308.882,4534.9585,44912.2171,4223.8575,1750.8619,733.6071,202.8716,106.77,59.781,41.1264,1099.053,77.6981,238.451,130.32,302.8907,283.0237,795.4952,174.2973,662.1344,691.4147,514.2987,81.7274,209.4851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.1399,43.6429,308.0832,68.7638,6.887,157.3486,162.8354,35.3278,78.6496,39.4698,314.6966,47.7624,93.1875,142.0704,177.4621,135.3952,586.2864,156.1023,405.8838,117.0662,51.5356,118.3714,2479.5776,953.6648,87508.0656,1443.5651,1091.522,3.2649,56.6223,103.7257,131.5545,507.5592,321.3271,466.8634,94.5955,976.136,3915.6287,676.6945,65.6765,5902.815,2446.206,718.077,102.5399,137.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
