,CAN_A01_02,CAN_A03,CAN_B05_06,CAN_B07_08,CAN_B09,CAN_C10T12,CAN_C13T15,CAN_C16,CAN_C17_18,CAN_C19,CAN_C20,CAN_C21,CAN_C22,CAN_C23,CAN_C24,CAN_C25,CAN_C26,CAN_C27,CAN_C28,CAN_C29,CAN_C30,CAN_C31T33,CAN_D,CAN_E,CAN_F,CAN_G,CAN_H49,CAN_H50,CAN_H51,CAN_H52,CAN_H53,CAN_I,CAN_J58T60,CAN_J61,CAN_J62_63,CAN_K,CAN_L,CAN_M,CAN_N,CAN_O,CAN_P,CAN_Q,CAN_R,CAN_S,CAN_T,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T,MEX_A01_02,MEX_A03,MEX_B05_06,MEX_B07_08,MEX_B09,MEX_C10T12,MEX_C13T15,MEX_C16,MEX_C17_18,MEX_C19,MEX_C20,MEX_C21,MEX_C22,MEX_C23,MEX_C24,MEX_C25,MEX_C26,MEX_C27,MEX_C28,MEX_C29,MEX_C30,MEX_C31T33,MEX_D,MEX_E,MEX_F,MEX_G,MEX_H49,MEX_H50,MEX_H51,MEX_H52,MEX_H53,MEX_I,MEX_J58T60,MEX_J61,MEX_J62_63,MEX_K,MEX_L,MEX_M,MEX_N,MEX_O,MEX_P,MEX_Q,MEX_R,MEX_S,MEX_T,USA_A01_02,USA_A03,USA_B05_06,USA_B07_08,USA_B09,USA_C10T12,USA_C13T15,USA_C16,USA_C17_18,USA_C19,USA_C20,USA_C21,USA_C22,USA_C23,USA_C24,USA_C25,USA_C26,USA_C27,USA_C28,USA_C29,USA_C30,USA_C31T33,USA_D,USA_E,USA_F,USA_G,USA_H49,USA_H50,USA_H51,USA_H52,USA_H53,USA_I,USA_J58T60,USA_J61,USA_J62_63,USA_K,USA_L,USA_M,USA_N,USA_O,USA_P,USA_Q,USA_R,USA_S,USA_T,Mundo
DEU_L,0.0029,0.0002,0.0071,0.0017,0.0002,0.002,0.0003,0.0007,0.0011,0.0003,0.0006,0.0004,0.0029,0.0006,0.0007,0.0036,0.0007,0.0003,0.0024,0.1888,0.0043,0.0056,0.0035,0.0019,0.0092,0.101,0.0174,0.0002,0.0004,0.0149,0.0053,0.0136,0.0089,0.0074,0.0321,0.038,0.0356,0.0336,0.0196,0.0453,0.0111,0.0294,0.0067,0.0198,0.0,0.0195,0.0036,0.076,0.0218,0.0071,0.0625,0.0446,0.0111,0.0204,0.0022,0.0366,0.0134,0.0747,0.0687,0.0115,0.0724,0.1465,0.0895,0.225,1.6112,0.0375,0.0953,0.0388,0.1664,0.1123,18.9266,0.8571,0.0129,0.109,0.3807,0.4904,2.1986,0.1497,1.0378,4.1256,5.6872,1.9924,6.6669,0.4092,1.9672,3.3459,0.7733,0.1551,1.5808,0.0,590.4195,0.8927,34.064,39.0845,1.7164,3576.3711,389.4656,500.6555,1000.0614,213.2884,1296.9745,885.8204,1082.2612,955.6826,671.0375,2152.1485,1087.5265,1378.5621,3564.003,5307.0261,432.9949,1560.1048,2944.9225,1157.4273,27122.9656,33724.9064,1112.3676,82.1538,66.6896,2830.1994,824.0973,4909.5636,1607.855,5125.5299,1316.0235,12191.4019,16512.2193,17323.4489,8207.2708,9129.1892,933.7911,7477.9833,888.0802,1983.1136,0.0,0.0007,0.0002,0.0099,0.0023,0.002,0.0513,0.0096,0.001,0.0077,0.0004,0.0065,0.0066,0.0096,0.0078,0.0084,0.013,0.022,0.0107,0.0121,0.371,0.003,0.0385,0.001,0.0011,0.0333,0.2292,0.0435,0.0044,0.0052,0.041,0.0035,0.0166,0.0285,0.0701,0.0115,0.1094,0.217,0.067,0.0505,0.0975,0.0214,0.0445,0.0077,0.037,0.0,0.0514,0.0001,0.0144,0.0029,0.002,0.0379,0.0038,0.0072,0.0256,0.0007,0.0113,0.0164,0.0171,0.0101,0.0091,0.036,0.0284,0.0038,0.0746,0.8473,0.03,0.0211,0.0319,0.0149,0.1936,1.7147,0.057,0.002,0.0003,0.1364,0.0141,0.4533,0.0695,0.0727,0.1231,0.5377,0.6848,0.6546,0.1823,0.3016,0.2712,0.6895,0.0891,0.2519,0.0,345.6698000000008
DEU_M,20.6571,0.1877,20.4614,3.2907,2.2143,4.9265,0.235,0.8601,1.1963,0.9319,1.5002,1.203,1.0528,1.1804,1.7981,1.0977,1.2258,0.5096,1.956,2.9927,3.1381,1.7899,9.6106,1.7089,51.3727,81.0373,2.9869,0.0318,0.3117,2.5877,1.1276,4.9112,11.3795,17.1693,11.6156,41.8989,20.2397,87.9476,29.7752,92.2988,9.9794,10.7121,3.3728,6.3913,0.0,82.508,5.2752,45.1443,28.6411,1.898,35.7167,17.0131,4.8771,14.8322,7.2967,58.2906,30.1929,20.7494,30.2884,30.2358,30.1219,90.0385,36.5209,64.2722,78.1408,13.3353,9.7332,28.0864,7.8236,1073.908,192.7255,18.0463,4.3005,9.3384,9.0334,4.9368,6.8791,3.4412,18.8984,43.0091,48.6737,22.1462,395.5159,3.8848,11.9184,11.6958,3.5857,0.6943,2.2279,0.0,1095.958,2.0119,291.0547,418.5411,19.6506,8115.8606,675.1965,468.8276,1329.2386,1264.3507,5555.1936,4075.5054,2484.4394,2303.6581,1700.2023,2480.4912,3144.8096,4883.5523,10199.9416,10560.1455,1364.4324,3141.7489,4334.9805,5118.4264,6168.7471,16644.9489,3305.0213,134.4687,206.2618,2788.385,659.9486,536.9666,2422.0471,1446.9401,5044.4127,23613.6693,17380.071,80613.0345,18064.1129,7432.3132,1795.3666,3693.0879,986.2837,1401.4993,0.0,1.4666,0.0097,4.1515,2.4707,2.4668,38.0642,2.4877,0.2221,2.2964,0.654,3.4822,7.1293,1.223,1.0457,3.6772,2.5757,2.4337,2.9697,6.7176,18.2902,0.252,2.0349,3.9562,0.7318,3.9615,56.11,3.1295,0.0366,2.1795,5.5731,1.3862,8.9817,13.4701,0.7713,2.2369,27.8453,10.4183,19.2097,12.3348,73.7986,12.323,41.5335,2.8071,0.9762,0.0,5.8215,0.0101,71.7958,16.8726,18.0452,142.1788,13.3789,15.47,35.4201,27.6804,67.1048,53.7694,33.2974,25.8636,31.4447,82.8115,137.3531,11.0166,78.2543,84.4038,36.4047,44.1059,32.9786,32.3344,417.1211,1269.3463,83.0671,8.4104,3.0482,32.2679,17.9301,350.9165,239.2839,190.9365,307.2583,590.2635,455.7022,851.738,437.3499,407.9752,69.6466,460.4677,38.658,74.6348,0.0,39824.49529999995
DEU_N,0.8469,0.027,2.3818,0.348,0.3908,0.9822,0.0602,0.1756,0.2504,0.0649,0.4594,0.3418,0.346,0.2342,0.2512,0.5847,0.2355,0.1234,0.4535,2.146,0.2752,0.6474,0.3622,0.8406,5.3962,11.9394,2.8948,0.0861,0.2954,1.7535,0.6801,1.8305,1.5128,1.4397,3.7126,6.0145,5.5794,5.3907,4.9741,6.4214,2.1454,3.0669,0.9988,1.752,0.0,7.7191,1.3233,32.4148,11.6379,0.6308,25.8898,15.901,14.6746,7.4701,7.6658,12.8385,25.0272,31.1333,20.3029,12.1484,13.7436,26.0759,15.3756,26.2236,27.7143,3.1819,7.5158,9.1662,4.9055,96.6828,158.3122,16.5563,3.6969,8.0207,8.0135,4.1163,8.5061,3.8391,16.086,39.7872,43.456,20.7047,61.6872,23.7826,38.4078,9.0189,2.2975,0.8746,2.7889,0.0,5003.8502,4.5926,199.791,313.2387,14.5052,5930.8861,558.2382,816.6692,1883.2299,590.1788,4214.5789,3671.6439,2049.1429,1974.3204,1472.1726,3321.2031,2524.2822,3044.3594,7196.723,8622.5761,1919.7249,3110.1346,4643.9244,3524.6608,13967.3239,28225.2682,4659.7145,1120.8545,720.5804,7099.9939,1782.9958,2201.4005,4076.9143,2119.9837,2954.332,13837.4277,3669.9456,10393.5265,19391.9322,12067.8909,2843.9374,12029.1592,2037.877,2681.4089,0.0,0.0581,0.0116,0.1297,0.2518,0.6505,0.9718,0.1152,0.0113,0.133,0.0318,0.2715,0.2681,0.2436,0.2136,0.1433,0.2299,0.3229,0.2159,0.1631,2.8038,0.0637,0.1153,0.0359,0.0326,0.9005,2.7544,0.5057,0.0975,0.3617,0.2563,0.1438,0.3341,0.2054,0.2146,0.1312,1.4531,0.2109,0.4733,0.4112,0.7249,0.176,0.2791,0.1118,0.1011,0.0,2.2229,0.0003,2.1656,0.3836,0.9154,2.2454,0.2521,0.1999,1.4372,0.6969,2.0592,1.0528,0.7041,0.7658,1.1731,2.6661,2.0693,0.3127,1.4161,5.5343,1.1659,1.5234,9.9792,1.744,14.6136,50.0978,10.378,0.489,3.21,3.4724,1.66,7.764,10.6258,14.697,30.7235,22.977,16.0185,43.3042,37.5448,11.3359,3.9803,39.2131,1.7127,3.5197,0.0,18609.32660000002
DEU_O,0.0006,0.0,0.0451,0.0066,0.0008,0.0085,0.0005,0.0011,0.0012,0.0005,0.0027,0.0023,0.0012,0.0015,0.0009,0.0024,0.0026,0.0019,0.0038,0.0014,0.0044,0.0049,0.0223,0.0117,0.0186,0.1467,0.0197,0.0001,0.0019,0.0099,0.0118,0.0117,0.0577,0.0626,0.3474,0.3206,0.0338,0.1385,0.0458,0.1821,0.037,0.0344,0.0087,0.0143,0.0,0.0263,0.0001,0.01,0.0124,0.0007,0.0256,0.0222,0.0028,0.0084,0.0025,0.031,0.0153,0.0119,0.0152,0.0176,0.0186,0.304,0.0387,0.0524,0.0228,0.0091,0.0162,0.0452,0.0131,0.2984,0.0968,0.0821,0.0295,0.0235,0.0571,0.0238,0.0155,0.0158,0.1777,0.6024,0.1802,0.0193,0.1593,0.0105,0.2105,0.058,0.0372,0.0019,0.0044,0.0,524.926,2.0099,142.788,133.7047,0.2748,1860.9596,170.8445,238.736,529.7951,244.0393,1397.013,737.8073,562.9783,697.4287,544.4159,636.3155,564.9544,736.3346,932.8167,1629.259,142.9974,490.2348,12842.9393,1146.6099,5769.1719,2250.7603,761.1584,68.1536,45.6667,616.6356,152.3756,532.4882,375.082,228.4503,782.4789,867.0639,2490.8916,9600.2819,2741.7819,9763.8555,527.6679,1247.4138,260.197,925.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.037,0.0014,0.0002,0.018,0.0026,0.0068,0.0134,0.007,0.0074,0.001,0.0125,0.0092,0.0124,0.0268,0.0077,0.0023,0.0206,0.0076,0.0077,0.0135,0.0445,0.0127,0.0458,0.2402,0.0216,0.0002,0.0012,0.0144,0.0039,0.0354,0.1064,0.103,0.3196,0.2722,0.0298,0.868,0.3232,0.6889,0.0628,0.2068,0.013,0.0548,0.0,54.39990000000052
DEU_P,0.001,0.0001,0.0186,0.0028,0.0003,0.0034,0.0002,0.0005,0.0006,0.0003,0.0011,0.0009,0.0012,0.0006,0.0005,0.0015,0.0011,0.0007,0.0017,0.0602,0.0029,0.0027,0.0087,0.0045,0.0076,0.0601,0.012,0.0001,0.0008,0.0069,0.0055,0.0047,0.0224,0.0242,0.1345,0.1243,0.0134,0.0543,0.0187,0.0728,0.0147,0.0143,0.0037,0.0061,0.0,0.0155,0.0012,0.0082,0.0097,0.0008,0.0124,0.01,0.0014,0.0042,0.0016,0.0172,0.0074,0.0066,0.0129,0.0153,0.0146,0.1355,0.0236,0.0683,0.5104,0.0063,0.0075,0.0195,0.009,0.1277,0.0976,0.1807,0.0118,0.0093,0.0331,0.0135,0.0068,0.0062,0.0696,0.2459,0.071,0.0079,0.1091,0.0094,0.0858,0.0287,0.0151,0.0008,0.0035,0.0,33.661,0.9905,1.5781,0.9037,0.1437,200.2754,25.9319,43.0869,3.2054,43.0189,231.5932,200.9835,23.5927,3.8926,3.3148,152.5239,118.378,301.5135,411.0442,1540.5945,106.5097,97.7942,60.6961,37.1129,25.9766,81.7823,134.5094,25.481,55.3697,39.9778,158.2831,1.7782,154.3214,265.8151,933.5014,1670.6991,558.9835,2567.4641,200.509,5571.6233,15926.4999,916.0317,173.5382,431.5443,0.0,0.0002,0.0001,0.0003,0.0003,0.0001,0.0016,0.0001,0.0,0.0,0.0,0.0017,0.014,0.0008,0.0006,0.0001,0.0002,0.0001,0.0003,0.0007,0.1067,0.0004,0.0003,0.0001,0.0001,0.0011,0.0053,0.0044,0.0,0.0001,0.0001,0.0,0.0002,0.0003,0.0002,0.0,0.0008,0.0009,0.002,0.001,0.0017,0.0002,0.0001,0.0001,0.0002,0.0,0.0032,0.0,0.0157,0.0013,0.0005,0.0466,0.0021,0.0118,0.0236,0.0138,0.0106,0.0006,0.0245,0.0154,0.0176,0.0344,0.0037,0.0023,0.0384,0.2752,0.0245,0.0236,0.3271,0.0471,0.026,0.1535,0.0181,0.0001,0.0005,0.03,0.0028,0.0147,0.0495,0.1419,0.2458,0.3079,0.0115,4.9177,0.1376,1.2458,0.0293,0.4505,0.0055,0.086,0.0,164.55340000000163
DEU_Q,0.0072,0.0005,0.0297,0.0052,0.0007,0.0158,0.0026,0.0084,0.0117,0.003,0.0079,0.0027,0.0106,0.0092,0.0083,0.0294,0.0037,0.002,0.0147,0.4425,0.0244,0.02,0.0117,0.0067,0.0182,0.0967,0.0415,0.0004,0.0067,0.0276,0.0124,0.0071,0.0292,0.0298,0.168,0.1555,0.0185,0.0725,0.0292,0.1306,0.0201,0.0237,0.0063,0.0114,0.0,0.0626,0.0105,0.0821,0.0688,0.0112,0.0375,0.0294,0.0036,0.0227,0.0296,0.0964,0.0192,0.0273,0.2379,0.1031,0.0896,0.2336,0.0796,0.4587,3.7324,0.0292,0.0305,0.4557,0.0691,0.4578,0.461,1.2059,0.0313,0.0831,0.1136,0.0446,0.0146,0.0154,0.1012,0.2951,0.0896,0.0132,0.4128,0.0586,0.1755,0.0377,0.0213,0.0018,0.0159,0.0,107.0619,0.0041,1.2049,1.3442,0.1765,24.7061,1.0919,1.2814,3.1739,3.8625,49.3917,35.7624,18.3144,3.6358,20.7785,13.2053,28.2663,23.4331,41.0781,145.9243,4.9123,20.4532,22.0495,24.3897,5.9055,165.8702,8.6637,3.0696,4.5157,6.1441,3.8961,79.3383,14.9288,8.6157,76.1482,32.1642,1.9851,168.0606,46.4548,550.6776,543.7177,18012.4085,307.2642,437.0425,0.0,0.0011,0.0001,0.0004,0.0021,0.0005,0.0037,0.0006,0.0002,0.0001,0.0001,0.0013,0.0046,0.0007,0.0008,0.001,0.0012,0.0009,0.0019,0.0051,0.7838,0.0029,0.0025,0.0004,0.0006,0.0082,0.0175,0.032,0.0,0.0005,0.0006,0.0003,0.0008,0.0009,0.0013,0.0001,0.0003,0.0035,0.0021,0.003,0.0017,0.0005,0.0004,0.0002,0.0013,0.0,0.0177,0.0001,0.028,0.0062,0.0037,0.0865,0.0052,0.0202,0.055,0.017,0.0557,0.0024,0.0353,0.0331,0.0405,0.0647,0.0155,0.0072,0.1782,1.9769,0.0515,0.0364,0.1041,0.0436,0.1598,0.9793,0.0933,0.0005,0.001,0.0594,0.0124,0.1288,0.0754,0.0946,0.225,0.2976,0.0215,1.7798,0.3498,0.7837,0.0896,0.3667,0.0154,0.074,0.0,120.47200000000068
DEU_R,0.089,0.0035,0.0345,0.0154,0.0082,0.1024,0.0127,0.0127,0.0339,0.009,0.0797,0.0747,0.0656,0.0167,0.028,0.0242,0.0345,0.0242,0.0336,0.1897,0.0329,0.0505,0.0091,0.0119,0.2935,0.1687,0.0248,0.0013,0.0032,0.0213,0.0077,0.1461,1.5328,0.1081,0.0856,0.1075,0.1026,0.1027,0.1366,0.8791,0.1218,0.2808,1.6852,0.075,0.0,1.1911,0.1056,0.3888,0.2061,0.0221,0.7069,0.8084,0.1315,0.3076,0.1193,1.6295,0.9964,0.7341,0.3722,0.2623,0.3528,4.1004,1.4749,1.2052,1.9324,0.3423,0.5505,0.6207,0.1429,2.1247,1.0884,0.5555,0.0478,0.0496,0.1438,0.0447,0.2948,0.1351,0.1491,0.3164,0.9708,0.0675,1.4315,0.0861,0.8232,0.345,1.6334,0.5873,0.1106,0.0,16.1515,0.2001,1.869,2.2905,0.0464,333.6009,12.9463,6.386,33.1854,4.0811,28.8754,26.7029,10.8245,5.3121,10.1582,8.3382,11.769,12.3589,26.5202,78.6139,7.8855,19.1643,99.7352,18.9239,89.2854,44.6674,8.7386,3.2329,2.9428,15.5981,18.5874,208.7903,3401.387,72.5705,16.2243,542.5873,84.0303,456.5352,59.7384,5486.5936,997.2141,213.2081,6536.1861,762.7799,0.0,0.0584,0.0008,0.0261,0.0148,0.0064,0.0944,0.0577,0.0029,0.0511,0.0244,0.12,0.0758,0.0831,0.0194,0.0222,0.0283,0.4624,0.1099,0.0466,0.5844,0.009,0.068,0.0293,0.0044,0.1032,0.0589,0.0462,0.0006,0.0025,0.0083,0.0012,0.0221,0.0073,0.0178,0.0016,0.0052,0.021,0.0216,0.0233,0.0253,0.0118,0.1248,0.0047,0.0062,0.0,0.4774,0.0002,0.0816,0.0234,0.0219,0.6315,0.1222,0.0732,0.3161,0.0685,0.9406,1.8519,0.5207,0.1073,0.093,0.2049,0.2079,0.1761,0.3804,1.0888,0.1572,0.2596,0.0611,0.0786,1.2917,1.415,0.1529,0.0053,0.0189,0.0657,0.026,0.5675,4.1019,2.0252,0.4264,0.7834,2.4151,4.1536,1.0021,1.9243,0.5456,2.3137,1.3905,0.5046,0.0,751.3323999999972
DEU_S,0.0326,0.0013,0.0324,0.0086,0.003,0.0283,0.0043,0.0043,0.0115,0.0034,0.0281,0.0252,0.0242,0.0056,0.0104,0.0096,0.0126,0.0088,0.0125,0.1971,0.0148,0.0182,0.0123,0.0065,0.1079,0.0889,0.0262,0.0006,0.0017,0.0167,0.0091,0.0215,0.0337,0.0424,0.1628,0.1489,0.0216,0.0751,0.0344,0.1914,0.0302,0.1055,0.0098,0.0171,0.0,0.4201,0.0375,0.0889,0.0723,0.0089,0.2281,0.2765,0.0435,0.1054,0.0352,0.573,0.3457,0.2558,0.1278,0.0793,0.1266,1.5442,0.5256,0.4944,1.7059,0.1258,0.1938,0.192,0.0544,0.7694,0.4565,0.5207,0.0198,0.0241,0.075,0.0327,0.0994,0.0209,0.1216,0.3379,0.1359,0.0209,0.6103,0.035,0.2444,0.122,0.5855,0.0053,0.0319,0.0,133.3743,3.1809,30.3331,34.0868,0.3777,572.8495,92.7561,43.2989,193.476,118.0319,386.2588,345.1539,138.1963,123.8892,162.8105,171.0813,283.8217,233.8444,322.646,393.3929,47.3497,156.38,387.9708,414.4671,1213.2999,2742.0563,301.9678,37.525,38.2863,613.7623,10.1382,545.4047,253.161,136.1692,362.7691,969.8883,126.0596,3510.9143,535.3904,502.1286,219.9027,2263.3032,672.0389,6113.7636,0.0,0.0208,0.0003,0.0093,0.0058,0.0024,0.0341,0.0204,0.0011,0.018,0.0086,0.0424,0.0266,0.0293,0.007,0.0081,0.0103,0.1626,0.0392,0.0179,0.4379,0.004,0.0246,0.0104,0.0017,0.0386,0.0255,0.0257,0.0002,0.001,0.0031,0.0005,0.0078,0.0026,0.0066,0.0006,0.0018,0.0084,0.008,0.009,0.009,0.0043,0.0439,0.0016,0.0025,0.0,0.1662,0.0001,0.0471,0.0104,0.0077,0.2232,0.0429,0.028,0.1132,0.0218,0.3338,0.6507,0.1786,0.0392,0.0347,0.079,0.0768,0.0632,0.1819,0.9629,0.0678,0.0933,0.018,0.0225,0.4742,0.4489,0.0393,0.0013,0.0024,0.033,0.0096,0.0776,0.0999,0.1132,0.1802,0.128,0.0831,0.5218,0.2499,0.635,0.1096,0.6532,0.0185,0.0838,0.0,91.63780000000051
DEU_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX_A01_02,71.5533,0.0765,0.1252,0.1596,0.004,240.6572,0.0699,37.9486,2.1579,0.0175,8.5653,0.035,2.7014,0.0047,0.008,0.0067,0.0015,0.0097,0.0118,0.0085,0.0023,0.0907,0.3205,0.0254,12.3717,0.996,0.1249,0.0115,0.0001,0.0002,0.0045,12.2566,0.1345,0.0139,0.0,0.0224,0.0545,0.4587,0.0236,0.3248,0.1923,0.5071,0.1889,0.4364,0.0,10.9613,0.4762,0.0564,0.0069,0.0,13.1795,2.5929,3.5158,1.1015,0.0021,0.8421,1.4149,1.4314,0.012,0.0032,0.0122,0.0006,0.0098,0.0102,0.0013,0.0013,0.5872,0.0046,0.0405,1.2226,0.0041,0.0052,0.0002,0.018,0.0014,0.0,0.8989,0.0017,0.0156,0.0,0.0012,0.0037,0.2432,0.0488,0.0003,0.0241,0.0243,0.0035,0.0315,0.0,1.9679,0.0005,0.0058,0.0019,0.0,26.0228,0.0745,0.1183,0.0051,0.0109,0.0185,0.006,0.1613,0.0024,0.0015,0.005,0.0026,0.0032,0.0132,0.0108,0.0018,0.0069,0.0009,0.0117,0.0113,0.557,0.0269,0.0384,0.0004,0.0188,0.0018,0.338,0.0008,0.0026,0.005,0.0111,0.6093,0.0196,0.8075,0.5651,0.0355,0.3136,0.0183,0.0427,0.0,4008.0623,12.537,0.5961,4.2737,4.0074,25011.5664,331.8417,779.8514,16.4525,0.0545,111.4202,55.1724,346.898,46.3705,1.5635,1.2185,16.6428,0.6184,0.2319,3.1979,0.2159,27.4382,2.7342,4.4512,191.4262,898.8402,5.5326,0.3672,0.1265,2.2704,0.5408,269.0763,0.4384,0.0434,0.1112,3.7249,29.5265,2.6758,1.7925,11.8307,24.6237,13.6215,0.5908,1.4121,0.0,1311.5822,0.0285,0.135,0.6086,0.3125,3035.1335,39.3956,20.0019,8.7229,0.0175,81.9928,0.5166,2.1344,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2295,0.0,0.0,45.7565,51.81,0.1544,1.6422,0.0,0.0,0.0,3.6593,0.0,0.0,0.01,0.0082,0.0628,14.5082,21.7159,72.7469,6.1793,0.0014,7.4901,0.5085,0.0,359.7225000000001
MEX_A03,0.0022,0.0001,0.0,0.0,0.0,0.0218,0.0,0.0009,0.0001,0.0,0.0002,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.1025,0.0,0.0,0.0,0.4159,0.0022,0.002,0.0026,0.0,0.0067,0.0005,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0003,0.0001,0.001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.1957,0.0001,0.0003,0.0,0.0,0.0001,0.0103,0.0013,0.0,0.0008,0.0003,0.0,0.0007,0.0,0.0,0.0004,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.1446,21.8496,0.0197,0.0411,0.1771,436.9251,0.6007,0.0421,0.1483,0.0013,0.1369,0.5789,0.0367,0.0197,0.0371,0.0255,0.0226,0.0172,0.0181,0.1254,0.0041,1.0989,0.0073,0.0122,0.4959,14.2239,0.0532,0.0106,0.0769,0.0236,0.0279,15.0008,0.0177,0.0267,0.016,0.0591,0.0811,0.061,0.0299,0.2309,0.0269,1.4852,0.2292,0.0205,0.0,0.2065,0.896,0.0,0.0,0.0,51.0674,0.001,0.0,0.0,0.0,0.0856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0011,4.5627,0.0,0.0475,0.0,0.0,0.0,31.6938,0.0,0.0,0.0,0.0,0.0,1.1052,0.0005,3.783,0.8689,0.0,1.0567,1.0072,0.0,0.6636999999999991
