,CAN_A01_02,CAN_A03,CAN_B05_06,CAN_B07_08,CAN_B09,CAN_C10T12,CAN_C13T15,CAN_C16,CAN_C17_18,CAN_C19,CAN_C20,CAN_C21,CAN_C22,CAN_C23,CAN_C24,CAN_C25,CAN_C26,CAN_C27,CAN_C28,CAN_C29,CAN_C30,CAN_C31T33,CAN_D,CAN_E,CAN_F,CAN_G,CAN_H49,CAN_H50,CAN_H51,CAN_H52,CAN_H53,CAN_I,CAN_J58T60,CAN_J61,CAN_J62_63,CAN_K,CAN_L,CAN_M,CAN_N,CAN_O,CAN_P,CAN_Q,CAN_R,CAN_S,CAN_T,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T,MEX_A01_02,MEX_A03,MEX_B05_06,MEX_B07_08,MEX_B09,MEX_C10T12,MEX_C13T15,MEX_C16,MEX_C17_18,MEX_C19,MEX_C20,MEX_C21,MEX_C22,MEX_C23,MEX_C24,MEX_C25,MEX_C26,MEX_C27,MEX_C28,MEX_C29,MEX_C30,MEX_C31T33,MEX_D,MEX_E,MEX_F,MEX_G,MEX_H49,MEX_H50,MEX_H51,MEX_H52,MEX_H53,MEX_I,MEX_J58T60,MEX_J61,MEX_J62_63,MEX_K,MEX_L,MEX_M,MEX_N,MEX_O,MEX_P,MEX_Q,MEX_R,MEX_S,MEX_T,USA_A01_02,USA_A03,USA_B05_06,USA_B07_08,USA_B09,USA_C10T12,USA_C13T15,USA_C16,USA_C17_18,USA_C19,USA_C20,USA_C21,USA_C22,USA_C23,USA_C24,USA_C25,USA_C26,USA_C27,USA_C28,USA_C29,USA_C30,USA_C31T33,USA_D,USA_E,USA_F,USA_G,USA_H49,USA_H50,USA_H51,USA_H52,USA_H53,USA_I,USA_J58T60,USA_J61,USA_J62_63,USA_K,USA_L,USA_M,USA_N,USA_O,USA_P,USA_Q,USA_R,USA_S,USA_T,Mundo
CAN_H50,35.4767,2.4605,34.3168,0.921,7.7707,70.465,8.3732,19.9619,11.2766,145.0186,54.7146,10.0682,27.0988,16.3516,76.3473,32.8405,25.1925,11.5354,38.2008,101.6276,22.1476,22.8855,10.6566,1.7807,6.8434,36.1088,33.189,1.4272,19.2436,1.5353,3.2869,22.7798,7.5893,17.322,5.1252,16.5667,10.6125,9.1273,10.4574,32.051,7.2632,38.5103,5.9984,7.7879,0.0,1.0017,0.1373,1.0092,1.2942,0.0061,2.4744,1.1427,0.5184,1.0903,0.8221,3.0793,0.2763,0.7623,4.0158,5.0067,1.0269,1.6425,1.6236,2.3864,0.7897,0.2034,0.5381,0.9609,0.2833,3.4387,4.5769,0.2776,4.1503,0.0565,0.6019,0.0321,0.2305,0.0452,0.0703,0.1198,0.0838,0.2935,0.7913,0.1345,0.1277,0.1038,0.1047,0.024,0.0794,0.0,0.3617,0.0943,0.2128,0.557,0.0129,1.4664,0.32,0.0594,0.5167,11.4978,3.5901,0.1225,0.4983,0.7757,4.6081,1.5477,0.8481,0.7028,2.8305,7.2105,0.0592,0.3631,3.559,0.0779,0.3257,17.0895,0.2934,5.4427,0.0444,6.8006,0.0279,0.0889,0.0241,0.0172,0.0215,0.0777,0.0127,0.1276,0.5686,0.2664,0.0997,0.1616,0.0218,0.0323,0.0,0.1227,0.124,0.1956,0.0192,0.0266,0.4439,0.0336,0.0063,0.114,0.0508,0.1661,0.0324,0.0848,0.1554,0.3919,0.0824,0.2252,0.0809,0.049,0.3539,0.0238,0.0593,0.2694,0.0072,1.1461,0.7491,0.2627,0.1467,0.0717,0.113,0.0007,0.0191,0.008,0.008,0.0012,0.0325,0.0077,0.0081,0.0126,0.3037,0.0037,0.0105,0.0039,0.0061,0.0,1.619,0.0098,16.9618,0.2858,0.1612,4.9473,0.309,1.6872,4.5505,149.9579,8.656,0.3963,1.6613,1.1493,5.3159,3.8328,1.1431,1.1806,2.726,4.6171,1.2509,1.9554,30.35,0.2389,7.1373,3.5997,1.4378,0.12,0.6134,0.7787,17.6409,0.8544,0.5294,0.288,0.2019,2.9351,0.4624,21.0376,1.0448,66.114,6.2063,2.3172,0.198,0.4846,0.0,319.8312999999996
CAN_H51,76.4735,7.5966,71.5233,18.6312,18.601,143.8105,16.5906,41.0274,72.2457,266.0776,109.0018,19.9962,52.9987,38.5162,144.9603,67.3381,50.7726,22.7732,75.8003,187.2974,46.0994,46.4419,23.1443,3.4208,314.2545,143.9814,123.7319,11.6905,79.7795,14.3034,33.6682,54.0699,29.5497,41.7422,9.7273,34.6119,30.6244,20.5009,58.9304,103.7802,37.0049,75.6531,13.9166,18.5376,0.0,2.154,0.1469,1.5,0.9951,0.0621,4.4994,2.6343,0.6882,1.5722,0.4753,4.8063,2.7769,1.8092,4.2213,2.9693,2.0893,8.9209,4.8149,8.0652,2.0813,0.8825,1.3837,2.5265,1.2731,11.0287,20.2455,1.3747,0.4593,16.8542,2.2742,7.516,2.0445,1.9009,2.5893,15.8233,9.8595,3.028,32.7957,5.3617,17.0498,12.5795,1.3445,0.6916,0.9498,0.0,0.3622,0.0127,1.5987,0.7425,0.0209,5.0238,1.0752,1.1293,2.6467,12.5597,5.8239,1.6872,2.6064,2.1005,4.0056,3.0902,4.4942,3.0607,6.7863,8.7818,1.1065,2.8794,2.8781,0.9598,3.3186,10.9603,0.8599,0.4463,4.9586,2.1689,3.5916,0.4237,5.7006,0.5971,4.2184,10.4453,0.7596,19.9657,7.69,11.7937,0.7633,1.8754,4.3744,2.2172,0.0,0.099,0.0056,0.1008,0.0278,0.0371,0.6976,0.6745,0.0169,0.207,0.0127,0.1896,0.0534,0.1013,0.1729,0.8611,0.3665,3.5488,0.8154,0.3513,1.685,0.3074,0.4636,0.1745,0.0073,0.2986,0.3806,0.0788,0.0061,2.8135,0.0946,0.0081,0.0305,0.1331,0.113,0.0039,1.6702,0.0711,0.5919,0.741,1.1308,0.1465,0.2027,0.039,0.0465,0.0,1.9542,0.019,18.7455,0.7855,6.5904,22.2634,2.1627,6.5614,17.0941,164.7546,14.3567,1.2111,10.9536,6.9692,14.1545,22.0893,8.2548,2.2674,14.3211,8.3724,4.8463,17.0706,51.8092,8.6634,12.4367,66.0485,47.9874,1.4621,4.5587,32.4812,13.0944,19.9935,20.492,12.9772,57.9945,184.5101,68.8573,90.774,77.9055,180.7292,21.0979,51.7511,6.0633,7.7209,0.0,1324.8178999999964
CAN_H52,130.2381,53.1405,344.4025,83.593,23.8217,744.8515,19.669,325.9594,545.8707,1662.8224,444.6063,40.8496,155.1875,311.2694,481.6818,174.6201,94.4829,44.5148,158.5731,302.9691,194.95,134.6697,37.9671,10.4361,199.6533,1963.3613,2053.9388,168.151,1280.8684,105.1937,147.1523,80.8025,112.3465,24.0226,27.9146,134.1504,85.6902,52.378,95.0791,1012.3639,41.5812,83.7185,47.6389,61.8711,0.0,2.2716,0.1463,0.5938,1.2724,0.0191,2.6627,1.4578,0.6403,2.9078,1.1685,5.8625,0.3934,1.1536,7.5434,7.0913,1.0383,2.0106,1.987,1.7631,1.1949,0.2263,0.6901,1.2318,0.198,28.5787,4.4088,2.6102,1.5428,0.9416,0.8559,0.057,0.6112,0.1432,0.2553,0.3047,0.3239,0.4831,1.4833,0.2371,0.229,0.2326,0.2495,0.0302,0.1416,0.0,0.1818,0.0064,0.7919,0.3308,0.0261,6.1012,0.3643,0.3611,1.8141,49.8532,3.2971,0.3478,1.0665,2.8718,8.4365,1.5032,1.0543,1.1013,2.5565,4.0957,0.2385,0.8797,8.8444,0.2808,1.5928,23.6432,8.2111,9.2567,3.1114,19.128,2.3088,0.6074,0.1666,0.2215,0.1983,0.4709,0.1149,0.7857,0.4367,0.7849,0.5671,0.8769,0.1296,0.1907,0.0,0.4166,0.0054,0.1405,0.0726,0.0824,2.1503,0.1691,0.0305,0.5018,0.0455,0.5902,0.1082,0.2297,0.4509,1.5628,0.4118,1.1577,0.4062,0.2564,5.4397,0.1188,0.29,0.3555,0.0293,1.2408,0.7944,0.4226,0.0036,0.021,0.1069,0.0059,0.0827,0.0243,0.0932,0.0033,0.0637,0.0424,0.0372,0.0563,0.1024,0.0232,0.0511,0.0105,0.033,0.0,9.8338,0.2704,80.5395,3.912,1.1247,26.5076,1.8724,10.482,24.5615,707.2529,42.0153,2.2471,9.2741,7.3842,26.5709,20.0754,7.9911,6.036,21.3918,81.2736,8.4356,11.3758,154.7515,3.307,34.6469,180.64,85.3985,6.3461,47.3437,70.916,17.842,9.0277,7.7538,2.7189,3.6115,2.9676,2.4797,24.8918,11.9439,69.7868,8.8354,11.3377,3.2065,3.5317,0.0,1270.4604999999967
CAN_H53,8.0834,1.0632,63.919,13.3473,9.5235,68.7455,15.9058,12.559,69.4825,33.061,52.5194,18.3842,21.9228,16.955,16.63,41.0748,18.0922,10.8323,39.8737,16.801,9.7527,96.1245,38.9464,17.7704,171.2281,2314.4798,77.1948,3.9105,44.1156,130.8743,161.1204,42.5212,235.2067,191.6209,322.6078,2152.1819,574.7337,408.0484,427.9496,470.9997,148.2525,652.2904,119.549,248.8571,0.0,0.066,0.0048,0.0131,0.0235,0.0006,0.095,0.0512,0.0151,0.1043,0.0219,0.1499,0.0198,0.0399,0.1402,0.1228,0.0241,0.0905,0.0624,0.0515,0.0233,0.0069,0.0209,0.031,0.0065,0.4772,0.1363,0.0522,0.0267,0.0186,0.0222,0.0091,0.03,0.0062,0.0191,0.0205,0.0391,0.0346,0.0668,0.0114,0.0285,0.0171,0.0123,0.0021,0.0063,0.0,0.0697,0.0013,0.0532,0.031,0.0042,0.8889,0.186,0.0547,0.3777,0.9816,1.3382,0.6228,0.4409,0.2192,0.3912,0.9115,1.1692,1.3409,2.0652,1.6205,0.088,0.8104,1.1523,0.3605,0.3987,30.3177,1.6629,0.161,0.1089,1.3311,12.9645,0.7001,1.2695,11.5067,0.5935,4.7595,0.7616,4.3245,1.6565,4.54,0.1502,2.0251,0.487,0.7438,0.0,0.0142,0.0001,0.0043,0.0014,0.0019,0.0679,0.0112,0.0007,0.0195,0.0017,0.0218,0.0053,0.0092,0.0094,0.0265,0.0097,0.0621,0.0138,0.0062,0.0426,0.0037,0.0095,0.0086,0.001,0.0308,0.0193,0.0039,0.0001,0.0007,0.0018,0.0002,0.0047,0.001,0.0089,0.0001,0.0118,0.0037,0.0038,0.0031,0.0164,0.0025,0.0036,0.0011,0.0013,0.0,0.4468,0.005,1.2874,0.1074,0.0262,1.0144,0.1053,0.19,1.5226,11.1855,1.3405,0.1426,0.3157,0.1569,0.6124,0.6661,0.457,1.3371,2.906,0.4444,0.1848,0.9339,3.8608,1.2888,0.9251,142.5671,42.4058,10.271,0.8467,5.1526,4.5738,16.9034,13.611,1.0895,8.7135,41.403,0.9737,20.7586,17.8019,10.3968,4.3478,18.3584,2.1556,8.0252,0.0,344.9314999999982
CAN_I,30.1689,2.9895,59.0635,13.7692,13.6744,121.2072,9.8894,11.8609,23.9011,8.9632,37.6533,18.9163,18.0259,15.5311,11.7167,25.7836,17.3708,13.0716,30.6012,29.3989,23.0111,45.0273,13.5348,14.9934,95.3934,601.1855,32.3337,2.203,67.6736,80.2064,14.2893,99.52,72.2318,52.2478,86.0301,332.3691,172.4984,135.7746,109.2763,106.5032,51.068,296.7828,86.8796,105.2969,0.0,0.3504,0.0236,0.0343,0.035,0.0039,0.5582,0.2584,0.0475,0.3698,0.0258,0.664,0.0806,0.2597,0.1825,0.0868,0.0681,0.6172,0.258,0.1719,0.0764,0.0365,0.0768,0.081,0.0298,0.369,0.3573,0.0733,0.0207,0.0604,0.0685,0.0072,0.1631,0.0268,0.09,0.0845,0.1657,0.1373,0.3044,0.0509,0.0644,0.0557,0.0705,0.0101,0.0338,0.0,0.0662,0.0002,0.0031,0.0056,0.0007,0.1985,0.0171,0.0175,0.0766,0.025,0.1391,0.0355,0.0596,0.0317,0.0378,0.0527,0.083,0.0832,0.1311,0.1613,0.0408,0.0642,0.0719,0.0556,0.1767,0.3877,0.0835,0.0332,0.0462,0.0831,0.0189,0.0602,0.0687,0.0644,0.0596,0.2166,0.0916,0.1976,0.332,0.1394,0.0408,0.1913,0.0317,0.0595,0.0,0.1106,0.0013,0.0299,0.0182,0.0197,0.4621,0.1131,0.0029,0.0787,0.0134,0.1662,0.0434,0.0697,0.0267,0.04,0.0468,0.5329,0.1043,0.0335,0.2293,0.0275,0.0626,0.0425,0.0086,0.1909,0.0983,0.0208,0.0035,0.0176,0.0094,0.0013,0.0415,0.009,0.0178,0.0011,0.0163,0.0177,0.0161,0.0168,0.0263,0.008,0.0233,0.006,0.0096,0.0,2.5809,0.0113,0.4454,0.1731,0.3313,7.329,0.7504,0.3812,3.15,0.2915,5.8476,1.3719,2.1086,0.5374,0.789,1.0643,1.5358,0.6862,1.4727,1.2882,1.0687,1.4259,0.664,0.2196,5.1557,2.6993,1.2581,0.2,0.9923,0.2329,0.262,1.9735,0.8542,0.5946,0.5559,1.5358,0.8095,2.5598,1.2257,5.2531,1.748,4.9842,0.3965,0.6322,0.0,79.88780000000068
CAN_J58T60,47.0503,4.4018,101.0921,23.9948,11.4854,180.3633,20.8063,23.235,69.764,21.7604,54.0331,46.6935,23.9595,30.5582,18.5683,48.5557,39.9881,18.2285,62.9588,32.5864,79.6084,116.6983,69.3971,37.4252,183.6142,1850.0787,47.6505,3.6723,43.392,58.2609,33.2963,323.9146,3241.1521,957.1238,627.1196,1062.1918,221.1149,321.3707,489.1755,580.0525,872.3595,263.2963,230.6293,150.1499,0.0,0.3527,0.0222,0.1432,0.1257,0.0074,1.0019,0.6667,0.1292,0.4473,0.089,1.0186,0.3174,0.4787,0.7326,0.5947,0.2563,1.576,0.7635,0.986,0.3396,0.087,0.2079,0.8015,0.2047,0.8737,1.1944,0.281,0.0394,0.1482,0.095,0.1329,0.5771,0.9517,0.5917,0.6136,0.7958,1.4238,1.5168,0.1457,1.1942,0.6373,0.2719,0.1213,0.0841,0.0,0.0691,0.0005,0.0257,0.033,0.0028,1.6636,0.1209,0.0448,0.3046,0.3341,1.2339,0.5815,0.2902,0.2266,0.3398,0.4998,0.7981,0.6334,0.9768,1.8563,0.1762,0.5376,0.5393,0.7693,0.5563,4.9845,0.6475,0.0458,0.0768,0.6583,0.3278,2.5398,9.391,1.2359,3.7841,3.4017,0.6251,15.6874,3.6226,3.9245,2.754,2.6516,1.3638,0.9027,0.0,0.0933,0.0006,0.107,0.0099,0.01,0.4788,0.1209,0.0036,0.0882,0.0136,0.1781,0.0896,0.0752,0.0357,0.0453,0.0573,0.7093,0.1035,0.0407,0.2493,0.026,0.0995,0.0505,0.0215,0.193,0.2502,0.0315,0.0019,0.0142,0.0185,0.0031,0.1232,0.263,0.0591,0.0041,0.0823,0.2347,0.1648,0.1031,0.2467,0.1303,0.0663,0.0927,0.0355,0.0,2.6554,0.0108,1.9549,0.2744,0.281,8.8096,1.1434,1.0161,4.382,1.6902,6.1835,4.5664,2.7046,1.0378,1.5138,3.0334,4.7865,1.0981,3.7593,1.9027,2.4886,5.6441,4.5089,0.8147,11.4138,57.6509,2.8354,0.9282,1.2327,1.208,0.7559,22.783,298.989,244.7758,17.9389,51.232,4.4543,73.9986,26.2449,78.0693,37.5137,30.5065,7.7574,13.8209,0.0,626.1590999999979
CAN_J61,218.0333,1.8327,153.6158,51.4154,56.6775,108.6025,16.0557,36.1482,64.7986,134.7161,49.1761,37.6957,36.9346,43.9129,59.4783,64.5631,53.3533,22.9507,74.3245,68.0765,59.8121,137.7271,64.8463,52.8364,272.1105,2091.4403,289.0837,4.8421,140.2599,360.5204,79.2624,263.1084,1056.4165,2914.8543,1004.8467,4861.967,930.4932,1149.8319,959.4587,1532.7016,346.9931,2171.638,204.9068,413.7505,0.0,0.5177,0.0578,0.1207,0.0803,0.0045,0.443,0.3507,0.0763,0.1261,0.2314,0.6589,0.1994,0.1779,0.3691,1.9682,0.178,0.953,0.4824,0.6117,0.2157,0.0501,0.1312,0.8178,0.1552,4.0492,1.9033,0.4282,0.3777,0.1004,0.1485,0.1013,0.3472,0.2993,0.8588,1.6728,1.5445,0.79,0.7706,0.1241,0.9982,0.4997,0.5138,0.057,0.0664,0.0,0.0697,0.0006,0.0406,0.0303,0.0032,0.4571,0.0675,0.0756,0.2152,0.1348,0.5043,0.1956,0.237,0.1856,0.1964,0.4226,0.4652,0.449,0.8236,0.9559,0.0938,0.28,0.2716,0.3413,0.6421,2.1093,0.4382,0.0343,0.0635,0.6066,0.9003,0.8922,2.9031,8.9574,1.5089,2.4243,0.653,3.1615,1.3383,1.1888,0.287,1.3012,0.3475,0.48,0.0,0.0092,0.0009,0.0345,0.0125,0.0092,0.0642,0.0133,0.0013,0.0127,0.0043,0.0234,0.0113,0.0113,0.0172,0.009,0.0143,0.0355,0.0115,0.0102,0.039,0.0025,0.018,0.0054,0.004,0.1667,0.1321,0.0451,0.0024,0.0191,0.0162,0.0036,0.0359,0.1028,0.1808,0.0072,0.5106,0.0681,0.1063,0.0745,0.1985,0.0532,0.0501,0.0246,0.018,0.0,0.3683,0.0006,0.9269,0.1594,0.3233,1.1998,0.1817,0.2551,0.6722,0.1491,0.6778,0.9199,0.4586,0.2946,0.472,0.9941,1.3699,0.1871,1.0692,0.488,0.9696,1.0839,1.3289,0.4192,3.221,13.775,1.274,0.1055,0.3377,0.3721,0.3239,6.1981,62.0727,68.9986,5.5558,17.849,2.3482,17.8785,7.3861,25.5449,6.4807,6.7763,1.3642,3.1497,0.0,816.1416999999989
CAN_J62_63,31.4578,2.4315,415.0371,60.7154,13.7191,88.4562,11.2959,23.9095,75.4597,66.5982,50.5791,12.5502,31.1435,35.0677,39.1143,50.0817,30.6704,20.6441,47.6112,64.9933,50.0027,89.7699,316.301,52.8799,175.2407,843.2863,121.3938,2.6904,41.2085,57.5892,88.8862,86.7617,260.8499,652.9821,2699.4507,6442.1951,186.6191,1411.9546,351.196,1597.0463,216.0866,301.3657,105.639,110.5261,0.0,0.4776,0.0218,0.2275,0.2299,0.0304,0.7512,0.6557,0.2118,0.7495,0.1744,1.8747,0.1628,0.5454,1.4899,1.1169,0.5276,4.6981,1.0331,1.2542,0.5044,0.1553,0.4616,0.7326,0.1688,1.1146,1.1077,0.1201,0.0796,0.2463,0.067,0.1092,0.16,0.0895,0.6398,2.2146,1.9498,0.3358,0.6953,0.081,0.327,0.2837,0.3115,0.0486,0.0651,0.0,0.1147,0.0032,0.1954,0.1299,0.0082,2.1418,0.254,0.3017,1.3518,1.0417,3.5951,1.4937,1.0074,0.8652,1.6451,2.8309,3.805,2.7583,5.5725,6.1074,0.8493,1.9094,1.8271,3.3122,2.4192,10.3432,3.2449,0.042,0.3629,5.3883,2.3509,0.7939,6.3585,8.598,32.4535,14.5241,1.392,14.7046,5.442,6.1188,2.9721,7.8452,1.0065,0.9202,0.0,0.156,0.0015,0.064,0.0273,0.0591,0.7124,0.1577,0.0131,0.1399,0.033,0.3292,0.081,0.1518,0.1159,0.3063,0.2682,1.5947,0.2883,0.2659,0.8577,0.1017,0.1637,0.0917,0.018,0.7085,0.2481,0.0813,0.0076,0.0178,0.0263,0.0025,0.0549,0.0204,0.0427,0.0028,0.0281,0.0512,0.0193,0.0374,0.0518,0.0268,0.0426,0.0136,0.0215,0.0,6.8642,0.0224,9.6635,1.3367,1.1145,21.3011,3.4823,6.3624,15.3412,9.1,15.1136,10.9797,10.424,6.1506,14.7084,22.7078,20.6773,4.4116,24.3792,10.6457,16.8646,19.0752,27.7882,5.6654,51.7616,148.4084,10.3521,0.3561,2.3731,3.6974,3.685,31.6303,65.9759,35.6185,100.6251,274.666,11.8124,306.0972,139.5682,532.7876,38.6288,90.5089,12.4132,34.3188,0.0,533.936600000001
CAN_K,2399.2681,131.0053,11207.8524,1605.2177,891.5508,2198.5513,182.8723,636.4392,1166.5456,792.5638,1137.3471,431.7039,478.0635,688.5613,1400.784,1696.0579,548.481,287.5554,694.8321,1058.0985,291.465,1184.7806,1304.4027,387.4351,8369.8379,13935.1388,2179.6703,84.1778,408.7381,1296.8488,222.0201,3518.5175,2019.2545,1237.285,1526.7395,17471.835,16667.8353,3273.9629,3204.6232,2286.2462,309.5083,2901.0426,726.793,1117.3995,0.0,0.6409,0.2288,0.4055,0.2239,0.0935,0.6297,0.5368,0.1458,0.2088,0.3699,0.6456,0.1111,0.2104,0.8116,1.1022,0.2316,0.7504,0.4819,0.6669,0.1738,0.1322,0.2353,2.2179,0.2746,1.6623,2.3254,3.2071,0.189,0.4014,2.0951,0.0272,0.2657,0.0749,0.213,0.3662,26.7476,3.3681,3.1265,0.6243,1.2564,0.1579,0.1926,0.0952,0.2769,0.0,0.5197,0.0005,0.0284,0.0611,0.0172,0.9333,0.1122,0.1474,0.3767,0.3472,0.7067,0.3387,0.3482,0.2541,0.4638,0.6584,0.4484,0.85,1.1466,1.576,0.1274,0.4557,0.7923,0.3634,2.678,4.2229,1.0567,0.1247,0.1292,1.2475,0.2262,0.7883,0.3498,0.6756,0.594,167.4643,8.5461,2.6793,1.7151,1.4969,0.4106,1.8465,0.2875,1.6646,0.0,0.7357,0.0768,1.2157,0.6236,0.4767,0.9342,0.128,0.023,0.233,0.0417,0.5002,0.2599,0.3227,0.4765,0.1926,0.2248,1.0523,0.1774,0.1044,0.7631,0.0126,0.0802,0.253,0.284,4.0445,2.0312,1.1501,0.1772,0.9993,0.3719,0.2285,1.2857,0.2062,1.3976,0.1047,8.9085,1.03,1.0287,4.1324,0.6089,0.3681,0.2916,0.4797,0.1442,0.0,9.1065,0.5616,8.4675,4.3066,11.4252,17.7618,4.6066,1.928,3.6624,0.3308,7.0988,4.7693,4.4702,4.6688,10.4993,12.4014,9.3605,4.8381,13.3877,6.2247,4.6119,15.7236,18.4961,2.3232,15.7524,107.0634,43.1057,10.8172,7.3865,7.8522,6.1276,17.3028,12.4923,7.9744,13.0614,2626.445,169.9782,82.9785,69.978,116.7713,13.3195,95.7031,11.4602,39.3763,0.0,1623.7168999999997
CAN_L,104.6119,1.5976,92.2959,23.1861,1.9106,106.1949,42.2316,43.2764,104.6251,18.5398,43.2391,11.257,67.7294,37.904,29.6521,143.0601,44.8501,25.7304,116.7566,59.3607,38.0428,412.7793,33.1422,53.8816,662.7227,10223.9961,227.2997,4.2059,26.5345,511.9379,152.3254,1848.0305,543.7562,719.5336,935.6877,3795.9402,3314.9488,2593.4499,1738.7551,2183.0501,457.8611,3616.3348,962.3519,1968.6748,0.0,0.0252,0.0011,0.0332,0.0188,0.001,0.1662,0.2736,0.0277,0.1054,0.0132,0.1266,0.0401,0.1216,0.139,0.0431,0.1504,0.2535,0.2006,0.2501,0.072,0.0207,0.1309,0.0564,0.0463,0.1078,1.9761,0.1368,0.0071,0.0373,0.1108,0.0376,0.3086,0.0299,0.3219,0.5576,0.9912,0.7537,0.6991,0.0902,0.156,0.1459,0.0614,0.0315,0.2563,0.0,0.0259,0.0001,0.0049,0.0057,0.0004,0.2345,0.029,0.0291,0.0816,0.0572,0.1501,0.0539,0.0715,0.0461,0.0533,0.135,0.0964,0.1044,0.2015,0.4273,0.0259,0.0835,0.0975,0.0702,0.6387,1.7271,0.0761,0.0042,0.0068,0.1407,0.0268,0.239,0.0998,0.2537,0.0951,0.5527,0.8426,0.6832,0.2216,0.2784,0.0599,0.362,0.0521,0.0742,0.0,0.002,0.0004,0.0013,0.0144,0.0023,0.069,0.0245,0.0021,0.0176,0.0007,0.0121,0.0114,0.013,0.0211,0.0089,0.0202,0.0368,0.012,0.0075,0.0371,0.0026,0.0332,0.0014,0.0029,0.0394,0.6311,0.0469,0.0042,0.0092,0.1254,0.004,0.0405,0.0532,0.0679,0.0102,0.1126,0.3571,0.0986,0.0731,0.0671,0.0636,0.0498,0.0244,0.0448,0.0,1.1463,0.0002,0.0635,0.0111,0.0339,0.2827,0.0741,0.057,0.1803,0.0072,0.166,0.2591,0.1304,0.0557,0.0627,0.2769,0.2859,0.0493,0.1708,0.0998,0.3627,0.2795,0.2888,0.1778,1.097,9.7907,0.5285,0.0534,0.069,0.7047,0.2375,3.3691,1.2884,1.2434,1.0951,6.312,8.4701,6.4689,2.1979,4.5248,2.8994,7.6729,1.8231,2.9528,0.0,220.25400000000067
CAN_M,1081.7872,22.9829,2183.3469,304.8039,691.9392,551.5148,62.7261,148.8461,254.5634,324.0581,280.4859,222.5227,202.9193,121.3287,262.3265,309.3644,345.332,179.6657,348.8711,951.6176,447.267,489.7679,447.2631,143.8898,11144.3283,10496.3995,412.8092,7.3554,315.0511,305.1601,82.5491,940.738,1192.9492,767.653,611.9105,9936.3657,2203.3881,9091.1188,3283.9638,6588.2484,860.8049,2320.9755,748.7116,1149.6794,0.0,2.5832,0.1609,1.3294,1.0832,0.1431,2.3754,1.1324,0.1984,0.8305,0.4345,3.1082,1.0391,0.947,1.3057,1.7975,0.8812,3.4937,2.9102,2.9173,1.9631,0.3723,0.4173,2.4404,0.2958,10.7438,5.4977,0.396,0.107,0.088,0.1013,0.0948,0.4231,0.1204,0.6628,1.4347,1.89,3.296,15.2452,0.236,0.2921,0.7126,0.4622,0.0596,0.1582,0.0,0.4435,0.0011,0.1571,0.2424,0.0391,3.8283,0.1628,0.3127,0.7824,0.7619,3.8485,1.7664,1.7471,1.477,1.1922,1.6181,2.4041,3.6721,5.5869,6.1578,0.9264,1.8259,2.873,3.9441,2.7489,6.3008,2.377,0.0714,0.1528,1.785,0.2172,0.348,0.9398,1.0875,1.3913,8.4032,9.9934,23.0268,5.5499,4.1839,0.5523,2.3927,0.3055,0.6255,0.0,0.1006,0.0012,0.0565,0.1033,0.1662,0.3952,0.1098,0.0024,0.07,0.0128,0.1568,0.0387,0.061,0.026,0.2007,0.0462,0.6828,0.1057,0.0307,0.2798,0.0252,0.0606,0.1291,0.0184,1.1233,0.1647,0.0767,0.0081,0.0186,0.0099,0.002,0.05,0.0567,0.0185,0.0422,0.1896,0.0859,0.1415,0.0865,0.1407,0.0989,0.2011,0.0236,0.0097,0.0,9.2142,0.0627,44.1533,16.8158,47.7748,47.8839,7.3355,9.0242,23.2649,2.0278,28.3746,42.6094,14.4499,9.7546,19.0591,28.9356,52.5217,6.0279,30.0315,22.8703,48.5325,29.7109,35.9509,19.0725,287.3017,435.4835,37.8665,3.9109,4.7626,8.9349,9.6833,205.5262,82.7988,93.8368,118.3576,354.0672,224.3177,443.1087,153.5666,433.3235,49.7328,209.7283,39.1303,43.8732,0.0,1021.7703000000004
